decade	L2	accuracy	iter
1810	0.0001	0.72875	13
1810	3e-05	0.730625	13
1810	0.0003	0.715	13
1810	0.001	0.716875	13
1810	0.0001	0.719375	14
1810	3e-05	0.728125	14
1810	0.0003	0.73125	14
1810	0.001	0.729375	14
1820	0.0001	0.730625	0
1820	3e-05	0.725625	0
1820	0.0003	0.735	0
1820	0.001	0.739375	0
1820	0.0001	0.7475	1
1820	3e-05	0.755	1
1820	0.0003	0.753125	1
1820	0.001	0.74625	1
1820	0.0001	0.749375	2
1820	3e-05	0.736875	2
1820	0.0003	0.741875	2
1820	0.001	0.723125	2
1820	0.0001	0.74625	3
1820	3e-05	0.75125	3
1820	0.0003	0.736875	3
1820	0.001	0.7325	3
1820	0.0001	0.74125	4
1820	3e-05	0.7425	4
1820	0.0003	0.735	4
1820	0.001	0.736875	4
1820	0.0001	0.7475	5
1820	3e-05	0.73875	5
1820	0.0003	0.73875	5
1820	0.001	0.736875	5
1820	0.0001	0.731875	6
1820	3e-05	0.735	6
1820	0.0003	0.74375	6
1820	0.001	0.73875	6
1820	0.0001	0.7525	7
1820	3e-05	0.763125	7
1820	0.0003	0.76125	7
1820	0.001	0.749375	7
1820	0.0001	0.74375	8
1820	3e-05	0.74625	8
1820	0.0003	0.74	8
1820	0.001	0.73875	8
1820	0.0001	0.738125	9
1820	3e-05	0.751875	9
1820	0.0003	0.751875	9
1820	0.001	0.745	9
1820	0.0001	0.745625	10
1820	3e-05	0.735	10
1820	0.0003	0.735625	10
1820	0.001	0.738125	10
1820	0.0001	0.750625	11
1820	3e-05	0.744375	11
1820	0.0003	0.75375	11
1820	0.001	0.74125	11
1820	0.0001	0.72375	12
1820	3e-05	0.73125	12
1820	0.0003	0.730625	12
1820	0.001	0.733125	12
1820	0.0001	0.750625	13
1820	3e-05	0.750625	13
1820	0.0003	0.7525	13
1820	0.001	0.739375	13
1820	0.0001	0.750625	14
1820	3e-05	0.74375	14
1820	0.0003	0.74375	14
1820	0.001	0.736875	14
1830	0.0001	0.7792370231394622	0
1830	3e-05	0.7704815509693559	0
1830	0.0003	0.7811131957473421	0
1830	0.001	0.7654784240150094	0
1830	0.0001	0.753441802252816	1
1830	3e-05	0.7615769712140176	1
1830	0.0003	0.7471839799749687	1
1830	0.001	0.7509386733416771	1
1830	0.0001	0.7560975609756098	2
1830	3e-05	0.7611006879299562	2
1830	0.0003	0.7529706066291432	2
1830	0.001	0.7548467792370231	2
1830	0.0001	0.7475	3
1830	3e-05	0.748125	3
1830	0.0003	0.75125	3
1830	0.001	0.749375	3
1830	0.0001	0.7498436522826767	4
1830	3e-05	0.7479674796747967	4
1830	0.0003	0.7454659161976235	4
1830	0.001	0.7479674796747967	4
1830	0.0001	0.745625	5
1830	3e-05	0.740625	5
1830	0.0003	0.751875	5
1830	0.001	0.74	5
1830	0.0001	0.746875	6
1830	3e-05	0.748125	6
1830	0.0003	0.74375	6
1830	0.001	0.734375	6
1830	0.0001	0.761875	7
1830	3e-05	0.75875	7
1830	0.0003	0.759375	7
1830	0.001	0.765	7
1830	0.0001	0.7475	8
1830	3e-05	0.741875	8
1830	0.0003	0.7525	8
1830	0.001	0.7475	8
1830	0.0001	0.742338961851157	9
1830	3e-05	0.7348342714196373	9
1830	0.0003	0.7473420888055035	9
1830	0.001	0.7460913070669168	9
1830	0.0001	0.7421777221526908	10
1830	3e-05	0.7377972465581978	10
1830	0.0003	0.7309136420525657	10
1830	0.001	0.7290362953692116	10
1830	0.0001	0.762828535669587	11
1830	3e-05	0.7584480600750939	11
1830	0.0003	0.7584480600750939	11
1830	0.001	0.7622027534418022	11
1830	0.0001	0.7335834896810507	12
1830	3e-05	0.7223264540337712	12
1830	0.0003	0.7360850531582239	12
1830	0.001	0.7317073170731707	12
1830	0.0001	0.7640801001251565	13
1830	3e-05	0.7609511889862328	13
1830	0.0003	0.7540675844806007	13
1830	0.001	0.7603254067584481	13
1830	0.0001	0.7473420888055035	14
1830	3e-05	0.7523452157598499	14
1830	0.0003	0.7498436522826767	14
1830	0.001	0.7379612257661038	14
1840	0.0001	0.7392120075046904	0
1840	3e-05	0.7560975609756098	0
1840	0.0003	0.7442151344590369	0
1840	0.001	0.7360850531582239	0
1840	0.0001	0.7479674796747967	1
1840	3e-05	0.7498436522826767	1
1840	0.0003	0.7510944340212633	1
1840	0.001	0.742338961851157	1
1840	0.0001	0.773125	2
1840	3e-05	0.769375	2
1840	0.0003	0.760625	2
1840	0.001	0.7725	2
1840	0.0001	0.735625	3
1840	3e-05	0.736875	3
1840	0.0003	0.74375	3
1840	0.001	0.738125	3
1840	0.0001	0.7548467792370231	4
1840	3e-05	0.7611006879299562	4
1840	0.0003	0.7492182614133833	4
1840	0.001	0.7542213883677298	4
1840	0.0001	0.751875	5
1840	3e-05	0.75375	5
1840	0.0003	0.756875	5
1840	0.001	0.745	5
1840	0.0001	0.74	6
1840	3e-05	0.754375	6
1840	0.0003	0.73875	6
1840	0.001	0.7475	6
1840	0.0001	0.7467166979362101	7
1840	3e-05	0.742338961851157	7
1840	0.0003	0.7442151344590369	7
1840	0.001	0.7354596622889306	7
1840	0.0001	0.7425	8
1840	3e-05	0.74125	8
1840	0.0003	0.744375	8
1840	0.001	0.73	8
1840	0.0001	0.7575	9
1840	3e-05	0.75125	9
1840	0.0003	0.744375	9
1840	0.001	0.7425	9
1840	0.0001	0.74375	10
1840	3e-05	0.74875	10
1840	0.0003	0.758125	10
1840	0.001	0.74375	10
1840	0.0001	0.766729205753596	11
1840	3e-05	0.760475297060663	11
1840	0.0003	0.7504690431519699	11
1840	0.001	0.7498436522826767	11
1840	0.0001	0.758125	12
1840	3e-05	0.75875	12
1840	0.0003	0.756875	12
1840	0.001	0.7475	12
1840	0.0001	0.758125	13
1840	3e-05	0.758125	13
1840	0.0003	0.759375	13
1840	0.001	0.75375	13
1840	0.0001	0.7435897435897436	14
1840	3e-05	0.7435897435897436	14
1840	0.0003	0.7517198248905566	14
1840	0.001	0.7573483427141964	14
1850	0.0001	0.7275	0
1850	3e-05	0.721875	0
1850	0.0003	0.731875	0
1850	0.001	0.71875	0
1850	0.0001	0.720625	1
1850	3e-05	0.714375	1
1850	0.0003	0.719375	1
1850	0.001	0.708125	1
1850	0.0001	0.744375	2
1850	3e-05	0.731875	2
1850	0.0003	0.730625	2
1850	0.001	0.74	2
1850	0.0001	0.724375	3
1850	3e-05	0.724375	3
1850	0.0003	0.72125	3
1850	0.001	0.714375	3
1850	0.0001	0.74875	4
1850	3e-05	0.743125	4
1850	0.0003	0.745	4
1850	0.001	0.749375	4
1850	0.0001	0.724375	5
1850	3e-05	0.730625	5
1850	0.0003	0.72875	5
1850	0.001	0.724375	5
1850	0.0001	0.745	6
1850	3e-05	0.73625	6
1850	0.0003	0.745625	6
1850	0.001	0.74125	6
1850	0.0001	0.75	7
1850	3e-05	0.745625	7
1850	0.0003	0.7575	7
1850	0.001	0.74125	7
1850	0.0001	0.75375	8
1850	3e-05	0.74625	8
1850	0.0003	0.744375	8
1850	0.001	0.75125	8
1850	0.0001	0.736875	9
1850	3e-05	0.735625	9
1850	0.0003	0.72875	9
1850	0.001	0.735625	9
1850	0.0001	0.70625	10
1850	3e-05	0.7125	10
1850	0.0003	0.718125	10
1850	0.001	0.720625	10
1850	0.0001	0.744375	11
1850	3e-05	0.7425	11
1850	0.0003	0.745625	11
1850	0.001	0.73875	11
1850	0.0001	0.7475	12
1850	3e-05	0.7275	12
1850	0.0003	0.743125	12
1850	0.001	0.7425	12
1850	0.0001	0.739375	13
1850	3e-05	0.738125	13
1850	0.0003	0.7375	13
1850	0.001	0.739375	13
1850	0.0001	0.7125	14
1850	3e-05	0.71875	14
1850	0.0003	0.7325	14
1850	0.001	0.72	14
1860	0.0001	0.7354596622889306	0
1860	3e-05	0.740462789243277	0
1860	0.0003	0.7360850531582239	0
1860	0.001	0.7398373983739838	0
1860	0.0001	0.7517198248905566	1
1860	3e-05	0.7460913070669168	1
1860	0.0003	0.7442151344590369	1
1860	0.001	0.740462789243277	1
1860	0.0001	0.7460913070669168	2
1860	3e-05	0.7460913070669168	2
1860	0.0003	0.7398373983739838	2
1860	0.001	0.7379612257661038	2
1860	0.0001	0.7360850531582239	3
1860	3e-05	0.7360850531582239	3
1860	0.0003	0.7367104440275172	3
1860	0.001	0.7254534083802376	3
1860	0.0001	0.7240300375469336	4
1860	3e-05	0.7290362953692116	4
1860	0.0003	0.7240300375469336	4
1860	0.001	0.7227784730913642	4
1860	0.0001	0.7244834063869756	5
1860	3e-05	0.7288666249217283	5
1860	0.0003	0.7294927989981215	5
1860	0.001	0.7338760175328741	5
1860	0.0001	0.7290362953692116	6
1860	3e-05	0.7271589486858573	6
1860	0.0003	0.7215269086357947	6
1860	0.001	0.7246558197747184	6
1860	0.0001	0.7367104440275172	7
1860	3e-05	0.7317073170731707	7
1860	0.0003	0.7285803627267042	7
1860	0.001	0.7304565353345841	7
1860	0.0001	0.74125	8
1860	3e-05	0.73875	8
1860	0.0003	0.743125	8
1860	0.001	0.745	8
1860	0.0001	0.7254534083802376	9
1860	3e-05	0.7335834896810507	9
1860	0.0003	0.724202626641651	9
1860	0.001	0.7310819262038775	9
1860	0.0001	0.7334167709637046	10
1860	3e-05	0.7453066332916145	10
1860	0.0003	0.7377972465581978	10
1860	0.001	0.7377972465581978	10
1860	0.0001	0.7304565353345841	11
1860	3e-05	0.7217010631644778	11
1860	0.0003	0.724202626641651	11
1860	0.001	0.7173233270794246	11
1860	0.0001	0.7421777221526908	12
1860	3e-05	0.7553191489361702	12
1860	0.0003	0.7509386733416771	12
1860	0.001	0.7596996245306633	12
1860	0.0001	0.7229518449030644	13
1860	3e-05	0.726078799249531	13
1860	0.0003	0.7335834896810507	13
1860	0.001	0.7285803627267042	13
1860	0.0001	0.7319974953036944	14
1860	3e-05	0.7113337507827175	14
1860	0.0003	0.7182216656230432	14
1860	0.001	0.7157169693174703	14
1870	0.0001	0.7429643527204502	0
1870	3e-05	0.7429643527204502	0
1870	0.0003	0.7448405253283302	0
1870	0.001	0.7410881801125704	0
1870	0.0001	0.725	1
1870	3e-05	0.72	1
1870	0.0003	0.73625	1
1870	0.001	0.718125	1
1870	0.0001	0.7227784730913642	2
1870	3e-05	0.7202753441802253	2
1870	0.0003	0.714017521902378	2
1870	0.001	0.7146433041301627	2
1870	0.0001	0.7385866166353972	3
1870	3e-05	0.734208880550344	3
1870	0.0003	0.7354596622889306	3
1870	0.001	0.7335834896810507	3
1870	0.0001	0.73625	4
1870	3e-05	0.73125	4
1870	0.0003	0.736875	4
1870	0.001	0.741875	4
1870	0.0001	0.7467166979362101	5
1870	3e-05	0.7429643527204502	5
1870	0.0003	0.7373358348968105	5
1870	0.001	0.724202626641651	5
1870	0.0001	0.7367104440275172	6
1870	3e-05	0.7448405253283302	6
1870	0.0003	0.7223264540337712	6
1870	0.001	0.7329580988117573	6
1870	0.0001	0.7478097622027534	7
1870	3e-05	0.7365456821026283	7
1870	0.0003	0.7415519399249061	7
1870	0.001	0.7540675844806007	7
1870	0.0001	0.7335834896810507	8
1870	3e-05	0.7373358348968105	8
1870	0.0003	0.7454659161976235	8
1870	0.001	0.7385866166353972	8
1870	0.0001	0.734375	9
1870	3e-05	0.739375	9
1870	0.0003	0.73	9
1870	0.001	0.745625	9
1870	0.0001	0.7133917396745932	10
1870	3e-05	0.7115143929912391	10
1870	0.0003	0.6977471839799749	10
1870	0.001	0.6964956195244055	10
1870	0.0001	0.7375	11
1870	3e-05	0.73625	11
1870	0.0003	0.7425	11
1870	0.001	0.724375	11
1870	0.0001	0.7373358348968105	12
1870	3e-05	0.7367104440275172	12
1870	0.0003	0.742338961851157	12
1870	0.001	0.740462789243277	12
1870	0.0001	0.731875	13
1870	3e-05	0.725625	13
1870	0.0003	0.7325	13
1870	0.001	0.733125	13
1870	0.0001	0.7273295809881176	14
1870	3e-05	0.7373358348968105	14
1870	0.0003	0.7385866166353972	14
1870	0.001	0.7310819262038775	14
1880	0.0001	0.73375	0
1880	3e-05	0.75	0
1880	0.0003	0.75	0
1880	0.001	0.740625	0
1880	0.0001	0.725	1
1880	3e-05	0.7325	1
1880	0.0003	0.7225	1
1880	0.001	0.7275	1
1880	0.0001	0.7446808510638298	2
1880	3e-05	0.7327909887359199	2
1880	0.0003	0.7546933667083855	2
1880	0.001	0.7453066332916145	2
1880	0.0001	0.7446808510638298	3
1880	3e-05	0.7403003754693367	3
1880	0.0003	0.7352941176470589	3
1880	0.001	0.7471839799749687	3
1880	0.0001	0.725	4
1880	3e-05	0.720625	4
1880	0.0003	0.723125	4
1880	0.001	0.73125	4
1880	0.0001	0.7446808510638298	5
1880	3e-05	0.7377972465581978	5
1880	0.0003	0.7415519399249061	5
1880	0.001	0.7434292866082604	5
1880	0.0001	0.713125	6
1880	3e-05	0.720625	6
1880	0.0003	0.719375	6
1880	0.001	0.73125	6
1880	0.0001	0.743125	7
1880	3e-05	0.7475	7
1880	0.0003	0.741875	7
1880	0.001	0.746875	7
1880	0.0001	0.7540675844806007	8
1880	3e-05	0.7490613266583229	8
1880	0.0003	0.7521902377972466	8
1880	0.001	0.7596996245306633	8
1880	0.0001	0.7221526908635795	9
1880	3e-05	0.7083854818523154	9
1880	0.0003	0.7077596996245307	9
1880	0.001	0.7196495619524406	9
1880	0.0001	0.735625	10
1880	3e-05	0.7425	10
1880	0.0003	0.731875	10
1880	0.001	0.720625	10
1880	0.0001	0.7390488110137672	11
1880	3e-05	0.7490613266583229	11
1880	0.0003	0.7434292866082604	11
1880	0.001	0.7259073842302879	11
1880	0.0001	0.730287859824781	12
1880	3e-05	0.730287859824781	12
1880	0.0003	0.7284105131414268	12
1880	0.001	0.7403003754693367	12
1880	0.0001	0.72875	13
1880	3e-05	0.72625	13
1880	0.0003	0.74	13
1880	0.001	0.738125	13
1880	0.0001	0.7321652065081352	14
1880	3e-05	0.7390488110137672	14
1880	0.0003	0.7365456821026283	14
1880	0.001	0.7377972465581978	14
1890	0.0001	0.739375	0
1890	3e-05	0.745625	0
1890	0.0003	0.744375	0
1890	0.001	0.743125	0
1890	0.0001	0.745625	1
1890	3e-05	0.745	1
1890	0.0003	0.74	1
1890	0.001	0.734375	1
1890	0.0001	0.7275	2
1890	3e-05	0.7325	2
1890	0.0003	0.743125	2
1890	0.001	0.731875	2
1890	0.0001	0.74	3
1890	3e-05	0.72625	3
1890	0.0003	0.741875	3
1890	0.001	0.725625	3
1890	0.0001	0.72125	4
1890	3e-05	0.713125	4
1890	0.0003	0.7125	4
1890	0.001	0.72625	4
1890	0.0001	0.740625	5
1890	3e-05	0.7375	5
1890	0.0003	0.733125	5
1890	0.001	0.735625	5
1890	0.0001	0.719375	6
1890	3e-05	0.715625	6
1890	0.0003	0.72125	6
1890	0.001	0.72625	6
1890	0.0001	0.7425	7
1890	3e-05	0.730625	7
1890	0.0003	0.739375	7
1890	0.001	0.735	7
1890	0.0001	0.7175	8
1890	3e-05	0.740625	8
1890	0.0003	0.7225	8
1890	0.001	0.7175	8
1890	0.0001	0.73375	9
1890	3e-05	0.73625	9
1890	0.0003	0.730625	9
1890	0.001	0.738125	9
1890	0.0001	0.74125	10
1890	3e-05	0.715625	10
1890	0.0003	0.713125	10
1890	0.001	0.72625	10
1890	0.0001	0.724375	11
1890	3e-05	0.73	11
1890	0.0003	0.725625	11
1890	0.001	0.736875	11
1890	0.0001	0.74875	12
1890	3e-05	0.75625	12
1890	0.0003	0.7425	12
1890	0.001	0.7425	12
1890	0.0001	0.725	13
1890	3e-05	0.729375	13
1890	0.0003	0.73625	13
1890	0.001	0.7325	13
1890	0.0001	0.7275	14
1890	3e-05	0.74125	14
1890	0.0003	0.726875	14
1890	0.001	0.733125	14
1900	0.0001	0.705625	0
1900	3e-05	0.721875	0
1900	0.0003	0.71	0
1900	0.001	0.71	0
1900	0.0001	0.7521902377972466	1
1900	3e-05	0.7590738423028786	1
1900	0.0003	0.7484355444305382	1
1900	0.001	0.7490613266583229	1
1900	0.0001	0.720625	2
1900	3e-05	0.724375	2
1900	0.0003	0.719375	2
1900	0.001	0.711875	2
1900	0.0001	0.7290362953692116	3
1900	3e-05	0.7340425531914894	3
1900	0.0003	0.7309136420525657	3
1900	0.001	0.7315394242803505	3
1900	0.0001	0.735	4
1900	3e-05	0.72625	4
1900	0.0003	0.7325	4
1900	0.001	0.7225	4
1900	0.0001	0.720625	5
1900	3e-05	0.7225	5
1900	0.0003	0.710625	5
1900	0.001	0.725	5
1900	0.0001	0.72625	6
1900	3e-05	0.72375	6
1900	0.0003	0.708125	6
1900	0.001	0.715	6
1900	0.0001	0.74875	7
1900	3e-05	0.744375	7
1900	0.0003	0.7375	7
1900	0.001	0.749375	7
1900	0.0001	0.7325	8
1900	3e-05	0.72625	8
1900	0.0003	0.744375	8
1900	0.001	0.738125	8
1900	0.0001	0.7315394242803505	9
1900	3e-05	0.7359198998748435	9
1900	0.0003	0.730287859824781	9
1900	0.001	0.727784730913642	9
1900	0.0001	0.73625	10
1900	3e-05	0.735625	10
1900	0.0003	0.734375	10
1900	0.001	0.739375	10
1900	0.0001	0.7259073842302879	11
1900	3e-05	0.7171464330413017	11
1900	0.0003	0.727784730913642	11
1900	0.001	0.7090112640801002	11
1900	0.0001	0.754375	12
1900	3e-05	0.755	12
1900	0.0003	0.753125	12
1900	0.001	0.75	12
1900	0.0001	0.748125	13
1900	3e-05	0.7425	13
1900	0.0003	0.75	13
1900	0.001	0.745	13
1900	0.0001	0.7275	14
1900	3e-05	0.72125	14
1900	0.0003	0.729375	14
1900	0.001	0.71125	14
1910	0.0001	0.7075	0
1910	3e-05	0.713125	0
1910	0.0003	0.726875	0
1910	0.001	0.710625	0
1910	0.0001	0.72375	1
1910	3e-05	0.7225	1
1910	0.0003	0.720625	1
1910	0.001	0.7175	1
1910	0.0001	0.729375	2
1910	3e-05	0.733125	2
1910	0.0003	0.715	2
1910	0.001	0.730625	2
1910	0.0001	0.716875	3
1910	3e-05	0.715	3
1910	0.0003	0.7225	3
1910	0.001	0.7	3
1910	0.0001	0.72875	4
1910	3e-05	0.720625	4
1910	0.0003	0.719375	4
1910	0.001	0.715	4
1910	0.0001	0.699375	5
1910	3e-05	0.709375	5
1910	0.0003	0.705	5
1910	0.001	0.700625	5
1910	0.0001	0.718125	6
1910	3e-05	0.716875	6
1910	0.0003	0.7175	6
1910	0.001	0.714375	6
1910	0.0001	0.715625	7
1910	3e-05	0.70875	7
1910	0.0003	0.716875	7
1910	0.001	0.724375	7
1910	0.0001	0.706875	8
1910	3e-05	0.714375	8
1910	0.0003	0.71625	8
1910	0.001	0.710625	8
1910	0.0001	0.731875	9
1910	3e-05	0.724375	9
1910	0.0003	0.73125	9
1910	0.001	0.734375	9
1910	0.0001	0.70625	10
1910	3e-05	0.700625	10
1910	0.0003	0.704375	10
1910	0.001	0.7075	10
1910	0.0001	0.706875	11
1910	3e-05	0.6925	11
1910	0.0003	0.711875	11
1910	0.001	0.71125	11
1910	0.0001	0.723125	12
1910	3e-05	0.721875	12
1910	0.0003	0.73625	12
1910	0.001	0.730625	12
1910	0.0001	0.716875	13
1910	3e-05	0.7225	13
1910	0.0003	0.701875	13
1910	0.001	0.711875	13
1910	0.0001	0.71625	14
1910	3e-05	0.72375	14
1910	0.0003	0.725	14
1910	0.001	0.725	14
1920	0.0001	0.724375	0
1920	3e-05	0.726875	0
1920	0.0003	0.73	0
1920	0.001	0.738125	0
1920	0.0001	0.696875	1
1920	3e-05	0.693125	1
1920	0.0003	0.694375	1
1920	0.001	0.68875	1
1920	0.0001	0.69625	2
1920	3e-05	0.705625	2
1920	0.0003	0.7025	2
1920	0.001	0.696875	2
1920	0.0001	0.709375	3
1920	3e-05	0.7075	3
1920	0.0003	0.708125	3
1920	0.001	0.7175	3
1920	0.0001	0.721875	4
1920	3e-05	0.709375	4
1920	0.0003	0.71375	4
1920	0.001	0.71875	4
1920	0.0001	0.716875	5
1920	3e-05	0.704375	5
1920	0.0003	0.713125	5
1920	0.001	0.7075	5
1920	0.0001	0.709375	6
1920	3e-05	0.711875	6
1920	0.0003	0.706875	6
1920	0.001	0.70875	6
1920	0.0001	0.718125	7
1920	3e-05	0.729375	7
1920	0.0003	0.724375	7
1920	0.001	0.72125	7
1920	0.0001	0.706875	8
1920	3e-05	0.71	8
1920	0.0003	0.705	8
1920	0.001	0.699375	8
1920	0.0001	0.72	9
1920	3e-05	0.71875	9
1920	0.0003	0.700625	9
1920	0.001	0.723125	9
1920	0.0001	0.72	10
1920	3e-05	0.718125	10
1920	0.0003	0.724375	10
1920	0.001	0.726875	10
1920	0.0001	0.72875	11
1920	3e-05	0.7375	11
1920	0.0003	0.734375	11
1920	0.001	0.7225	11
1920	0.0001	0.70625	12
1920	3e-05	0.708125	12
1920	0.0003	0.706875	12
1920	0.001	0.713125	12
1920	0.0001	0.705625	13
1920	3e-05	0.70875	13
1920	0.0003	0.686875	13
1920	0.001	0.71	13
1920	0.0001	0.730625	14
1920	3e-05	0.728125	14
1920	0.0003	0.72125	14
1920	0.001	0.73375	14
1930	0.0001	0.699375	0
1930	3e-05	0.709375	0
1930	0.0003	0.705625	0
1930	0.001	0.703125	0
1930	0.0001	0.721875	1
1930	3e-05	0.728125	1
1930	0.0003	0.725	1
1930	0.001	0.730625	1
1930	0.0001	0.710625	2
1930	3e-05	0.71	2
1930	0.0003	0.719375	2
1930	0.001	0.7175	2
1930	0.0001	0.698125	3
1930	3e-05	0.71125	3
1930	0.0003	0.695	3
1930	0.001	0.69625	3
1930	0.0001	0.68875	4
1930	3e-05	0.698125	4
1930	0.0003	0.690625	4
1930	0.001	0.69625	4
1930	0.0001	0.71	5
1930	3e-05	0.710625	5
1930	0.0003	0.704375	5
1930	0.001	0.6925	5
1930	0.0001	0.7125	6
1930	3e-05	0.725625	6
1930	0.0003	0.715625	6
1930	0.001	0.698125	6
1930	0.0001	0.730625	7
1930	3e-05	0.72	7
1930	0.0003	0.73375	7
1930	0.001	0.723125	7
1930	0.0001	0.71125	8
1930	3e-05	0.703125	8
1930	0.0003	0.70375	8
1930	0.001	0.694375	8
1930	0.0001	0.706875	9
1930	3e-05	0.71125	9
1930	0.0003	0.70125	9
1930	0.001	0.6975	9
1930	0.0001	0.71	10
1930	3e-05	0.710625	10
1930	0.0003	0.700625	10
1930	0.001	0.695	10
1930	0.0001	0.700625	11
1930	3e-05	0.705625	11
1930	0.0003	0.70625	11
1930	0.001	0.69625	11
1930	0.0001	0.71125	12
1930	3e-05	0.70875	12
1930	0.0003	0.71375	12
1930	0.001	0.718125	12
1930	0.0001	0.71125	13
1930	3e-05	0.719375	13
1930	0.0003	0.716875	13
1930	0.001	0.711875	13
1930	0.0001	0.711875	14
