author,is_other,is_uk,is_us,nationality,reviews,uklist,uslists,salesevidence,raw_num_vols,midcareer,num_vols,logvols,logsales,noisyprior,ratio,posterior,percentile,prestige
"Jokai, Mór",1.0,0.0,0.0,hungary,0.0,0.0,0.0,0.0,70.0,1877.0,55.29,4.030516899475935,0.0,0.9579802191270212,0.017018657294848485,0.41116856434842974,0.7470817120622568,0.353290667302
Algernon Blackwood,0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,52.0,1921.0,54.37,4.014037930834876,0.0,0.11445579267428024,0.002067108410227203,0.41034925232196867,0.6276978417266187,0.6092813660999999
"Castlemon, Harry",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,58.0,1867.0,54.07,4.00860510327439,0.0,0.5976724776261891,0.01085295946297783,0.41007690182842066,0.7777777777777778,0.195306573984
"Kingston, William Henry Giles",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,56.0,1866.0,54.05,4.008241863168689,0.0,0.4129349663967778,0.007501089307843376,0.4100586526994283,0.7780429594272077,0.38100430056199996
"Sewell, Elizabeth Missing",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,50.0,1855.0,52.64,3.9822950584134778,0.0,0.8705805647836621,0.016230062729001904,0.408742149470536,0.782051282051282,0.5445458703639999
"Fenn, George Manville",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,66.0,1877.0,52.13,3.972741740462852,0.0,0.644645790170101,0.012133367027481667,0.40825096449738574,0.7392996108949417,0.337666440665
"Herrick, Robert",0.0,0.0,1.0,us,2.0,0.0,0.0,0.0,59.0,1913.0,51.62,3.9630962756121466,0.0,0.0015407559334462994,2.9280804512472433e-05,0.4077514886049458,0.6172161172161172,0.6796371452375001
"Tabor, Eliza",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,61.0,1874.0,51.3,3.9569963710708773,0.0,0.2731025288254164,0.0052218456754381725,0.4074337644510668,0.7395626242544732,0.5456763105403333
"Anstey, F",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,64.0,1884.0,51.0,3.9512437185814275,0.0,0.5891932838964556,0.01133064007493184,0.40713281021649256,0.7085610200364298,0.533701039497
"Finley, Martha",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,63.0,1884.0,50.2,3.9357395320454622,0.0,0.1865623864214147,0.0036437966097932557,0.40631530478174804,0.7067395264116576,0.1436864556322
"Otis, James",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,62.0,1882.0,49.47,3.921379100352171,0.0,0.9744845655451732,0.01930819428462796,0.40554974629297,0.707089552238806,0.313938925759
"Fletcher, J. S. (Joseph Smith)",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,45.0,1924.0,49.31,3.9182038645032273,0.0,0.7918737621553487,0.015739887937892043,0.40537938304179155,0.6245353159851301,0.553681406429
"Zangwill, Israel",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,68.0,1897.0,48.45,3.900962058068721,0.0,0.4253012169387991,0.008600631282887745,0.40444736751682997,0.6462450592885376,0.6699098904240001
"Hall, S. C",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,47.0,1850.0,48.39,3.8997479745525334,0.0,0.036825902536780725,0.0007456145482239466,0.4043812972484282,0.7824427480916031,0.389841755864
"Jewett, Sarah Orne",0.0,0.0,1.0,us,2.0,0.0,0.0,0.0,67.0,1893.0,48.03,3.892432355663142,0.0,0.6487404629525815,0.013231500366155037,0.40398194615747063,0.6856060606060606,0.5284569775135
"Jameson, Storm",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,40.0,1926.0,47.66,3.8848573373553763,0.0,0.1790107156266753,0.0036788063219620904,0.4035661955861693,0.6135922330097088,0.251210951259
"Lynde, Francis",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,40.0,1926.0,47.66,3.8848573373553763,0.0,0.0346391584294814,0.0007118610445844924,0.4035661955861693,0.6135922330097088,0.256745118533
"Welty, Eudora",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,28.0,1943.0,47.33,3.8780524858569927,0.0,0.5982767882158689,0.012378994169581398,0.40319076706256896,0.6257142857142857,0.7645627007160001
"Manning, Anne",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,47.0,1859.0,46.45,3.859676525055937,0.0,0.2214781583903075,0.0046676113464764486,0.4021677003815931,0.7688022284122563,0.554486422297
"Godden, Rumer",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,30.0,1939.0,46.26,3.8556642717587617,0.0,0.026452223998354802,0.0005597169699186374,0.40194251862664676,0.6074270557029178,0.523275525176
"Johnson, Pamela Hansford",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,27.0,1943.0,45.64,3.842458542042237,0.0,0.7884652255999913,0.016905343602058132,0.4011967825890698,0.62,0.530282389278
"Edwards, Amelia Ann Blanford",0.0,1.0,0.0,uk,4.0,0.0,0.0,0.0,47.0,1866.0,45.37,3.8366526984033693,0.0,0.07831569861476022,0.0016889303130204923,0.4008666911434447,0.7541766109785203,0.5570562424565
"Andrews, Mary Raymond Shipman",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,54.0,1911.0,45.32,3.83557383326474,0.0,0.28957081411495544,0.006251528802136344,0.4008052016744359,0.614100185528757,0.4081905685595
"Cable, George Washington",0.0,0.0,1.0,us,2.0,0.0,0.0,0.0,63.0,1893.0,45.16,3.832113622199844,0.0,0.489330049555634,0.010600737642019801,0.40060766963037836,0.6818181818181818,0.4894278413365
"Ade, George",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,61.0,1903.0,44.74,3.822973188594635,0.0,0.22997889684996878,0.005027960141013746,0.40008353102829775,0.6383763837638377,0.574983165243
"Winter, John Strange",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,62.0,1895.0,44.3,3.8133070324889884,0.0,0.042416899388071715,0.0009363553948801704,0.39952554054574235,0.6620825147347741,0.302915505465
"De la Mare, Walter",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,42.0,1923.0,44.1,3.8088822465086327,0.0,0.5495265308400739,0.012184623743682347,0.3992688400402419,0.6111111111111112,0.803378063028
"Jefferies, Richard",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,54.0,1882.0,43.09,3.7862329993698465,0.0,0.9141907895891054,0.02073465161236347,0.3979422738734016,0.6921641791044776,0.8566784242640001
"Tytler, Sarah",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,50.0,1872.0,42.85,3.780774718818192,0.0,0.010421380882047556,0.00023765976925992145,0.3976194213334504,0.7282377919320594,0.51088923744
"Allen, Grant",0.0,0.0,1.0,ca,3.0,0.0,0.0,0.0,59.0,1893.0,42.29,3.7679216614538893,0.0,0.1921858819479707,0.004439498312496436,0.3968543024751998,0.6723484848484849,0.5048798079316666
"Holley, Marietta",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,55.0,1887.0,42.23,3.7665346986795405,0.0,0.5313422823453865,0.01229105441465155,0.39677132942861526,0.6815642458100558,0.508637238848
"Cooke, John Esten",0.0,0.0,1.0,us,2.0,0.0,0.0,0.0,52.0,1881.0,42.04,3.762129915853529,0.0,0.15436476781568137,0.003586542003152448,0.39650728936835883,0.6877323420074349,0.4205743245135
"Lewisohn, Ludwig",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,32.0,1931.0,41.91,3.7591048990034333,0.0,0.8346748761279371,0.019451756609833074,0.39632549030667813,0.6044444444444445,0.721448977297
"Von Arnim, Elizabeth",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,57.0,1898.0,41.61,3.7520889675118205,0.0,0.4846395803015714,0.011373846052606698,0.3959023751860317,0.6247582205029013,0.562541112373
"Collins, Mortimer",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,49.0,1873.0,41.52,3.749974553473747,0.0,0.08541119716190451,0.0020087299426600307,0.395774456809084,0.7125,0.607497572641
"Hudson, W. H",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,57.0,1904.0,41.3,3.744787086052232,0.0,0.5472140963662371,0.012936503460194732,0.3954598325345895,0.6185185185185185,0.472078016803
"Yates, Edmund Hodgson",0.0,1.0,0.0,uk,6.0,0.0,0.0,0.0,44.0,1868.0,41.13,3.7407600759909254,0.0,0.05255313836276087,0.0012474041861562039,0.3952148146816985,0.7331786542923434,0.53965981612
"Alexander, Mrs",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,53.0,1887.0,40.7,3.730501128804756,0.0,0.9406302448056533,0.022557080211166744,0.3945875510134231,0.6703910614525139,0.241267979731
"Lyall, Edna",0.0,1.0,0.0,uk,3.0,0.0,0.0,0.0,51.0,1884.0,40.64,3.7290612437467683,0.0,0.45015539951172084,0.010810648403259387,0.39449915832596383,0.6739526411657559,0.5674974778663334
"Baron, Dunsany, Edward John Moreton Drax Plunkett",0.0,1.0,0.0,ir,0.0,0.0,0.0,0.0,30.0,1932.0,39.98,3.7130841428107537,0.0,0.2810057163077195,0.006857142906484127,0.393512485989028,0.6,0.6344628545725
"Anand, Mulk Raj",1.0,0.0,0.0,in,1.0,0.0,0.0,0.0,28.0,1936.0,39.88,3.7106409458954492,0.0,0.3028648754852757,0.007408631983495001,0.39336065601540854,0.6004962779156328,0.7438521548720001
"Merriman, Henry Seton",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,54.0,1899.0,39.39,3.6985822295753215,0.0,0.8005574994998478,0.019820685800937057,0.3926075796619403,0.6195028680688337,0.835496829429
"Powys, T. F",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,32.0,1927.0,39.06,3.6903783302376723,0.0,0.4847336897532119,0.012100191955896452,0.3920917152415361,0.5870445344129555,0.8025621508670001
"Sinclair, Catherine",0.0,1.0,0.0,uk,3.0,0.0,0.0,0.0,37.0,1852.0,38.97,3.688129172723232,0.0,0.7598135756789537,0.019009596589415905,0.39194978782639917,0.7563636363636363,0.37158684209066667
"Leslie, Madeline",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,48.0,1881.0,38.8,3.6838669122903918,0.0,0.004589723053798251,0.00011531967471854903,0.39168023818996406,0.6728624535315985,0.0755849916173
"Linton, E. Lynn",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,49.0,1877.0,38.7,3.681351187693145,0.0,0.5078644107184627,0.012792554426157749,0.3915207781802716,0.6945525291828794,0.3834291237455
"Charles, Elizabeth Rundle",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,40.0,1866.0,38.61,3.6790816116338254,0.0,0.14720146070907703,0.00371627015170606,0.3913766889472672,0.7255369928400954,0.693100897772
"Jackson, Helen Hunt",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,48.0,1884.0,38.25,3.6699514442284173,0.0,0.7305428121090334,0.018612555722523145,0.39079481877923816,0.6648451730418944,0.655909235775
"Dickson, Thomas",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,52.0,1905.0,38.18,3.6681664125163946,0.0,0.8959825502119849,0.022868365242776544,0.3906806416393114,0.5984703632887189,0.287339983964
"Koestler, Arthur",1.0,0.0,0.0,hu,1.0,0.0,0.0,0.0,21.0,1946.0,37.59,3.6529931755495273,0.0,0.4145464370244578,0.010742327987158792,0.3897045976964651,0.6084142394822006,0.596725083093
"Cohen, Octavus Roy",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,28.0,1932.0,37.31,3.6457109587125576,0.0,0.3014789927493495,0.007869459481841541,0.3892326491323816,0.5906976744186047,0.10561106236575
"Warner, Rex",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,22.0,1944.0,37.19,3.6425737012374246,0.0,0.8173552108814632,0.021402335974900846,0.3890286259416027,0.5964912280701754,0.762411943533
"Ritchie, Anne Thackeray",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,41.0,1870.0,37.1,3.6402142821326553,0.0,0.7411181388086105,0.019451919653769304,0.38887490833614996,0.7114093959731543,0.6150638656875
"Derleth, August William",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,24.0,1939.0,37.01,3.6378492830011573,0.0,0.5023050107488425,0.013215075263058209,0.3887205866154266,0.5809018567639257,0.460635803541
"Anderson, Sherwood",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,35.0,1923.0,36.75,3.6309854756950335,0.0,0.2666931458309478,0.0070647190948595435,0.3882713420204959,0.5888888888888889,0.9086123706820001
"Bojer, Johan",1.0,0.0,0.0,no,1.0,0.0,0.0,0.0,42.0,1913.0,36.75,3.6309854756950335,0.0,0.07898062994431669,0.0020922021177302436,0.3882713420204959,0.5787545787545788,0.6248673986500001
"Bower, B. M",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,42.0,1913.0,36.75,3.6309854756950335,0.0,0.0808917405124657,0.0021428275632441244,0.3882713420204959,0.5787545787545788,0.227364473674
"Burnham, Clara Louise",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,50.0,1895.0,35.73,3.6035938598315758,0.0,0.6910263554218218,0.018813676978541298,0.38645824954548,0.6267190569744597,0.412685210784
"Coppard, A. E. (Alfred Edgar)",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,34.0,1923.0,35.7,3.6027767550605247,0.0,0.06626372266171031,0.0018055510262046405,0.38640366473922344,0.5833333333333334,0.749201654101
"Bennett, Emerson",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,35.0,1856.0,35.62,3.6005945392463645,0.0,0.8339432786645273,0.02277289127975225,0.3862577447077035,0.7395209580838323,0.422966086018
"Trowbridge, J. T",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,34.0,1860.0,34.87,3.579901291544191,0.0,0.11915973249892191,0.0033219886395015868,0.38486373704559623,0.7250673854447439,0.35856286871200005
"O'Connor, Frank",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,24.0,1936.0,34.19,3.5607619513334936,0.0,0.13309861505598497,0.0037822851678313437,0.38355778278079916,0.575682382133995,0.6842768320129999
"Le Fanu, Joseph Sheridan",0.0,1.0,0.0,ir,3.0,0.0,0.0,0.0,34.0,1864.0,34.12,3.558770768766916,0.0,0.501064432986485,0.014267210506448889,0.3834209963915927,0.71712158808933,0.558134380658
"Benson, Stella",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,26.0,1931.0,34.05,3.5567756134805992,0.0,0.2774505604052697,0.007915850510849351,0.3832837629486802,0.5755555555555556,0.723006825382
"Mottram, R. H",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,31.0,1924.0,33.97,3.5544905510752844,0.0,0.4507559888914612,0.012889790931983449,0.38312637449715653,0.5780669144981413,0.760216090011
"Fothergill, Jessie",0.0,1.0,0.0,uk,6.0,0.0,0.0,0.0,44.0,1879.0,33.93,3.5533460588187404,0.0,0.2147817137532894,0.006148918229409946,0.3830474591994281,0.6703910614525139,0.5329600448358334
"Weidman, Jerome",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,20.0,1943.0,33.81,3.5499047018233476,0.0,0.2910751460021148,0.008361825509971698,0.3828098240330342,0.5771428571428572,0.492787655497
"Lehmann, Rosamond",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,20.0,1944.0,33.81,3.5499047018233476,0.0,0.5866921186422066,0.01685412578690625,0.3828098240330342,0.5760233918128655,0.668678726953
"Ponsonby, Emily",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,33.0,1851.0,33.67,3.545874759696932,0.0,0.8883272315569656,0.0256223602987299,0.38253088517168665,0.7303370786516854,0.4700982500795
"Steele, Wilbur Daniel",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,29.0,1925.0,33.65,3.5452977256359124,0.0,0.22320566361280142,0.006441721893587343,0.38249088651735724,0.5714285714285714,0.605791320831
"McCarthy, Justin",0.0,1.0,0.0,uk,3.0,0.0,0.0,0.0,37.0,1869.0,33.54,3.5421180727185324,0.0,0.25757054756776687,0.007457166982274664,0.38227021822307644,0.6945701357466063,0.6443661357916667
"Chatterton, Georgiana",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,32.0,1861.0,33.04,3.5275363037051735,0.0,0.1373349475716162,0.004034516673666751,0.3812525516229045,0.713527851458886,0.394710057273
"Seawell, Molly Elliot",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,45.0,1903.0,33.01,3.526654599019104,0.0,0.9602117411763176,0.028233217911682377,0.3811907173204668,0.5940959409594095,0.391524329309
"Roberts, Morley",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,41.0,1909.0,32.96,3.5251833614431467,0.0,0.07423649709143217,0.002185998147568674,0.3810874626475139,0.5679245283018868,0.745471903853
Pardoe,0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,32.0,1860.0,32.82,3.5210523434704344,0.0,0.16639374812531543,0.004919980725171952,0.38079702922400926,0.7088948787061995,0.357542256962
"Praed, Campbell",1.0,0.0,0.0,au,0.0,0.0,0.0,0.0,42.0,1880.0,32.8,3.520460802488973,0.0,0.3254519863286709,0.009628756991972513,0.3807553790944999,0.6547842401500938,0.46114943971600003
"Mackenzie, Compton",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,37.0,1913.0,32.37,3.5076572927632825,0.0,0.48495092935319495,0.014532542084303116,0.3798501095708477,0.5586080586080586,0.761825523578
"Warden, Florence",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,41.0,1885.0,32.27,3.5046560900303856,0.0,0.2933014310126908,0.00881579293696095,0.37963686384574136,0.6477064220183486,0.7431284241159999
"Forster, E.M",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,27.0,1926.0,32.17,3.501645852958961,0.0,0.028068043193633475,0.0008461876151231074,0.3794225766991723,0.5533980582524272,0.736297476975
"Somerville, E. Œ",0.0,1.0,0.0,ir,2.0,0.0,0.0,0.0,45.0,1897.0,32.06,3.498324092392878,0.0,0.3909934824136138,0.011826784102045185,0.3791856488605795,0.5889328063241107,0.71945244597
"Stern, G. B",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,27.0,1925.0,31.33,3.4759955917373415,0.0,0.009814933965965215,0.0003035859562624564,0.377580382640387,0.5620300751879699,0.6519537060205001
"Taylor, Meadows",0.0,1.0,0.0,uk,3.0,0.0,0.0,0.0,32.0,1865.0,31.12,3.469478889078561,0.0,0.8172703771762876,0.025444283224666485,0.3771077148466922,0.6939759036144578,0.39807344849933335
"Hatton, Joseph",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,39.0,1883.0,31.09,3.4685444551217657,0.0,0.7174793689237472,0.02235834742672942,0.3770397844180931,0.6378378378378379,0.309920331762
"Mallock, W. H",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,43.0,1895.0,30.73,3.4572626055951043,0.0,0.10534338075572136,0.0033199930903158323,0.37621657289772525,0.6090373280943026,0.573224849611
"Matthews, Brander",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,43.0,1900.0,30.64,3.4544221428994533,0.0,0.5371542974941492,0.016977063764037587,0.3760084206651561,0.579047619047619,0.27083012899799996
"Durrell, Lawrence",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,20.0,1938.0,30.39,3.4464893708538624,0.0,0.08298937850857781,0.0026438158174124818,0.3754252011007325,0.5511811023622047,0.825653275412
"Gibbon, Charles",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,36.0,1874.0,30.28,3.4429789156771102,0.0,0.10585475871280027,0.0033841035394117733,0.3751662193093135,0.6540755467196819,0.370856498795
"MacInnes, Helen",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,16.0,1949.0,30.23,3.441379171294987,0.0,0.7608744961539762,0.024363576565929433,0.37504801747287747,0.5488721804511278,0.266232264875
"Hobbes, John Oliver",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,41.0,1898.0,29.93,3.4317265866969784,0.0,0.28307953725315405,0.009152264379345427,0.37433239381086675,0.5802707930367504,0.5904540234660001
"Sala, George Augustus",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,33.0,1869.0,29.91,3.431079756144025,0.0,0.6182429340348173,0.02000138900144993,0.37428429096007887,0.6764705882352942,0.49576104559033335
Grey,0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,29.0,1860.0,29.74,3.4255647381104497,0.0,0.33434641443846586,0.010876591230919514,0.37387339984471885,0.692722371967655,0.600710529661
"Croker, B. M",0.0,1.0,0.0,ir,0.0,0.0,0.0,0.0,37.0,1882.0,29.52,3.4183822064162563,0.0,1.0611734687722514,0.034769772895552144,0.37333624346123473,0.6231343283582089,0.422118944933
"Saltus, Edgar",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,38.0,1888.0,29.52,3.4183822064162563,0.0,0.567181095640246,0.018583915322419594,0.37333624346123473,0.6280373831775701,0.7527919989634999
"Craik, Georgiana M",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,37.0,1884.0,29.48,3.4170707308184456,0.0,0.7257218344685041,0.023809771472063784,0.3732379149252334,0.6211293260473588,0.6578915126479999
"Benson, Robert Hugh",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,35.0,1911.0,29.37,3.4134552790576573,0.0,0.07041173980556069,0.002318463609007596,0.3729664481824126,0.549165120593692,0.839637144887
"Cullum, Ridgwell",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,33.0,1914.0,29.3,3.4111477125153233,0.0,0.44141709228588777,0.014568220867521048,0.3727928799733079,0.540590405904059,0.280213466485
"Douglas, Amanda Minnie",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,38.0,1879.0,29.3,3.4111477125153233,0.0,0.30478702334107893,0.010058977668022407,0.3727928799733079,0.6350093109869647,0.46657844743500004
"Porter, Katherine Anne",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,17.0,1944.0,28.73,3.3921566370100065,0.0,0.10500976654437566,0.003532114582723702,0.37135542185700643,0.5526315789473685,0.777716214315
"Holland, J. G",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,28.0,1860.0,28.72,3.391820219849558,0.0,0.36928784047516566,0.012425566637791577,0.3713298132026118,0.6819407008086253,0.451371740217
"Morrison, Arthur",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,39.0,1898.0,28.47,3.3833727967496032,0.0,0.1669302060535197,0.005664411471106878,0.3706851276369984,0.562862669245648,0.7875434183255001
"Halper, Albert",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,20.0,1934.0,28.39,3.380654480430826,0.0,0.17317858128230967,0.0058924321633994445,0.3704769964519495,0.53125,0.454204120201
"Hutchinson, R.C",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,15.0,1949.0,28.34,3.3789517727148355,0.0,0.3751008756309106,0.012784624254632263,0.37034645882762923,0.5338345864661654,0.7120448975110001
"Fawcett, Edgar",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,35.0,1881.0,28.29,3.377246160839642,0.0,0.22160812838001934,0.00756599960327823,0.37021556901243324,0.6133828996282528,0.681916582509
"Thomas, Annie",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,29.0,1865.0,28.21,3.3745111163996495,0.0,0.44427920545550215,0.015209832435998018,0.3700054091829928,0.6674698795180722,0.491425006458
"Garnett, David",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,27.0,1922.0,28.21,3.3745111163996495,0.0,0.26832673615796127,0.009186125852720344,0.3700054091829928,0.5387387387387388,0.798092234022
"Norris, Charles",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,21.0,1933.0,28.09,3.3703944725071104,0.0,0.3314486715114203,0.011393904142709533,0.3696884591590874,0.524822695035461,0.43519004288199997
"Macaulay, Rose",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,24.0,1925.0,27.85,3.3621099929541085,0.0,0.25974810403018794,0.009003400486315006,0.3690483280746759,0.5357142857142857,0.7750981154409999
"Brand, Max",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,24.0,1925.0,27.85,3.3621099929541085,0.0,0.44316971349802925,0.015361168578787842,0.3690483280746759,0.5357142857142857,0.12200298483625
"Tourgée, Albion Winegar",0.0,0.0,1.0,us,2.0,0.0,0.0,0.0,36.0,1879.0,27.76,3.358985532852846,0.0,0.04642219973670735,0.001614123773877168,0.3688061105950177,0.6238361266294227,0.2316891451095
"Cain, James M",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,17.0,1941.0,27.57,3.3523572162426816,0.0,0.676398527246283,0.023675132210230418,0.3682908229653779,0.5271739130434783,0.4806572733899999
"Mundy, Talbot",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,27.0,1920.0,27.55,3.351656936102019,0.0,0.6775054186800157,0.023730487519440128,0.3682362685689508,0.5273722627737226,0.44208634837649996
"Roberts, Elizabeth Madox",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,23.0,1926.0,27.4,3.3463891451671604,0.0,0.5630494435381722,0.019825684631625783,0.36782518767206535,0.5184466019417475,0.613284361901
"Herbert, Henry William",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,26.0,1855.0,27.37,3.34533224882076,0.0,0.6604859534392126,0.023281140410264807,0.3677425620301096,0.6826923076923077,0.620120284354
"Murray, David Christie",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,35.0,1889.0,27.34,3.3442742342625342,0.0,0.40230350427786793,0.014195607066967817,0.36765979910626806,0.6036697247706422,0.7162996953380001
"Cannan, Gilbert",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,29.0,1917.0,26.97,3.3311325072138684,0.0,0.04825733911828605,0.0017253249595382929,0.36662763284517924,0.5253623188405797,0.758401963863
"Cockton, Henry",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,25.0,1853.0,26.92,3.329343277894172,0.0,0.6650498783720017,0.023819838050573125,0.3664865095575423,0.6735395189003437,0.390692265454
"Pritchett, V.S",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,15.0,1945.0,26.78,3.3243163373261977,0.0,0.11154817084660475,0.004015412917444375,0.3660892525185881,0.5213414634146342,0.663938529706
"Scudder, Horace Elisha",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,29.0,1869.0,26.28,3.3061538329752613,0.0,0.6049061453984927,0.022173978936894895,0.3646445712988207,0.6470588235294118,0.5867632490300001
"Denison, Mary A",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,27.0,1865.0,26.26,3.3054204262683866,0.0,0.37989707834384573,0.013936063035357509,0.3645859262254552,0.653012048192771,0.40295046846999993
"Capote, Truman",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,14.0,1948.0,25.96,3.2943542860441064,0.0,0.3559999044919917,0.013204744231898801,0.36369814461684685,0.5018315018315018,0.695412729434
"Brinig, Myron",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,18.0,1937.0,25.71,3.2850380271218693,0.0,0.029440775884262256,0.0011022379589764977,0.36294652505852104,0.5037783375314862,0.66313240132
"Green, Julian",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,20.0,1928.0,25.69,3.284288963416433,0.0,0.20184194225474733,0.007562455685827925,0.36288592434108136,0.4968152866242038,0.638706551161
"Altsheler, Joseph A",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,35.0,1898.0,25.55,3.279029747687948,0.0,0.4760973551025113,0.017932103770339408,0.3624597415365729,0.5493230174081238,0.643689431496
"Brooks, Shirley",0.0,1.0,0.0,uk,3.0,0.0,0.0,0.0,24.0,1855.0,25.26,3.26804686887465,0.0,0.913678207612668,0.03479353418174669,0.3615657783132115,0.6698717948717948,0.528748188326
