1800	0.294	0.392	0.485
1801	0.246	0.326	0.405
1802	0.335	0.546	0.627
1803	0.286	0.435	0.541
1804	0.330	0.412	0.501
1805	0.310	0.500	0.682
1806	0.312	0.409	0.490
1807	0.334	0.421	0.516
1808	0.325	0.410	0.522
1809	0.276	0.382	0.473
1810	0.338	0.413	0.494
1811	0.361	0.512	0.645
1812	0.326	0.460	0.572
1813	0.404	0.511	0.585
1814	0.462	0.555	0.635
1815	0.335	0.411	0.492
1816	0.299	0.429	0.529
1817	0.331	0.439	0.543
1818	0.403	0.491	0.569
1819	0.262	0.348	0.438
1820	0.336	0.445	0.553
1821	0.377	0.464	0.557
1822	0.326	0.414	0.500
1823	0.311	0.380	0.460
1824	0.350	0.406	0.463
1825	0.290	0.344	0.401
1826	0.254	0.312	0.373
1827	0.362	0.428	0.498
1828	0.323	0.384	0.447
1829	0.281	0.339	0.402
1830	0.278	0.320	0.363
1831	0.279	0.327	0.375
1832	0.324	0.361	0.397
1833	0.341	0.388	0.434
1834	0.322	0.378	0.434
1835	0.373	0.411	0.448
1836	0.359	0.421	0.483
1837	0.269	0.324	0.377
1838	0.349	0.399	0.443
1839	0.314	0.372	0.428
1840	0.286	0.340	0.400
1841	0.319	0.374	0.422
1842	0.289	0.337	0.390
1843	0.248	0.296	0.345
1844	0.275	0.316	0.358
1845	0.314	0.364	0.404
1846	0.315	0.376	0.441
1847	0.380	0.455	0.528
1848	0.332	0.382	0.436
1849	0.287	0.328	0.370
1850	0.409	0.463	0.505
1851	0.342	0.406	0.466
1852	0.353	0.399	0.448
1853	0.384	0.427	0.468
1854	0.369	0.416	0.462
1855	0.422	0.462	0.500
1856	0.410	0.450	0.488
1857	0.377	0.410	0.440
1858	0.380	0.420	0.459
1859	0.330	0.362	0.396
1860	0.360	0.402	0.444
1861	0.359	0.411	0.464
1862	0.355	0.412	0.464
1863	0.400	0.442	0.483
1864	0.382	0.419	0.456
1865	0.414	0.451	0.488
1866	0.282	0.353	0.422
1867	0.399	0.433	0.464
1868	0.361	0.401	0.440
1869	0.409	0.450	0.489
1870	0.366	0.412	0.458
1871	0.377	0.409	0.440
1872	0.350	0.376	0.403
1873	0.419	0.451	0.483
1874	0.367	0.408	0.450
1875	0.387	0.420	0.451
1876	0.387	0.418	0.449
1877	0.360	0.394	0.427
1878	0.362	0.396	0.429
1879	0.409	0.444	0.485
1880	0.379	0.410	0.441
1881	0.392	0.422	0.453
1882	0.365	0.394	0.423
1883	0.383	0.409	0.435
1884	0.372	0.403	0.433
1885	0.376	0.409	0.441
1886	0.405	0.432	0.460
1887	0.366	0.392	0.417
1888	0.363	0.391	0.419
1889	0.397	0.421	0.444
1890	0.358	0.383	0.407
1891	0.387	0.413	0.438
1892	0.399	0.424	0.447
1893	0.347	0.371	0.394
1894	0.348	0.371	0.394
1895	0.338	0.364	0.390
1896	0.330	0.350	0.371
1897	0.338	0.362	0.388
1898	0.336	0.358	0.379
1899	0.330	0.350	0.369
1900	0.332	0.348	0.363
1901	0.341	0.367	0.393
1902	0.350	0.376	0.402
1903	0.344	0.368	0.391
1904	0.338	0.362	0.386
1905	0.324	0.350	0.377
1906	0.347	0.369	0.392
1907	0.347	0.373	0.400
1908	0.351	0.373	0.396
1909	0.333	0.356	0.380
1910	0.323	0.345	0.369
1911	0.340	0.361	0.382
1912	0.339	0.358	0.378
1913	0.359	0.378	0.399
1914	0.361	0.382	0.403
1915	0.356	0.378	0.400
1916	0.359	0.381	0.404
1917	0.359	0.383	0.407
1918	0.343	0.368	0.393
1919	0.343	0.363	0.384
1920	0.361	0.381	0.401
1921	0.357	0.376	0.396
1922	0.355	0.373	0.392
1923	0.319	0.337	0.355
1924	0.352	0.370	0.390
1925	0.338	0.358	0.378
1926	0.351	0.371	0.391
1927	0.332	0.352	0.371
1928	0.328	0.347	0.367
1929	0.337	0.353	0.369
1930	0.326	0.344	0.361
1931	0.323	0.340	0.357
1932	0.333	0.352	0.371
1933	0.321	0.341	0.363
1934	0.324	0.343	0.362
1935	0.328	0.345	0.364
1936	0.337	0.356	0.376
1937	0.345	0.364	0.383
1938	0.335	0.357	0.379
1939	0.281	0.303	0.327
1940	0.295	0.316	0.337
1941	0.324	0.345	0.367
1942	0.290	0.311	0.332
1943	0.293	0.312	0.332
1944	0.301	0.323	0.346
1945	0.315	0.334	0.353
1946	0.305	0.320	0.336
1947	0.310	0.326	0.342
1948	0.315	0.331	0.347
1949	0.309	0.326	0.344
1950	0.306	0.322	0.337
1951	0.315	0.331	0.346
1952	0.312	0.327	0.342
1953	0.297	0.312	0.327
1954	0.301	0.317	0.334
1955	0.295	0.310	0.325
1956	0.306	0.322	0.337
1957	0.317	0.331	0.346
1958	0.279	0.295	0.311
1959	0.290	0.306	0.322
1960	0.298	0.312	0.325
1961	0.291	0.306	0.323
1962	0.284	0.298	0.312
1963	0.293	0.306	0.321
1964	0.287	0.303	0.319
1965	0.273	0.286	0.299
1966	0.295	0.310	0.326
1967	0.295	0.308	0.322
1968	0.297	0.311	0.324
1969	0.308	0.319	0.332
1970	0.301	0.314	0.327
1971	0.287	0.301	0.316
1972	0.300	0.316	0.333
1973	0.293	0.309	0.325
1974	0.295	0.310	0.326
1975	0.318	0.333	0.349
1976	0.305	0.320	0.335
1977	0.305	0.322	0.339
1978	0.304	0.318	0.333
1979	0.318	0.335	0.352
1980	0.317	0.333	0.348
1981	0.332	0.348	0.364
1982	0.327	0.343	0.360
1983	0.317	0.333	0.348
1984	0.330	0.346	0.363
1985	0.345	0.360	0.375
1986	0.342	0.359	0.377
1987	0.340	0.355	0.370
1988	0.342	0.356	0.369
1989	0.348	0.362	0.376
1990	0.345	0.358	0.371
1991	0.358	0.373	0.389
1992	0.356	0.370	0.384
1993	0.350	0.363	0.376
1994	0.364	0.379	0.394
1995	0.361	0.375	0.389
1996	0.360	0.375	0.389
1997	0.340	0.354	0.368
1998	0.359	0.374	0.388
1999	0.368	0.383	0.397
2000	0.357	0.371	0.386
2001	0.362	0.377	0.392
2002	0.352	0.367	0.381
2003	0.357	0.371	0.384
2004	0.348	0.361	0.374
2005	0.357	0.371	0.384
2006	0.365	0.378	0.392
2007	0.356	0.369	0.382
