1848	0.473	0.545	0.614	0.221	0.262	0.306
1849	0.355	0.429	0.495	0.226	0.263	0.301
1850	0.496	0.570	0.647	0.303	0.409	0.463
1851	0.492	0.550	0.601	0.214	0.266	0.331
1852	0.485	0.551	0.613	0.253	0.298	0.345
1853	0.499	0.547	0.594	0.225	0.272	0.325
1854	0.466	0.527	0.581	0.240	0.282	0.326
1855	0.502	0.544	0.587	0.269	0.315	0.364
1856	0.485	0.533	0.577	0.279	0.336	0.395
1857	0.511	0.548	0.584	0.253	0.291	0.330
1858	0.452	0.507	0.562	0.241	0.303	0.363
1859	0.440	0.501	0.562	0.246	0.276	0.309
1860	0.468	0.525	0.576	0.237	0.287	0.342
1861	0.492	0.555	0.611	0.246	0.298	0.354
1862	0.434	0.503	0.571	0.190	0.267	0.368
1863	0.479	0.532	0.578	0.228	0.283	0.342
1864	0.470	0.515	0.556	0.280	0.330	0.382
1865	0.535	0.573	0.607	0.246	0.285	0.324
1866	0.442	0.496	0.547	0.165	0.236	0.318
1867	0.439	0.485	0.529	0.315	0.360	0.403
1868	0.460	0.504	0.546	0.222	0.269	0.314
1869	0.496	0.536	0.573	0.266	0.340	0.412
1870	0.493	0.539	0.579	0.258	0.302	0.356
1871	0.451	0.498	0.542	0.279	0.320	0.357
1872	0.459	0.499	0.542	0.268	0.300	0.334
1873	0.493	0.536	0.575	0.296	0.337	0.379
1874	0.470	0.517	0.566	0.253	0.304	0.358
1875	0.470	0.508	0.543	0.299	0.355	0.410
1876	0.463	0.506	0.548	0.285	0.325	0.363
1877	0.452	0.503	0.551	0.254	0.296	0.338
1878	0.452	0.496	0.537	0.276	0.314	0.353
1879	0.480	0.529	0.576	0.315	0.367	0.417
1880	0.505	0.543	0.581	0.273	0.303	0.334
1881	0.476	0.515	0.552	0.305	0.345	0.387
1882	0.423	0.472	0.519	0.305	0.340	0.374
1883	0.476	0.513	0.549	0.316	0.347	0.380
1884	0.439	0.479	0.519	0.293	0.337	0.385
1885	0.468	0.512	0.555	0.275	0.313	0.352
1886	0.447	0.485	0.522	0.327	0.365	0.407
1887	0.437	0.472	0.506	0.280	0.316	0.351
1888	0.462	0.499	0.539	0.290	0.323	0.358
1889	0.458	0.489	0.521	0.311	0.347	0.383
1890	0.420	0.458	0.496	0.291	0.327	0.363
1891	0.471	0.509	0.546	0.302	0.334	0.366
1892	0.517	0.545	0.573	0.297	0.325	0.355
1893	0.476	0.508	0.540	0.237	0.263	0.288
1894	0.459	0.494	0.528	0.265	0.290	0.316
1895	0.442	0.504	0.553	0.268	0.295	0.325
1896	0.425	0.456	0.486	0.256	0.279	0.302
1897	0.403	0.444	0.489	0.294	0.323	0.354
1898	0.443	0.478	0.512	0.270	0.295	0.323
1899	0.468	0.498	0.529	0.259	0.280	0.300
1900	0.445	0.484	0.521	0.265	0.299	0.332
1901	0.446	0.489	0.531	0.273	0.305	0.337
1902	0.428	0.483	0.536	0.281	0.313	0.344
1903	0.450	0.490	0.528	0.257	0.285	0.312
1904	0.422	0.467	0.510	0.260	0.286	0.314
1905	0.430	0.478	0.523	0.256	0.285	0.318
1906	0.431	0.468	0.505	0.283	0.310	0.338
1907	0.503	0.546	0.589	0.266	0.292	0.318
1908	0.457	0.494	0.529	0.267	0.293	0.318
1909	0.441	0.474	0.507	0.256	0.286	0.320
1910	0.469	0.502	0.534	0.248	0.271	0.295
1911	0.444	0.476	0.506	0.284	0.309	0.335
1912	0.457	0.491	0.523	0.282	0.307	0.331
1913	0.460	0.493	0.524	0.288	0.315	0.343
1914	0.441	0.477	0.511	0.321	0.348	0.375
1915	0.481	0.514	0.546	0.276	0.303	0.330
1916	0.474	0.509	0.542	0.277	0.305	0.333
1917	0.458	0.494	0.530	0.275	0.306	0.338
1918	0.473	0.510	0.548	0.252	0.281	0.313
1919	0.467	0.500	0.533	0.266	0.290	0.315
1920	0.486	0.520	0.551	0.287	0.315	0.344
1921	0.499	0.530	0.561	0.277	0.301	0.324
1922	0.468	0.498	0.528	0.293	0.316	0.338
1923	0.392	0.453	0.511	0.286	0.313	0.341
1924	0.461	0.499	0.536	0.303	0.329	0.357
1925	0.476	0.519	0.560	0.282	0.311	0.341
1926	0.483	0.525	0.567	0.299	0.326	0.354
1927	0.459	0.498	0.537	0.278	0.303	0.330
1928	0.452	0.487	0.522	0.261	0.286	0.311
1929	0.448	0.486	0.523	0.281	0.305	0.329
1930	0.480	0.520	0.560	0.259	0.282	0.304
1931	0.406	0.442	0.480	0.257	0.282	0.308
1932	0.449	0.497	0.544	0.269	0.296	0.323
1933	0.422	0.463	0.504	0.258	0.284	0.310
1934	0.441	0.478	0.514	0.259	0.285	0.312
1935	0.435	0.480	0.522	0.264	0.285	0.307
1936	0.459	0.496	0.532	0.261	0.287	0.312
1937	0.467	0.503	0.538	0.280	0.303	0.327
1938	0.486	0.527	0.567	0.241	0.265	0.291
1939	0.365	0.412	0.459	0.233	0.266	0.305
1940	0.422	0.474	0.524	0.234	0.258	0.283
1941	0.401	0.445	0.490	0.257	0.282	0.308
1942	0.432	0.477	0.521	0.213	0.236	0.261
1943	0.403	0.451	0.498	0.233	0.256	0.280
1944	0.396	0.439	0.480	0.230	0.259	0.291
1945	0.420	0.459	0.497	0.253	0.279	0.306
1946	0.405	0.442	0.478	0.265	0.286	0.307
1947	0.416	0.456	0.496	0.254	0.275	0.296
1948	0.429	0.467	0.503	0.258	0.279	0.301
1949	0.443	0.484	0.523	0.246	0.269	0.292
1950	0.418	0.458	0.498	0.242	0.263	0.285
1951	0.455	0.491	0.526	0.259	0.278	0.298
1952	0.391	0.426	0.462	0.269	0.290	0.311
1953	0.401	0.436	0.471	0.252	0.271	0.291
1954	0.409	0.449	0.488	0.256	0.278	0.300
1955	0.426	0.463	0.499	0.238	0.258	0.279
1956	0.420	0.458	0.493	0.249	0.273	0.298
1957	0.421	0.456	0.491	0.242	0.263	0.282
1958	0.390	0.425	0.461	0.238	0.257	0.276
1959	0.414	0.455	0.495	0.243	0.262	0.282
1960	0.368	0.401	0.436	0.254	0.275	0.295
1961	0.367	0.426	0.481	0.252	0.273	0.294
1962	0.369	0.405	0.441	0.241	0.262	0.285
1963	0.381	0.426	0.469	0.253	0.273	0.292
1964	0.395	0.437	0.477	0.235	0.258	0.283
1965	0.346	0.390	0.434	0.224	0.242	0.260
1966	0.365	0.410	0.452	0.244	0.262	0.282
1967	0.393	0.432	0.470	0.238	0.255	0.273
1968	0.399	0.438	0.476	0.246	0.267	0.288
1969	0.413	0.452	0.491	0.248	0.264	0.281
1970	0.360	0.397	0.434	0.241	0.260	0.280
1971	0.381	0.430	0.480	0.224	0.242	0.261
1972	0.369	0.418	0.468	0.238	0.260	0.282
1973	0.412	0.464	0.510	0.220	0.239	0.260
1974	0.390	0.429	0.468	0.215	0.236	0.258
1975	0.433	0.473	0.514	0.227	0.247	0.268
1976	0.410	0.450	0.489	0.239	0.260	0.282
1977	0.418	0.459	0.499	0.220	0.240	0.261
1978	0.425	0.459	0.494	0.243	0.261	0.280
1979	0.445	0.489	0.532	0.230	0.251	0.274
1980	0.469	0.504	0.538	0.239	0.260	0.281
1981	0.477	0.509	0.540	0.258	0.279	0.301
1982	0.482	0.522	0.559	0.237	0.257	0.278
1983	0.442	0.492	0.540	0.232	0.253	0.276
1984	0.438	0.482	0.527	0.246	0.268	0.290
1985	0.474	0.505	0.537	0.246	0.268	0.290
1986	0.458	0.496	0.534	0.260	0.288	0.324
1987	0.494	0.525	0.554	0.238	0.258	0.278
1988	0.426	0.455	0.483	0.265	0.285	0.306
1989	0.468	0.500	0.531	0.265	0.285	0.306
1990	0.446	0.479	0.511	0.263	0.281	0.301
1991	0.486	0.513	0.540	0.264	0.295	0.336
1992	0.467	0.497	0.527	0.267	0.292	0.318
1993	0.467	0.497	0.525	0.259	0.280	0.302
1994	0.474	0.502	0.531	0.252	0.270	0.288
1995	0.462	0.490	0.518	0.271	0.293	0.314
1996	0.468	0.495	0.522	0.255	0.276	0.297
1997	0.435	0.463	0.490	0.261	0.280	0.298
1998	0.473	0.500	0.528	0.265	0.286	0.308
1999	0.475	0.505	0.534	0.271	0.297	0.324
2000	0.475	0.503	0.530	0.263	0.282	0.301
2001	0.454	0.482	0.508	0.278	0.298	0.319
2002	0.445	0.469	0.493	0.276	0.298	0.319
2003	0.466	0.489	0.511	0.284	0.303	0.324
2004	0.444	0.469	0.495	0.280	0.297	0.315
2005	0.453	0.479	0.505	0.277	0.294	0.312
2006	0.464	0.489	0.513	0.266	0.288	0.310
2007	0.459	0.481	0.504	0.284	0.302	0.320
