1800	0.176	0.375	0.559
1801	0.191	0.326	0.501
1802	0.397	0.529	0.620
1803	0.248	0.460	0.584
1804	0.257	0.373	0.498
1805	0.128	0.389	0.613
1806	0.257	0.345	0.441
1807	0.345	0.414	0.471
1808	0.215	0.360	0.525
1809	0.209	0.365	0.472
1810	0.255	0.340	0.456
1811	0.264	0.480	0.681
1812	0.281	0.416	0.545
1813	0.351	0.454	0.541
1814	0.502	0.588	0.675
1815	0.303	0.380	0.475
1816	0.335	0.477	0.581
1817	0.306	0.461	0.590
1818	0.360	0.457	0.552
1819	0.230	0.299	0.384
1820	0.257	0.359	0.449
1821	0.349	0.461	0.560
1822	0.271	0.371	0.478
1823	0.263	0.349	0.442
1824	0.331	0.391	0.454
1825	0.250	0.323	0.392
1826	0.230	0.288	0.356
1827	0.326	0.398	0.474
1828	0.264	0.329	0.403
1829	0.234	0.283	0.337
1830	0.238	0.280	0.322
1831	0.250	0.301	0.351
1832	0.295	0.344	0.389
1833	0.288	0.347	0.402
1834	0.270	0.326	0.383
1835	0.349	0.393	0.437
1836	0.318	0.388	0.457
1837	0.237	0.293	0.353
1838	0.332	0.381	0.428
1839	0.267	0.324	0.380
1840	0.248	0.306	0.375
1841	0.285	0.340	0.391
1842	0.261	0.303	0.350
1843	0.230	0.280	0.333
1844	0.246	0.290	0.334
1845	0.270	0.322	0.367
1846	0.283	0.355	0.434
1847	0.325	0.401	0.481
1848	0.295	0.352	0.419
1849	0.253	0.299	0.348
1850	0.388	0.442	0.493
1851	0.313	0.377	0.447
1852	0.320	0.373	0.423
1853	0.366	0.414	0.463
1854	0.343	0.392	0.442
1855	0.389	0.432	0.475
1856	0.392	0.434	0.475
1857	0.321	0.357	0.393
1858	0.341	0.386	0.430
1859	0.288	0.321	0.357
1860	0.322	0.367	0.413
1861	0.336	0.399	0.461
1862	0.342	0.399	0.455
1863	0.374	0.423	0.471
1864	0.343	0.383	0.428
1865	0.390	0.430	0.469
1866	0.280	0.342	0.402
1867	0.354	0.390	0.428
1868	0.344	0.388	0.429
1869	0.385	0.428	0.469
1870	0.337	0.387	0.442
1871	0.341	0.392	0.436
1872	0.314	0.346	0.378
1873	0.397	0.437	0.475
1874	0.326	0.369	0.416
1875	0.351	0.394	0.438
1876	0.353	0.386	0.427
1877	0.316	0.354	0.390
1878	0.318	0.352	0.387
1879	0.391	0.433	0.480
1880	0.329	0.364	0.400
1881	0.365	0.402	0.443
1882	0.334	0.369	0.403
1883	0.349	0.379	0.408
1884	0.326	0.363	0.401
1885	0.336	0.372	0.407
1886	0.364	0.397	0.435
1887	0.353	0.381	0.411
1888	0.331	0.367	0.401
1889	0.362	0.388	0.416
1890	0.319	0.347	0.374
1891	0.372	0.404	0.434
1892	0.359	0.390	0.422
1893	0.326	0.356	0.385
1894	0.334	0.360	0.388
1895	0.314	0.344	0.374
1896	0.318	0.339	0.361
1897	0.320	0.351	0.380
1898	0.323	0.349	0.372
1899	0.313	0.334	0.356
1900	0.296	0.317	0.336
1901	0.335	0.365	0.394
1902	0.352	0.383	0.416
1903	0.329	0.360	0.391
1904	0.332	0.362	0.389
1905	0.310	0.340	0.373
1906	0.317	0.345	0.372
1907	0.345	0.374	0.404
1908	0.337	0.363	0.387
1909	0.318	0.344	0.370
1910	0.309	0.334	0.360
1911	0.321	0.346	0.370
1912	0.340	0.363	0.389
1913	0.337	0.360	0.382
1914	0.356	0.379	0.401
1915	0.346	0.371	0.399
1916	0.356	0.382	0.406
1917	0.350	0.378	0.404
1918	0.329	0.357	0.387
1919	0.337	0.361	0.384
1920	0.346	0.370	0.393
1921	0.351	0.377	0.401
1922	0.355	0.378	0.399
1923	0.300	0.320	0.342
1924	0.338	0.360	0.383
1925	0.304	0.329	0.357
1926	0.334	0.362	0.389
1927	0.305	0.327	0.349
1928	0.314	0.342	0.372
1929	0.328	0.348	0.370
1930	0.302	0.323	0.342
1931	0.289	0.310	0.332
1932	0.294	0.316	0.338
1933	0.279	0.311	0.352
1934	0.301	0.322	0.342
1935	0.296	0.315	0.336
1936	0.322	0.345	0.367
1937	0.309	0.333	0.359
1938	0.308	0.337	0.370
1939	0.259	0.287	0.316
1940	0.268	0.294	0.322
1941	0.307	0.337	0.370
1942	0.275	0.299	0.324
1943	0.282	0.306	0.330
1944	0.279	0.305	0.330
1945	0.297	0.318	0.341
1946	0.283	0.300	0.319
1947	0.300	0.318	0.336
1948	0.296	0.318	0.338
1949	0.291	0.313	0.336
1950	0.285	0.302	0.322
1951	0.301	0.322	0.343
1952	0.300	0.321	0.346
1953	0.280	0.298	0.317
1954	0.291	0.312	0.333
1955	0.299	0.316	0.333
1956	0.293	0.310	0.329
1957	0.292	0.311	0.331
1958	0.263	0.282	0.302
1959	0.272	0.292	0.311
1960	0.267	0.284	0.302
1961	0.261	0.286	0.306
1962	0.271	0.290	0.308
1963	0.272	0.294	0.326
1964	0.261	0.282	0.303
1965	0.257	0.274	0.292
1966	0.270	0.288	0.307
1967	0.269	0.288	0.306
1968	0.278	0.295	0.313
1969	0.286	0.304	0.322
1970	0.289	0.308	0.328
1971	0.255	0.275	0.297
1972	0.280	0.302	0.325
1973	0.257	0.281	0.306
1974	0.272	0.294	0.314
1975	0.295	0.314	0.333
1976	0.284	0.304	0.325
1977	0.286	0.310	0.334
1978	0.274	0.290	0.306
1979	0.289	0.309	0.332
1980	0.296	0.315	0.334
1981	0.296	0.321	0.348
1982	0.299	0.320	0.343
1983	0.283	0.303	0.323
1984	0.301	0.323	0.343
1985	0.333	0.352	0.376
1986	0.305	0.328	0.352
1987	0.316	0.337	0.356
1988	0.307	0.327	0.350
1989	0.311	0.329	0.348
1990	0.315	0.333	0.352
1991	0.339	0.360	0.384
1992	0.327	0.348	0.370
1993	0.330	0.347	0.365
1994	0.330	0.348	0.366
1995	0.332	0.354	0.377
1996	0.326	0.346	0.365
1997	0.319	0.337	0.358
1998	0.327	0.350	0.374
1999	0.337	0.355	0.373
2000	0.349	0.368	0.390
2001	0.342	0.365	0.386
2002	0.325	0.345	0.365
2003	0.317	0.337	0.355
2004	0.313	0.330	0.346
2005	0.332	0.352	0.370
2006	0.331	0.351	0.370
2007	0.322	0.341	0.361
