volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
10006|LordCulwarren,1891,1891,0,1891,m,,1.0000000000000013,0.525218523073,0,1,"Marryat, Florence,",The risen dead,m
10009|Silas,1837,1837,0,1837,m,,1.0,0.434062659383,0,1,"Mrs. Smith, Pogson,","Zerah, the believing Jew",m
10010|MonsieurdeSt.Luc,1864,1864,0,1864,m,,0.9999999999999996,0.390500230798,0,1,"Aubert de Gaspé, Philippe,",The Canadians of old,m
10010|Wallace,1864,1864,0,1864,m,,1.0000000000000002,0.106885605539,0,1,"Aubert de Gaspé, Philippe,",The Canadians of old,m
10014|Kitty,1878,1878,0,1878,f,,0.9999999999999996,0.730325693147,1,1,"Eliot, George,",Scenes of clerical life,f
10019|Jesus,1877,1877,0,1877,m,,0.9999999999999997,0.56178694775,0,1,"Ropes, Mary E. (Mary Emily),",Caroline street,m
10039|WilhelmTarver,1874,1874,0,1874,m,,1.0000000000000002,0.471424407867,0,1,"Montgomery, Florence,","Thwarted, or, Duck's eggs in a hen basket",m
10054|Jessie,1858,1858,0,1858,f,,0.9999999999999982,0.592831590578,1,1,"Holmes, Mary Jane,",Meadow brook,f
10079|Juliana,1862,1862,0,1862,f,,0.9999999999999998,0.560017528599,1,1,"Mrs., Gatty, Alfred,",Aunt Judy's letters,f
10093|FrancescoCei,1890,1890,0,1890,m,,1.0,0.553337382456,0,1,"Eliot, George,",Romola,m
10102|Wolf,1871,1871,0,1871,m,,1.0000000000000002,0.414342879208,0,1,Aesop.,Three hundred Æsop's fables,m
10116|Mr.Ensdell,1868,1868,0,1868,m,,1.0000000000000038,0.398804695335,0,1,"(Elizabeth), Eiloart, Mrs",Meg,m
10146|Giovanni,1868,1868,0,1868,m,,0.9999999999999996,0.68697465994,0,1,"Alcott, Louisa May,",Three proverb stories,m
10155|Susan,1892,1892,0,1892,f,,0.9999999999999994,0.618050216793,1,1,"Heimburg, W.,",A poor girl,f
10175|Dorothy,1899,1899,0,1899,f,,1.000000000000002,0.554409315158,1,1,"Bosher, Kate Langley,", Bobbie,f
10183|GeorgeHoffman,1891,1891,0,1891,f,,1.0000000000000002,0.508557229459,1,1,"Mrs. Martin, Sadie E.",The life and professional career of Emma Abbott,f
1018|Mr.Singleton,1841,1841,0,1841,m,,1.0,0.514149935879,0,1,"Miss, Leslie,",Mr. and Mrs. Woodbridge,m
10200|Almoran*,1816,1816,0,1816,m,,0.9999999999999987,0.509761441295,0,1,anonymous1,Select novels,m
10200|Joseph,1816,1816,0,1816,m,,0.9999999999999993,0.526381237667,0,1,anonymous11,Select novels,m
10200|LadyLovel,1816,1816,0,1816,f,,1.0000000000000002,0.618884445923,1,1,anonymous17,Select novels,f
10200|Mr.Sycamore,1816,1816,0,1816,m,,0.9999999999999997,0.317525307491,0,1,anonymous0,Select novels,m
10218|Chris,1888,1888,0,1888,m,,0.999999999999999,0.53619227915,0,1,"Schlötel, A. E.",Who is Vera?,m
10228|Gregory,1859,1859,0,1859,m,,1.0000000000000002,0.293315140377,0,1,"Gaskell, Elizabeth Cleghorn,",Round the sofa,m
10240|Margaret,1863,1863,0,1863,f,,1.0,0.484917546888,1,1,"Polko, Elise,",Musical sketches,f
10248|MissSharperson,1835,1835,0,1835,f,,0.9999999999999997,0.740925241516,1,1,"Edgeworth, Maria,",Tales and novels,f
10248|Mr.Holloway,1835,1835,0,1835,m,,1.0000000000000007,0.353926777646,0,1,"Edgeworth, Maria,",Tales and novels,m
10248|Patrick,1835,1835,0,1835,m,,1.0,0.48527836272,0,1,"Edgeworth, Maria,",Tales and novels,m
10249|Mrs.Pimlico,1835,1835,0,1835,f,,0.9999999999999994,0.577951625024,1,1,"Edgeworth, Maria,",Tales and novels,f
10250|DinahPlait,1835,1835,0,1835,f,,1.0,0.628558581101,1,1,"Edgeworth, Maria,",Tales and novels,f
10251|Lewis,1835,1835,0,1835,m,,0.9999999999999994,0.386655901044,0,1,"Edgeworth, Maria,",Tales and novels,m
10251|Mr.Hill,1835,1835,0,1835,m,,1.0000000000000009,0.51330034903,0,1,"Edgeworth, Maria,",Tales and novels,m
10252|Maurice,1835,1835,0,1835,m,,0.9999999999999987,0.42647131502,0,1,"Edgeworth, Maria,",Tales and novels,m
10254|Archibald,1835,1835,0,1835,m,,1.000000000000003,0.432102907437,0,1,"Edgeworth, Maria,",Tales and novels,m
