word,docfreq
said,2266
had,1763
was,1577
eyes,1327
head,1165
hand,1154
face,1139
looked,1133
went,1103
made,1066
came,1037
took,1033
knew,952
thought,946
saw,910
asked,902
turned,888
felt,878
hands,873
mind,834
told,833
found,830
was-told,815
have,810
is,787
voice,785
heard,784
was-asked,775
gave,771
did,759
left,749
sat,740
stood,736
come,717
father,716
began,711
put,694
got,692
heart,690
life,682
know,663
spoke,638
way,637
called,636
lips,628
mother,620
returned,615
see,605
go,603
replied,600
do,599
has,598
was-see,597
say,582
be,572
wanted,569
arms,569
was-tell,560
seen,559
feet,556
been,554
cried,554
continued,552
smiled,546
hair,545
seemed,541
going,531
gone,522
added,522
arm,519
held,516
walked,516
name,509
laughed,509
friend,504
own,491
answered,488
look,484
think,482
stopped,470
tried,469
let,469
take,466
entered,460
side,457
room,453
mouth,450
kept,447
opened,446
taken,445
brought,443
done,438
shook,435
was-left,435
started,434
make,431
says,423
back,423
passed,422
read,416
drew,413
eye,411
get,410
was-replied,404
exclaimed,403
body,403
reached,402
friends,401
met,397
loved,396
were,394
moved,392
was-saw,391
wished,389
rose,388
house,388
received,387
words,383
tell,382
shoulder,377
thoughts,374
appeared,372
was-seen,370
followed,370
shoulders,367
set,366
was-cried,364
lay,358
used,358
want,352
chair,349
whispered,348
ran,345
remembered,342
lost,341
fell,340
fingers,337
find,337
caught,337
threw,337
able,336
raised,336
listened,333
watched,333
give,333
cheeks,332
was-took,332
paused,331
sitting,331
neck,328
feel,328
given,327
was-found,325
return,324
love,322
lived,320
home,319
leaned,317
looking,315
liked,315
sent,313
knees,313
nodded,312
waited,311
was-take,309
manner,308
arrived,308
learned,307
place,305
ear,304
was-brought,304
standing,304
was-met,301
was-called,298
was-put,298
hear,297
companion,297
's,296
presence,296
time,295
bed,294
forehead,293
known,291
explained,290
attention,289
was-know,288
ears,288
like,287
was-followed,286
repeated,286
wore,285
leave,285
knows,282
appearance,282
cheek,282
glanced,281
feelings,280
coming,279
help,279
hat,278
decided,276
dropped,276
believed,274
turn,273
answer,272
sure,272
stepped,272
led,271
