,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
32731,1105|Jim,1105,1884,m,"Holmes, Mary Jane,",Christmas stories,f,,1884,m,0
57794,uc1.$b63990|Gus,uc1.$b63990,1946,m,"Worthington, Marjorie Muir,","The house on the park, | $c: by Marjorie Worthington.",f,,1946,m,0
15978,1018|Mr.Singleton,1018,1841,m,"Miss, Leslie,",Mr. and Mrs. Woodbridge,f,,1841,m,0
33801,8111|Dick,8111,1883,m,"Macquoid, Katharine S. (Katharine Sarah),",Her sailor love,f,,1883,m,0
2160,14003|Harding,14003,1801,m,"Acton, Eugenia de,",The microcosm,f,,1801,m,0
63989,inu.39000003581985|TedCotton,inu.39000003581985,1962,m,"Park, Ruth.",Serpent's delight.,f,,1962,m,0
9661,13947|Dunallan*,13947,1827,m,"Kennedy, Grace,",The works of Grace Kennedy,f,,1827,m,0
77380,mdp.39015037418640|Seth,mdp.39015037418640,1996,m,"Ferriss, Lucy,",Against gravity : | a novel / | $c: Lucy Ferriss.,f,,1996,m,0
28558,4110|Paul,4110,1879,m,"Elliott, Sarah Barnwell,",The Felmeres,f,,1879,m,0
73686,uc1.32106017934123|Duane,uc1.32106017934123,1983,m,"Rule, Ann",Possession : | a novel / | $c: Ann Rule,f,,1983,m,0
33453,14216|Mr.Maynard,14216,1883,m,"Greville, Violet, Lady,",Keith's wife,f,,1883,m,0
4516,14459|Mr.Stern,14459,1817,m,"Cuthbertson, Catherine.",Rosabella,f,,1817,m,0
52780,mdp.39015014857372|Dick,mdp.39015014857372,1933,m,"Wilder, Isabel.",Mother and four,f,,1933,m,0
68665,mdp.39015001667693|Edmund,mdp.39015001667693,1970,m,"Hazzard, Shirley,",The bay of noon; | a novel.,f,,1970,m,0
44597,mdp.39015016781299|Tommy,mdp.39015016781299,1910,m,"Phelps, Elizabeth Stuart,",The empty house,f,,1910,m,0
25522,7382|Mark,7382,1865,m,"Alcott, Louisa May,",Moods,f,,1865,m,0
37495,7798|Philip,7798,1896,m,"Balzac, Honoré de,",The unknown masterpiece,f,,1896,m,0
5654,7646|Roland,7646,1816,m,"Roche, Regina Maria,","Trecothick bower, or, The lady of the west country",f,,1816,m,0
5268,10200|Mr.Sycamore,10200,1816,m,,Select novels,f,,1816,m,0
33515,5669|JamesWillis,5669,1884,m,"Oberholtzer, Sara Louisa,",Hope's heart bells,f,,1884,m,0
25756,13607|Kester,13607,1863,m,"Gaskell, Elizabeth Cleghorn,",Sylvia's lovers,f,,1863,m,0
77440,mdp.39015057608724|Jo-Jo,mdp.39015057608724,1990,m,"Giff, Patricia Reilly.",Rat teeth / | $c: Patricia Reilly Giff ; illustrated by Leslie Morrill.,f,,1990,m,0
35987,8424|Buster,8424,1892,m,"Pool, Maria Louise,",Mrs. Keats Bradford,f,,1892,m,0
5800,14132|Frederic,14132,1810,m,"Edgeworth, Maria,",Tales of real life,f,,1810,m,0
12518,10261|William,10261,1835,m,"Edgeworth, Maria,",Tales and novels,f,,1835,m,0
9069,7756|Reuben,7756,1827,m,"Hale, Sarah Josepha Buell,",Northwood; a tale of New England,f,,1827,m,0
32717,4977|Stevens,4977,1889,m,"Sergeant, Adeline,",Under false pretences;,f,,1889,m,0
20932,11480|Dr.Clapp,11480,1855,m,"Leslie, Madeline,","Cora and the doctor; or, Revelations of a physician's wife",f,,1855,m,0
9694,14103|Roderick,14103,1828,m,"Mrs. Loudon, (Jane),",The mummy!,f,,1828,m,0
3954,429|Roger,429,1815,m,"Mrs. Bray, (Anna Eliza),",The novels and romances of Anna Eliza Bray,f,,1815,m,0
36988,10006|LordCulwarren,10006,1891,m,"Marryat, Florence,",The risen dead,f,,1891,m,0
76804,mdp.39015035024705|Strawberry,mdp.39015035024705,1995,m,"Emshwiller, Carol.",Ledoyt / | $c: by Carol Emshwiller.,f,,1995,m,0
57215,inu.32000009118748|Paul,inu.32000009118748,1944,m,"Lehmann, Rosamond,","The ballad and the source, | $c: by Rosamond Lehmann.",f,,1944,m,0
8720,2423|Gates,2423,1824,m,"Cushing, E. L. (Eliza Lanesford),",Saratoga;,f,,1824,m,0
29107,5059|Dr.Grey,5059,1876,m,"Carey, Rosa Nouchette,",Wooed and married,f,,1876,m,0
13379,12131|Wertheim,12131,1830,m,"Bristow, Amelia,",Emma de Lissau,f,,1830,m,0
65800,mdp.39015027233769|Jerome,mdp.39015027233769,1965,m,"Lartéguy, Jean,",Yellow fever / | $c: Jean Lartéguy ; translated from the French by Xan Fielding.,f,,1965,m,0
72793,inu.30000094771056|Caesar,inu.30000094771056,1985,m,"Rice, Anne,",The vampire Lestat / | $c: by Anne Rice.,f,,1985,m,0
31983,7865|PrinceCharming,7865,1881,m,"Austin, Stella,",Our next door neighbour,f,,1881,m,0
13126,13604|FrederickFalconer,13604,1836,m,"Mrs. Sherwood, (Mary Martha),",The lady of the manor;,f,,1836,m,0
53748,mdp.39015002754979|LordPeter,mdp.39015002754979,1936,m,"Sayers, Dorothy L. (Dorothy Leigh),",Clouds of witness ...,f,,1936,m,0
2404,14101|Marquis,14101,1800,m,"Hervey, Elizabeth,",The Mourtray family,f,,1800,m,0
77599,mdp.39015019831984|Keith,mdp.39015019831984,1990,m,"Dickens, Monica,",Closed at dusk / | $c: Monica Dickens.,f,,1990,m,0
40275,uc2.ark+=13960=t9t14vp78|Satyavan,uc2.ark+=13960=t9t14vp78,1907,m,"Noble, Margaret E",Cradle tales of Hinduism,f,,1907,m,0
21431,11503|Rose,11503,1856,m,"Warner, Susan,",The hills of the Shatemuc,f,,1856,m,0
64051,mdp.39015008272927|Jackson,mdp.39015008272927,1966,m,"Fairbairn, Ann,",Five smooth stones; | a novel | $c: [by] Ann Fairbairn.,f,,1966,m,0
68329,osu.32435007598113|Mr.Smith,osu.32435007598113,1972,m,"Boehm, Lise,",Formosa : | a tale of the French blockade of 1884-1885 / | $c: a China coast tale by Lise Boehm.,f,,1972,m,0
65320,uc1.b3451658|EverettGabler,uc1.b3451658,1967,m,"Lathen, Emma.",Murder against the grain.,f,,1967,m,0
33138,10218|Chris,10218,1888,m,"Schlötel, A. E.",Who is Vera?,f,,1888,m,0
61422,uc1.b4098269|Neal,uc1.b4098269,1950,m,"Garthwaite, Marion,",Shaken days; | $c: illustrated by Ursula Koering.,f,,1950,m,0
2106,13448|Hyppolito,13448,1809,m,"Porter, Anna Maria,",Don Sebastian,f,,1809,m,0
61724,uc1.$b86999|Rennie,uc1.$b86999,1957,m,"Buck, Pearl S. (Pearl Sydenstricker),","Letter from Peking, | a novel.",f,,1957,m,0
20021,394|MasterGiles,394,1858,m,"Wilbraham, Frances M.",For and against,f,,1858,m,0
13584,5289|Mr.Flavel,5289,1830,m,"Sedgwick, Catharine Maria,",Clarence;,f,,1830,m,0
45704,nyp.33433076074743|Mitchell,nyp.33433076074743,1918,m,"Lincoln, Natalie Sumner,",The moving finger,f,,1918,m,0
4922,13424|Mr.Wayly,13424,1810,m,"Walsh, Miss.","The officer's daughter; or, A visit to Ireland in 1790",f,,1810,m,0
39955,uc2.ark+=13960=t04x5639d|RichardII,uc2.ark+=13960=t04x5639d,1908,m,"Warner, Anne.",Seeing England with Uncle John,f,,1908,m,0
25349,3514|Mr.DeVere,3514,1868,m,"Holmes, Mary Jane,","Cousin Maude, and Rosamond",f,,1868,m,0
32226,2645|Dr.Marsh,2645,1885,m,"Alldridge, Lizzie.","Florence Nightingale, Frances Ridley Havergal, Catherine Marsh, Mrs. Ranyard",f,,1885,m,0
44299,uc2.ark+=13960=t4gm83h6b|Camus,uc2.ark+=13960=t4gm83h6b,1914,m,"Macnamara, Rachel Swete.",The torch of life,f,,1914,m,0
37481,4438|Johnny,4438,1899,m,"Alcott, Louisa May,",A hole in the wall,f,,1899,m,0
8391,1109|Marquis,1109,1824,m,"Mrs. Mason, Catherine George (Ward)",The mysterious marriage;,f,,1824,m,0
49697,uc2.ark+=13960=t48p5wr8n|Tony,uc2.ark+=13960=t48p5wr8n,1920,m,"Van Vorst, Marie,",Fairfax and his pride;,f,,1920,m,0
17095,1984|Frederick,1984,1845,m,"Pickering, Ellen,",The expectant,f,,1845,m,0
20306,7115|JeandeMetz,7115,1850,m,"Robinson, Emma,",The Maid of Orleans,f,,1850,m,0
17481,1984|LordFitzallan,1984,1845,m,"Pickering, Ellen,",The expectant,f,,1845,m,0
57308,uc1.b3810890|DalyHamilton,uc1.b3810890,1944,m,"Campion, Sarah.","The pommy cow, | $c: by Sarah Campion.",f,,1944,m,0
17314,11551|Mr.Tomkins,11551,1841,m,"Hockley, W. B. (William Browne),",The widow of Calcutta;,f,,1841,m,0
12405,13901|FredericVernon,13901,1832,m,"Moore, Charlotte Trimmer.",Country houses,f,,1832,m,0
53229,uc1.b4098796|Veloso,uc1.b4098796,1938,m,"Kent, Louise Andrews,",He went with Vasco da Gama; | $c: by Louise Andrews Kent; with illustrations by Paul Quinn.,f,,1938,m,0
9773,14969|Ernest,14969,1829,m,"(Jane), Loudon, Mrs.",Stories of a bride;,f,,1829,m,0
36769,10392|GastonCourt,10392,1891,m,"Burnett, Frances Hodgson,",Earlier stories,f,,1891,m,0
65641,uc1.$b102981|Vick,uc1.$b102981,1962,m,"Hudson, Lois Phillips,","The bones of plenty, | a novel.",f,,1962,m,0
45694,nyp.33433074929237|Rose,nyp.33433074929237,1918,m,"Bottome, Phyllis,",Helen of Troy,f,,1918,m,0
24924,2958|Franky,2958,1862,m,"Southworth, Emma Dorothy Eliza Nevitte,",Love's labor won,f,,1862,m,0
77563,uc1.32106014549320|Orrin,uc1.32106014549320,1992,m,"Moffett, Judith,","Time, like an ever-rolling stream : | a sequel to The ragged world / | $c: Judith Moffett",f,,1992,m,0
20837,6707|Mr.Smithson,6707,1856,m,"Kavanagh, Julia,",Rachel Gray,f,,1856,m,0
48750,osu.32435011339538|Banerjea,osu.32435011339538,1927,m,"Savi, Ethel Winifred Bryning,",Sackcloth and ashes / | $c: by E. W. Savi.,f,,1927,m,0
4680,14278|Prince,14278,1814,m,"Edgeworth, Maria,",Patronage,f,,1814,m,0
64394,mdp.39015012077122|Bastien,mdp.39015012077122,1962,m,"Davison, Gladys.",The Barnes book of the opera.,f,,1962,m,0
2045,13191|Mr.Berryl,13191,1809,m,"Edgeworth, Maria,",Tales of fashionable life,f,,1809,m,0
33333,2656|MawseNick,2656,1888,m,"Bellamy, Elizabeth W. (Elizabeth Whitfield),",Old man Gilbert,f,,1888,m,0
16798,13557|Barlow,13557,1843,m,"Mrs. Gore, (Catherine Grace Frances),",The banker's wife,f,,1843,m,0
32760,70|DickAllan,70,1880,m,"Mrs., Bryan, Mary Edwards,",Manch,f,,1880,m,0
5650,429|GilbertMatthew,429,1815,m,"Mrs. Bray, (Anna Eliza),",The novels and romances of Anna Eliza Bray,f,,1815,m,0
69003,mdp.39015030042058|HalKearney,mdp.39015030042058,1975,m,"Wood, Bari,",The killing gift : | a novel / | $c: by Bari Wood.,f,,1975,m,0
15984,11510|Robert,11510,1844,m,"Helme, Elizabeth,","St. Clair of the isles, or, The outlaws of Barra",f,,1844,m,0
4907,6743|Dr.Bartlett,6743,1810,m,"Richardson, Samuel,",The history of Sir Charles Grandison ; in a series of letters,f,,1810,m,0
16960,1984|Trevyllian,1984,1845,m,"Pickering, Ellen,",The expectant,f,,1845,m,0
45617,uc2.ark+=13960=t6g15tr4r|Oliver,uc2.ark+=13960=t6g15tr4r,1913,m,"Prouty, Olive Higgins,",Bobbie : general manager,f,,1913,m,0
8936,14130|Nicholas,14130,1827,m,"Roche, Regina Maria,",The children of the abbey,f,,1827,m,0
4008,435|Jarvis,435,1815,m,"Mrs. Bray, (Anna Eliza),",The novels and romances of Anna Eliza Bray,f,,1815,m,0
25166,14619|Rosamund,14619,1860,m,"Lee, Holme,",The Wortlebank diary,f,,1860,m,0
60463,pst.000005739554|Mr.Dover,pst.000005739554,1956,m,"Livingston, Ruth McAuliff.",One link was golden : | a novel.,f,,1956,m,0
49037,nyp.33433076071301|DonCharles,nyp.33433076071301,1921,m,"Hamill, Katherine B. (Katherine Bernie),",A flower of Monterey;,f,,1921,m,0
4685,7646|Godfrey,7646,1816,m,"Roche, Regina Maria,","Trecothick bower, or, The lady of the west country",f,,1816,m,0
49031,mdp.39015051429937|Bill,mdp.39015051429937,1920,m,"Mikels, Rosa Mary Redding,",Short stories for English courses,f,,1920,m,0
28213,4800|Mr.Woodhouse,4800,1872,m,"Lee, Holme,","Country stories, old and new",f,,1872,m,0
20508,14433|Walford,14433,1856,m,"Tindal, Henrietta Euphemia,",The heirs of Blackridge Manor,f,,1856,m,0
9173,14513|Dr.Middleton,14513,1827,m,"Edgeworth, Maria,","The parent's assistant, or, Stories for children",f,,1827,m,0
20916,5588|Frederick,5588,1850,m,"Martin, Mary Letitia,",Julia Howard,f,,1850,m,0
24140,2477|Mr.Dow,2477,1862,m,"Aunt, Fanny,",The wife's stratagem,f,,1862,m,0
57555,uc1.$b312485|Bess,uc1.$b312485,1949,m,"Shaw, Eileen.",A crescent moon.,f,,1949,m,0
41710,uva.x001850215|Donald,uva.x001850215,1909,m,"Daring, Hope,",A Virginian holiday,f,,1909,m,0
2347,14715|Hector,14715,1804,m,"Edgeworth, Maria,",Popular tales,f,,1804,m,0
25283,14037|Arthur,14037,1865,m,"Daniel, Mackenzie, Mrs.",Elsie's married life,f,,1865,m,0
12121,5289|FrankCarroll,5289,1830,m,"Sedgwick, Catharine Maria,",Clarence;,f,,1830,m,0
5720,14886|Dennis,14886,1813,m,"Cuthbertson, Catherine.",Adelaide,f,,1813,m,0
77317,mdp.39015040993191|CurtisCaldwell,mdp.39015040993191,1997,m,"Clark, Mary Higgins.",Pretend you don't see her : | a novel / | $c: Mary Higgins Clark.,f,,1997,m,0
76512,pst.000024700788|Jeremiah,pst.000024700788,1992,m,"Smith, Lee,",The devil's dream / | $c: Lee Smith.,f,,1992,m,0
65495,mdp.39015008531991|Douglas,mdp.39015008531991,1962,m,"Murdoch, Iris.","An unofficial rose, | a novel.",f,,1962,m,0
12424,601|MrMackenzie,601,1832,m,"Martineau, Harriet,",Illustrations of political economy,f,,1832,m,0
5653,14186|Sigismund,14186,1810,m,"Cuthbertson, Catherine.",Forest of Montalbano,f,,1810,m,0
1760,14003|LordAndover,14003,1801,m,"Acton, Eugenia de,",The microcosm,f,,1801,m,0
1893,14830|Brien,14830,1807,m,"Ormsby, Anne.",The soldier's family,f,,1807,m,0
2454,13191|Terence,13191,1809,m,"Edgeworth, Maria,",Tales of fashionable life,f,,1809,m,0
5856,14227|LordDelamore*,14227,1814,m,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",f,,1814,m,0
32206,9010|Mr.JusticeJones,9010,1883,m,"Marks, Mary A. M.",A great treason;,f,,1883,m,0
11975,10254|Murray,10254,1835,m,"Edgeworth, Maria,",Tales and novels,f,,1835,m,0
68320,mdp.39015028701145|StPeter,mdp.39015028701145,1970,m,"Tongue, Ruth L.","Forgotten folk tales of the English counties; | $c: collected by Ruth L. Tongue, with an introduction by Katharine Briggs.",f,,1970,m,0
29313,2156|Mr.Steinbach,2156,1875,m,"Warfield, Catherine Ann (Catherine Ann Ware),",Hester Howard's temptation,f,,1875,m,0
60979,mdp.39015004692458|Koophuis,mdp.39015004692458,1954,m,"Frank, Anne,","Anne Frank's diary; | $c: translated from the Dutch by B. M. Mooyaart-Doubleday, with a foreword by Strom Jameson.",f,,1954,m,0
16263,8898|Henry,8898,1840,m,"Baroness, Lytton, Rosina Bulwer Lytton,",The budget of the Bubble family,f,,1840,m,0
57662,inu.30000055891687|Jimson,inu.30000055891687,1941,m,"Cary, Joyce,",Herself surprised / | $c: Joyce Cary.,f,,1941,m,0
16946,7107|Walter,7107,1849,m,"Ellet, E. F. (Elizabeth Fries),",Evenings at Woodlawn,f,,1849,m,0
76912,mdp.39015045699785|Ian,mdp.39015045699785,1998,m,"Graham, Toni,",The daiquiri girls / | $c: Toni Graham.,f,,1998,m,0
9584,6874|Edward,6874,1826,m,"Ward, Catherine G. (Catherine George),","The forest girl, or, The mountain hut",f,,1826,m,0
61704,mdp.39015008821582|Martineau,mdp.39015008821582,1953,m,"(Charles Percy), Snow, C. P.",Strangers and brothers.,f,,1953,m,0
60202,uc1.$b87113|Gabriel,uc1.$b87113,1950,m,"Caperton, Helena Lefroy,",Legends of Virginia.,f,,1950,m,0
48297,wu.89099221798|Don,wu.89099221798,1926,m,"Champneys, A. M. (Adelaide Mary)",This day's madness / | $c: by the author of Miss Tiverton goes out.,f,,1926,m,0
9205,7756|Mr.Atkinson,7756,1827,m,"Hale, Sarah Josepha Buell,",Northwood; a tale of New England,f,,1827,m,0
41063,nyp.33433074852884|Mallari,nyp.33433074852884,1901,m,"Harband, Beatrice M.",Under the shadow of Durgamma;,f,,1901,m,0
24293,13027|ThomasMore,13027,1867,m,"Martyn, S. T. (Sarah Towne),",The English exile,f,,1867,m,0
56010,uc1.$b792527|Paul,uc1.$b792527,1946,m,"Bellerby, Frances,",Hath the rain a father?,f,,1946,m,0
12027,5974|Heather,5974,1838,m,"Countess of, Blessington, Marguerite,",The works of Lady Blessington,f,,1838,m,0
5061,13833|Piper,13833,1815,m,"Johnstone, C. I. (Christian Isobel),",Clan-Albin,f,,1815,m,0
57232,uc1.$b114448|Paul,uc1.$b114448,1948,m,"Hogeboom, Amy,",Tales fro.m the high seas; | $c: with an introd. by Charles Lee Lewis and decorations by Richard Floethe.,f,,1948,m,0
33851,8995|Paul,8995,1883,m,"Mrs. Oliphant, (Margaret),",He that will not when he may,f,,1883,m,0
4855,14278|Mr.Sharp,14278,1814,m,"Edgeworth, Maria,",Patronage,f,,1814,m,0
8106,14410|Mr.Elderton*,14410,1822,m,"Green, Sarah, novelist.",Who is the bridegroom?,f,,1822,m,0
64366,mdp.39015017682660|Selwyn,mdp.39015017682660,1965,m,"Shore, Wilma.",Women should be allowed; | a verbatim report on the imbroglio between the sexes.,f,,1965,m,0
41470,nyp.33433074931142|Geoffrey,nyp.33433074931142,1908,m,"Bryant, Marguerite.",Christopher Hibbault : roadmaker,f,,1908,m,0
28790,5810|Pedro,5810,1879,m,"(Emma Elizabeth), Brown, E. E.",Child toilers of Boston streets,f,,1879,m,0
45199,uc2.ark+=13960=t2t43ks71|Wilson,uc2.ark+=13960=t2t43ks71,1912,m,"Gerry, Margarita Spalding,",As Caesar's wife,f,,1912,m,0
4279,14278|O'Brien,14278,1814,m,"Edgeworth, Maria,",Patronage,f,,1814,m,0
45141,coo.31924013659598|M.Joseph,coo.31924013659598,1911,m,"Baroness, Orczy, Emmuska Orczy,",Petticoat government,f,,1911,m,0
5575,13281|Mellifont,13281,1813,m,"Cuthbertson, Catherine.","Adelaide, or, The countercharm",f,,1813,m,0
40238,mdp.39015026244684|Bala,mdp.39015026244684,1909,m,"Carmichael, Amy,",Lotus buds,f,,1909,m,0
24771,14134|LordRoyallieu,14134,1867,m,"Ouida,",Under two flags,f,,1867,m,0
40282,mdp.39015063511664|Reese,mdp.39015063511664,1902,m,"Douglas, Amanda Minnie,",A Sherburne quest,f,,1902,m,0
28643,12338|M.deEivonnière,12338,1871,m,"Sand, George,",Cesarine Dietrich,f,,1871,m,0
56493,uc1.$b117381|Mr.Graham,uc1.$b117381,1946,m,"Headley, Elizabeth.","A date for Diane, | $c: by Elizabeth Headley, with illustrations by Janet Smalley.",f,,1946,m,0
28279,12471|Daniel,12471,1871,m,"Warner, Susan,",The house in town,f,,1871,m,0
48321,uc1.$b105581|Fischer,uc1.$b105581,1929,m,"Scott, Evelyn,","The wave, | $c: by Evelyn Scott.",f,,1929,m,0
52646,uc1.$b63728|CharleyStetbettor,uc1.$b63728,1939,m,"Sandoz, Mari,",Capital city.,f,,1939,m,0
5015,9060|Chrysostom,9060,1810,m,"Porter, Anna Maria,",Don Sebastian;,f,,1810,m,0
44256,uc1.b3931329|FrauvonFritsch,uc1.b3931329,1911,m,"princess of Austria, Louise Antoinette Marie,",My own story,f,,1911,m,0
29310,10987|Hull,10987,1879,m,"Verne, Jules,","Dick Sands, the boy captain",f,,1879,m,0
5509,13648|Surrey,13648,1814,m,"West, Jane,",Alicia de Lacy,f,,1814,m,0
2594,14778|Benedetto,14778,1809,m,"Meeke, Mary,",Langhton Priory,f,,1809,m,0
5069,13744|Mondecar,13744,1810,m,"Scott, Honoria.","Amatory tales of Spain, France, Switzerland, and the Mediterranean",f,,1810,m,0
5617,14278|Mr.Temple,14278,1814,m,"Edgeworth, Maria,",Patronage,f,,1814,m,0
16729,10837|Maunerstedt,10837,1843,m,"Flygare-Carlén, Emilie,",The professor and his favorites,f,,1843,m,0
2017,14324|Baptiste,14324,1806,m,"Lady Morgan, (Sydney),",The novice of Saint Dominick,f,,1806,m,0
60309,mdp.39015016443734|Darley,mdp.39015016443734,1959,m,"Cary, Joyce,","The captive and the free, | a novel. | $c: Introduction by David Cecil; editor's note by Winifred Davin.",f,,1959,m,0
12982,7413|MR.WENTWORTH,7413,1833,m,"(Sydney), Morgan, Lady",Dramatic scenes from real life,f,,1833,m,0
37412,2306|Charlie,2306,1893,m,"Trumbull, Annie Eliot,",White birches,f,,1893,m,0
76079,mdp.39015019421075|Jack,mdp.39015019421075,1991,m,"Adams, Alice,",Caroline's daughters / | $c: Alice Adams.,f,,1991,m,0
57028,uc1.$b245055|Spencer,uc1.$b245055,1949,m,"Thirkell, Angela Mackail,","Before lunch, | a novel | $c: by Angela Thirkell.",f,,1949,m,0
25328,4321|Stephen,4321,1862,m,"Davis, Rebecca Harding,",Margret Howth,f,,1862,m,0
9110,3354|Mr.Elton,3354,1822,m,"Kelty, Mary Ann,",Osmond,f,,1822,m,0
13027,10248|Patrick,10248,1835,m,"Edgeworth, Maria,",Tales and novels,f,,1835,m,0
9223,8604|Matthias,8604,1824,m,"Porter, Jane,",Duke Christian of Luneburg,f,,1824,m,0
28383,15070|Bob,15070,1876,m,"Mrs., Banks, G. Linnaeus (George Linnaeus),",The Manchester man,f,,1876,m,0
39963,uc2.ark+=13960=t51g0kh7f|Mr.Finlayson,uc2.ark+=13960=t51g0kh7f,1906,m,"(Sarah), Macnaughtan, S.",A lame dog's diary;,f,,1906,m,0
77286,mdp.39015029469650|Kenny,mdp.39015029469650,1993,m,"Levin, Jenifer.",The sea of light / | $c: Jenifer Levin.,f,,1993,m,0
24874,12599|Sidney,12599,1862,m,"Brown, H. E. (Helen E.)","The winter school, or, The boys' campaign against one of their worst enemies",f,,1862,m,0
24886,11773|Matthew,11773,1866,m,"Lady, Fullerton, Georgiana,",Laurentia,f,,1866,m,0
32102,10610|Bagdemagus,10610,1888,m,"Livingston, Margaret Vere F. (Margaret Vere Farrington),",Tales of King Arthur and his knights of the Round table,f,,1888,m,0
28304,10019|Jesus,10019,1877,m,"Ropes, Mary E. (Mary Emily),",Caroline street,f,,1877,m,0
24632,2198|Dominic,2198,1866,m,"Eliot, George,",Felix Holt,f,,1866,m,0
32738,1621|Charles,1621,1883,m,"Yonge, Charlotte Mary,",The prince and the page;,f,,1883,m,0
29285,14624|Mr.Crichton,14624,1875,m,"(Christabel Rose), Coleridge, Christabel R.",Hugh Crichton's romance,f,,1875,m,0
69885,pst.000057982519|Rickman,pst.000057982519,1970,m,"Sinclair, May.",The divine fire.,f,,1970,m,0
33348,8540|Philip,8540,1880,m,"(Mary Elizabeth) Fraser-Tytler, M. E.",Grisel Romney,f,,1880,m,0
4836,8486|Denny,8486,1814,m,"Leadbeater, Mary,","Tales for cottagers, accomodated to the present condition of the Irish peasantry",f,,1814,m,0
32454,14875|Joe,14875,1883,m,"Marryat, Florence,",Facing the footlights,f,,1883,m,0
40588,uc2.ark+=13960=t9b56dt9f|Narcisse,uc2.ark+=13960=t9b56dt9f,1904,m,"(Mary C. Johnson). Dillon, Mary",The rose of old St. Louis,f,,1904,m,0
