,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
72108,mdp.39015042857477|Tomasini,mdp.39015042857477,1987,m,"Tremain, Rose.",The garden of the Villa Mollini and other stories / | $c: by Rose Tremain.,f,,1987,m,0
33190,1794|Tom,1794,1886,m,"Wyman, Lillie Buffum Chace,",Poverty grass,f,,1886,m,0
9422,14987|Michael,14987,1820,m,"Radcliffe, Ann Ward,",The mysteries of Udolpho,f,,1820,m,0
5317,13321|Monthault,13321,1812,m,"(Jane), West, Mrs.",The loyalists,f,,1812,m,0
40308,uc2.ark+=13960=t85h7cd66|Bill,uc2.ark+=13960=t85h7cd66,1901,m,"Stoddard, Elizabeth,",The Morgesons;,f,,1901,m,0
25263,12599|Willie,12599,1862,m,"Brown, H. E. (Helen E.)","The winter school, or, The boys' campaign against one of their worst enemies",f,,1862,m,0
17261,361|Mr.Douglas,361,1847,m,"Ferrier, Susan,",Marriage,f,,1847,m,0
1816,14101|LordFontelieu,14101,1800,m,"Hervey, Elizabeth,",The Mourtray family,f,,1800,m,0
8859,11136|Corry,11136,1829,m,"Mrs., Hall, S. C.,",Sketches of Irish character,f,,1829,m,0
32399,5849|Stiver,5849,1887,m,,"The Pictorial budget of wonders and fun, especially designed for childhood's happy days;",f,,1887,m,0
9207,9195|Edmund,9195,1827,m,,Tales of the fireside,f,,1827,m,0
29078,8329|Maurice,8329,1876,m,"Ouida,",In a winter city,f,,1876,m,0
41900,uc2.ark+=13960=t7zk5849m|Loic,uc2.ark+=13960=t7zk5849m,1905,m,"Cunliffe-Owen, Marguerite,",The trident and the net;,f,,1905,m,0
32159,1112|Dick,1112,1886,m,"Richards, Laura Elizabeth Howe,","Four feet, two feet, and no feet",f,,1886,m,0
28490,1758|Baldassare,1758,1875,m,"Elliot, Frances,",The Italians,f,,1875,m,0
29323,1389|Philip,1389,1877,m,"Ouida,",Cecil Castlemaine's gage,f,,1877,m,0
24297,14096|Roger,14096,1869,m,"Alford, Elizabeth M.",Netherton-on-Sea,f,,1869,m,0
9913,14130|LordMortimer,14130,1827,m,"Roche, Regina Maria,",The children of the abbey,f,,1827,m,0
32524,838|Harrison,838,1886,m,"Southworth, Emma Dorothy Eliza Nevitte,",To his fate,f,,1886,m,0
57122,mdp.39015031223822|Defoe,mdp.39015031223822,1941,m,"Bentley, Phyllis Eleanor,",Manhold | $c: by Phyllis Bentley.,f,,1941,m,0
5456,9999|Dr.Barlow,9999,1810,m,"More, Hannah,",Cœlebs in search of a wife,f,,1810,m,0
49222,mdp.39015031229993|Garnier,mdp.39015031229993,1922,m,"Fisher, Dorothy Canfield,",Rough-hewn,f,,1922,m,0
39993,nyp.33433074810122|KentHall,nyp.33433074810122,1906,m,"Mrs. Dillon, Mary C. Johnson,",The leader,f,,1906,m,0
65784,mdp.39015008630983|Sasha,mdp.39015008630983,1963,m,"Buck, Pearl S. (Pearl Sydenstricker),","The living reed, | a novel.",f,,1963,m,0
48366,wu.89087388955|SerPiero,wu.89087388955,1929,m,"Chandler, Anna Curtis.","Story-lives of master artists, | $c: by Anna Curtis Chandler; with eighteen reproductions from paintings.",f,,1929,m,0
28363,9709|Frank,9709,1871,m,"Comins, Elizabeth B. (Elizabeth Barker)",The Hartwell farm,f,,1871,m,0
76766,mdp.39015028871930|Mr.Harkin,mdp.39015028871930,1993,m,"Sharp, Paula.",Lost in Jersey City : | a novel / | $c: Paula Sharp.,f,,1993,m,0
33561,13282|Mr.Hutton,13282,1885,m,"Mrs., Banks, G. Linnaeus (George Linnaeus)",In his own hand,f,,1885,m,0
9260,9331|Lee,9331,1824,m,"(Lydia Howard), Sigourney, L. H.","Sketch of Connecticut, forty years since",f,,1824,m,0
4865,13281|Mr.Crow,13281,1813,m,"Cuthbertson, Catherine.","Adelaide, or, The countercharm",f,,1813,m,0
1974,13777|CountdiUdina,13777,1809,m,"Francis, Sophia L.","Angelo Guicciardini, or, The bandit of the Alps",f,,1809,m,0
25158,1173|Mr.Haughton,1173,1863,m,"Blake, Lillie Devereux,",Rockford;,f,,1863,m,0
1860,13122|LordLintop,13122,1808,m,"Hamilton, Elizabeth,",The cottagers of Glenburnie,f,,1808,m,0
44336,uc2.ark+=13960=t7sn03d3g|Kainey,uc2.ark+=13960=t7sn03d3g,1916,m,"(Patricia Ethel Stonehouse) Scott, P. E. S.",Sons of Iscariot,f,,1916,m,0
40450,mdp.39015013735850|James,mdp.39015013735850,1906,m,"Sinclair, May.",Audrey Craven;,f,,1906,m,0
65639,uc1.$b120393|Miranda,uc1.$b120393,1968,m,"Forster, Margaret,",The park.,f,,1968,m,0
24131,14373|Mr.Perch,14373,1864,m,"Beale, Anne.","Nothing venture, nothing have",f,,1864,m,0
21640,13369|Hugh,13369,1858,m,"Wedgwood, Julia,",Framleigh Hall,f,,1858,m,0
17894,14594|Owen,14594,1849,m,"Robinson, Emma.",Owen Tudor;,f,,1849,m,0
41223,uc2.ark+=13960=t90865d2q|Mr.Sprott,uc2.ark+=13960=t90865d2q,1908,m,"Fowler, Ellen Thorneycroft,",Miss Fallowfield's fortune,f,,1908,m,0
5850,13865|Walter,13865,1813,m,"Plumptre, Anne,",The history of myself and my friend;,f,,1813,m,0
5163,8486|Paddy,8486,1814,m,"Leadbeater, Mary,","Tales for cottagers, accomodated to the present condition of the Irish peasantry",f,,1814,m,0
69283,mdp.39015008234141|Musa,mdp.39015008234141,1974,m,"Manning, Olivia.",The rain forest.,f,,1974,m,0
32130,4426|Cathcart,4426,1888,m,"Mrs., Ward, Humphry,",Robert Elsmere,f,,1888,m,0
28577,14842|Mr.Flittergilt,14842,1875,m,"(Mary Elizabeth), Braddon, M. E.",A strange world,f,,1875,m,0
60011,uc1.$b106433|Roger,uc1.$b106433,1954,m,"Ogilvie, Elisabeth,",The dawning of the day.,f,,1954,m,0
52805,uc1.32106015529818|Dr.Bradford,uc1.32106015529818,1938,m,"Glasgow, Ellen Anderson Gholson,",Works.,f,,1938,m,0
41530,uc2.ark+=13960=t9b56g26z|Loiseau,uc2.ark+=13960=t9b56g26z,1901,m,"Evans, Florence Wilkinson.",The strength of the hills;,f,,1901,m,0
60134,uc1.$b102429|Mr.Vaughan,uc1.$b102429,1954,m,"Krech, Hilda Sidney.",To wake in the morning.,f,,1954,m,0
21576,1247|Douglas,1247,1852,m,"Aguilar, Grace,",The days of Bruce,f,,1852,m,0
52382,uc1.b4095533|MisterNicholas,uc1.b4095533,1931,m,"Gordon, Caroline,","Penhally, | $c: by Caroline Gordon.",f,,1931,m,0
9847,14007|DeMontville,14007,1828,m,"Roche, Regina Maria,",Contrast,f,,1828,m,0
36472,2753|Mr.St.John,2753,1896,m,"Poole, Mary Belle.",Down fate's walk;,f,,1896,m,0
24924,2958|Franky,2958,1862,m,"Southworth, Emma Dorothy Eliza Nevitte,",Love's labor won,f,,1862,m,0
4273,13833|Macdonald,13833,1815,m,"Johnstone, C. I. (Christian Isobel),",Clan-Albin,f,,1815,m,0
5375,8486|Tom,8486,1814,m,"Leadbeater, Mary,","Tales for cottagers, accomodated to the present condition of the Irish peasantry",f,,1814,m,0
4291,15046|Edward,15046,1818,m,"Ferrier, Susan,",Marriage,f,,1818,m,0
16203,2723|Jonas,2723,1848,m,"Gaskell, Elizabeth Cleghorn,",Mary Barton,f,,1848,m,0
2202,3288|George,3288,1809,m,"More, Hannah,",Cœlebs in search of a wife,f,,1809,m,0
19980,7581|Mr.Wilson,7581,1858,m,"Anderson, Florence.",Zenaida,f,,1858,m,0
48680,uc1.b4378463|Michael,uc1.b4378463,1922,m,"Davidson, Gladys.",Stories from the Russian operas,f,,1922,m,0
24073,1518|DeGondy,1518,1861,m,"Thomson, A. T., Mrs.,",The queens of society,f,,1861,m,0
40112,nyp.33433076048267|Mr.Parks,nyp.33433076048267,1908,m,"Richards, Laura Elizabeth Howe,",The wooing of Calvin Parks,f,,1908,m,0
16018,3768|MasterSims,3768,1841,m,"Mitford, Mary Russell,",The works of Mary Russell Mitford,f,,1841,m,0
13140,1768|Robert,1768,1834,m,"Mrs. Sherwood, (Mary Martha),",The works of Mrs. Sherwood,f,,1834,m,0
68856,uc1.b3472563|DrMacnamara,uc1.b3472563,1975,m,"Tracy, Honor,",In a year of grace / | $c: Honor Tracy.,f,,1975,m,0
17604,13557|Walter,13557,1843,m,"Mrs. Gore, (Catherine Grace Frances),",The banker's wife,f,,1843,m,0
28251,2933|CharlesStuart,2933,1879,m,"Braddon, M. E. (Mary Elizabeth),",Vixen,f,,1879,m,0
25642,7841|Patrick,7841,1867,m,"Craik, Dinah Maria Mulock,",Domestic stories,f,,1867,m,0
61438,inu.32000009098031|Archer,inu.32000009098031,1955,m,"Kennedy, Margaret,",The oracles.,f,,1955,m,0
72701,mdp.39015016977673|Harrigan,mdp.39015016977673,1989,m,"Birdsell, Sandra,",The missing child : | a novel / | $c: Sandra Birdsell.,f,,1989,m,0
61113,mdp.39015013022705|Alfred,mdp.39015013022705,1953,m,"Stafford, Jean,","The interior castle ; | including Boston adventure, The mountain lion ; and a new collection of short stories Children are bored on Sunday.",f,,1953,m,0
53274,mdp.39015010870718|Sangster,mdp.39015010870718,1936,m,"Cary, Joyce,","The African witch, | $c: by Joyce Cary.",f,,1936,m,0
4402,14211|Mr.Penn,14211,1819,m,"Harding, Anne Raikes,",Decision,f,,1819,m,0
45208,uc2.ark+=13960=t3ws8jn56|Henry,uc2.ark+=13960=t3ws8jn56,1916,m,"Fuller, Margaret,",A New England childhood,f,,1916,m,0
29296,1520|Robert,1520,1870,m,"Broughton, Rhoda,",Red as a rose is she,f,,1870,m,0
41761,uc2.ark+=13960=t44q7r57r|Hiram,uc2.ark+=13960=t44q7r57r,1907,m,"Isaman, Sara (White), Mrs.",Tourist tales of California,f,,1907,m,0
1758,13780|Mr.Wilmot,13780,1800,m,"Croffts, Mrs.",Ankerwick Castle,f,,1800,m,0
40985,uva.x001086102|Sambo,uva.x001086102,1905,m,"Williams, Flora McDonald,",The blue cockade,f,,1905,m,0
72359,mdp.39015048706629|Bob,mdp.39015048706629,1988,m,"Feinstein, Elaine.",Mother's girl / | $c: Elaine Feinstein.,f,,1988,m,0
25902,8674|Gilbert,8674,1862,m,"Yonge, Charlotte M. (Charlotte Mary),","The young step-mother, or, A chronicle of mistakes",f,,1862,m,0
8864,13945|Mr.Montague,13945,1827,m,"Kennedy, Grace,",The works of Grace Kennedy,f,,1827,m,0
1675,14715|Mr.Crumpe,14715,1804,m,"Edgeworth, Maria,",Popular tales,f,,1804,m,0
25160,5284|Clarence,5284,1864,m,"Denison, Mary A. (Mary Andrews),",Out of prison,f,,1864,m,0
49337,pst.000004351634|Williams,pst.000004351634,1925,m,"Hull, E. M. (Edith Maude)",The sons of the shiek / | $c: by E. M. Hull.,f,,1925,m,0
20921,8689|William,8689,1856,m,"Mrs., Farren,",Boston Common,f,,1856,m,0
76184,mdp.39015041026801|Friedman,mdp.39015041026801,1997,m,"(Barbara J.) Parker, Barbara",Criminal justice / | $c: Barbara Parker.,f,,1997,m,0
44423,nyp.33433043846579|Pat,nyp.33433043846579,1913,m,"Thomas, Bertha.",Picture tales from Welsh hills,f,,1913,m,0
12041,9917|AlbertAltenberg,9917,1832,m,"Edgeworth, Maria,",Tales and novels,f,,1832,m,0
12150,1204|Dr.deBurgo,1204,1835,m,"Lady Morgan, (Sydney),","The princess, or The Beguine",f,,1835,m,0
2575,13769|Frederick,13769,1807,m,"Reeve, Sophia.",The mysterious wanderer,f,,1807,m,0
53709,inu.32000009138597|Hervey,inu.32000009138597,1939,m,"Jameson, Storm,","The captain's wife, | $c: by Storm Jameson ...",f,,1939,m,0
11929,1239|Evan,1239,1839,m,"Sinclair, Catherine,",Holiday House,f,,1839,m,0
40443,uc2.ark+=13960=t7br8n263|Rodriguez*,uc2.ark+=13960=t7br8n263,1901,m,"Jordan, Elizabeth Garver,",Tales of the cloister,f,,1901,m,0
16284,14846|Mr.Finch,14846,1846,m,"Marsh-Caldwell, Anne,",Emilia Wyndham,f,,1846,m,0
37685,3166|RoseRed,3166,1895,m,"O'Neill, Moira.",The elf-errant,f,,1895,m,0
69524,inu.39000002991524|John,inu.39000002991524,1978,m,"Lofts, Norah,",Copsi Castle / | $c: Juliet Astley [i.e. N. R. Lofts].,f,,1978,m,0
16810,13613|Mr.Penrhyn,13613,1842,m,"(Letitia Elizabeth Landon), L. E. L.","Lady Anne Granard, or, Keeping up appearances",f,,1842,m,0
32666,13526|Ned,13526,1881,m,"(Georgiana Marion), Craik, Georgiana M.",Sydney,f,,1881,m,0
19947,14834|Bill,14834,1857,m,"Lady, Chatterton, Georgiana,",Life and its realities,f,,1857,m,0
29838,14605|Redfern,14605,1878,m,"Armitt, Annie.",The garden at Monkholme,f,,1878,m,0
3990,14347|Wilson,14347,1816,m,"Burney, Sarah Harriet,",Tales of fancy,f,,1816,m,0
57677,uc1.b3144894|Pat,uc1.b3144894,1949,m,"Cram, Mildred,",The promise.,f,,1949,m,0
24268,2936|Franz,2936,1864,m,"Mühlbach, L. (Luise),",Joseph the Second and his court;,f,,1864,m,0
29532,3068|Rex,3068,1876,m,"Butt, Beatrice May.",Miss Molly,f,,1876,m,0
57764,mdp.39015010803321|Fernald,mdp.39015010803321,1944,m,"Miller, Caroline Pafford,",Lebanon | $c: [by] Caroline Miller.,f,,1944,m,0
32122,2183|GeorgeBerrington,2183,1884,m,"Crommelin, May.","Joy, or, The light of Cold-home Ford",f,,1884,m,0
5433,1233|Mr.Mortimer,1233,1813,m,"Mrs. Hofland, (Barbara),",The sisters;,f,,1813,m,0
5096,9698|Mr.Carlisle,9698,1814,m,"(Sydney), Morgan, Lady",O'Donnel,f,,1814,m,0
77160,mdp.49015003071439|Henri,mdp.49015003071439,1996,m,"Bujold, Lois McMaster.",Cordelia's honor / | $c: Lois McMaster Bujold.,f,,1996,m,0
20360,14481|Horace,14481,1857,m,"Marsh-Caldwell, Anne,",The rose of Ashurst,f,,1857,m,0
48896,uc1.b3727616|Butler,uc1.b3727616,1929,m,"Scott, Evelyn,","The wave, | $c: by Evelyn Scott.",f,,1929,m,0
60409,mdp.39015016451299|JohnResmond,mdp.39015016451299,1957,m,"Bentley, Phyllis Eleanor,",Love and money; | seven tales of the West Riding.,f,,1957,m,0
57665,mdp.39015003942102|O'Hara,mdp.39015003942102,1944,m,"Goudge, Elizabeth,","Green Dolphin street, | $c: a novel by Elizabeth Goudge.",f,,1944,m,0
24795,2928|Melchior,2928,1869,m,"Spoerlin, Marguerite.","Tales from Alsace, or, Scenes and portraits from life in the days of the Reformation",f,,1869,m,0
76313,inu.30000053861096|Kay,inu.30000053861096,1998,m,"Bird, Carmel,",Red shoes / | $c: Carmel Bird.,f,,1998,m,0
16814,3768|Anthony,3768,1841,m,"Mitford, Mary Russell,",The works of Mary Russell Mitford,f,,1841,m,0
55940,mdp.39076006971159|Joe,mdp.39076006971159,1948,m,"Blyton, Enid.",The sea of adventure; | $c: with illus. by Stuart Tresilian.,f,,1948,m,0
65131,uc1.$b683413|Kofi,uc1.$b683413,1960,m,"Rutherford, Peggy.",African voices;,f,,1960,m,0
16279,14075|Johnson,14075,1842,m,"Mrs., Smythies, Gordon,",The matchmaker;,f,,1842,m,0
20681,9815|LukeSquiff,9815,1854,m,"Meadows, Lindon.",Whittlings from the West,f,,1854,m,0
69912,mdp.39015054103059|Joseph,mdp.39015054103059,1972,m,"Caldwell, Taylor,",Captains and the kings.,f,,1972,m,0
72984,mdp.39015000615529|Glenn,mdp.39015000615529,1981,m,"Smith, Lee,",Cakewalk / | $c: Lee Smith.,f,,1981,m,0
60357,uc1.$b102963|Hall,uc1.$b102963,1952,m,"Huntington, Helen,","Which grain will grow, | $c: by H.H. Lynde [pseud.]",f,,1952,m,0
33094,5069|Friedrich,5069,1886,m,"Zöge von Manteuffel, Ursula, ""Frau von Trebra-Lindenau,"",",Violetta;,f,,1886,m,0
25133,3201|Philemon,3201,1867,m,"Dorsey, Sarah A. (Sarah Anne),",Lucia Dare;,f,,1867,m,0
27975,9702|Mr.Hopling,9702,1874,m,"(Mary Elizabeth), Braddon, M. E.",Taken at the flood,f,,1874,m,0
60444,mdp.39015014612710|Ronnie,mdp.39015014612710,1959,m,"Blyton, Enid.",The big Noddy book / | $c: by Enid Blyton.,f,,1959,m,0
20940,10052|Desmond,10052,1851,m,"Cherwell, Mary.","Happy hours, or, The home story-book",f,,1851,m,0
68373,mdp.39015001538787|Darl,mdp.39015001538787,1973,m,"MacDougall, Ruth Doan,",The cheerleader.,f,,1973,m,0
28648,13468|Theophilus,13468,1873,m,"Riddell, J. H., Mrs.,",The Earl's promise,f,,1873,m,0
49137,nyp.33433074852660|George,nyp.33433074852660,1921,m,"Harding, Jane.",Margaret's Mead,f,,1921,m,0
4081,13424|George,13424,1810,m,"Walsh, Miss.","The officer's daughter; or, A visit to Ireland in 1790",f,,1810,m,0
52193,mdp.39015030739141|Gian,mdp.39015030739141,1932,m,"De La Roche, Mazo,","Lark ascending, | $c: by Mazo De La Roche.",f,,1932,m,0
21106,12839|Mr.Knight,12839,1858,m,"Manning, Anne,",The ladies of Bever Hollow,f,,1858,m,0
25780,14882|Harvey,14882,1867,m,"(Elizabeth Lynn), Linton, E. Lynn",Sowing the wind,f,,1867,m,0
4371,14167|Philipson,14167,1817,m,"Mrs. Ross,","The balance of comfort; or, The old maid and married woman",f,,1817,m,0
25185,5716|Mr.Peacock,5716,1864,m,"Clemmer, Mary,",Victoire,f,,1864,m,0
24556,10118|Mr.Somerton,10118,1860,m,"Marsh, Jeannie S.",Cathara Clyde,f,,1860,m,0
2725,14101|Henry,14101,1800,m,"Hervey, Elizabeth,",The Mourtray family,f,,1800,m,0
33538,5815|Amyot,5815,1889,m,"Collins, Mabel,",The blossom and the fruit;,f,,1889,m,0
33382,424|Merman,424,1889,m,"Eliot, George,",Works,f,,1889,m,0
4138,13723|Stolzenau,13723,1818,m,"Porter, Anna Maria,",The fast of St. Magdalen,f,,1818,m,0
57404,mdp.39015000513641|Sasha,mdp.39015000513641,1942,m,"Binder, Pearl.",Russian families / | $c: by Pearl Binder ; with forty-seven drawings by the author.,f,,1942,m,0
25111,3598|Mr.Jones,3598,1869,m,"Wood, Henry, Mrs.,",Roland Yorke,f,,1869,m,0
20193,10868|Tanner,10868,1851,m,"Ward, Harriet.",Jasper Lyle: a tale of Kafirland,f,,1851,m,0
40423,nyp.33433074813225|Mr.Mason,nyp.33433074813225,1900,m,"Carter, Mary Nelson.",North Carolina sketches;,f,,1900,m,0
56414,uc1.b3582853|Kranz,uc1.b3582853,1943,m,"Baum, Vicki,",The weeping wood.,f,,1943,m,0
76758,mdp.39015047065332|Chris,mdp.39015047065332,1998,m,"Ackert, Harriet Robbins,",Prodigal souls : | a novel / | $c: Harriet Robbins Ackert.,f,,1998,m,0
2210,14|Jenkins,14,1807,m,"Roche, Regina Maria,","The discarded son; or, Haunt of the banditti",f,,1807,m,0
5009,14012|Mr.Hawk,14012,1813,m,"Coxe, Eliza A.",Liberality and prejudice : a tale,f,,1813,m,0
5477,435|Charles,435,1815,m,"Mrs. Bray, (Anna Eliza),",The novels and romances of Anna Eliza Bray,f,,1815,m,0
25631,14083|Mr.O'Boyneville,14083,1866,m,"(Mary Elizabeth), Braddon, M. E.",The lady's mile,f,,1866,m,0
4004,3628|MasterJames,3628,1816,m,"Stowe, Harriet Beecher,",The Mayflower,f,,1816,m,0
68543,mdp.39015054089589|Martin,mdp.39015054089589,1979,m,"Rice, Anne,",The feast of All Saints / | $c: Anne Rice.,f,,1979,m,0
4598,12041|Philip,12041,1813,m,"Smith, Julia Bernard.",The old school,f,,1813,m,0
32592,13885|FredVincy,13885,1887,m,"Eliot, George,",George Eliot's complete works,f,,1887,m,0
57135,uc1.$b105697|SignorEmilio,uc1.$b105697,1942,m,"Stern, G. B. (Gladys Bronwyn),",The young matriarch.,f,,1942,m,0
40632,nc01.ark+=13960=t74t7qm52|Mr.Holliway,nc01.ark+=13960=t74t7qm52,1903,m,"Avary, Myrta Lockett,","A Virginia girl in the civil war, 1861-1865;",f,,1903,m,0
44370,uc2.ark+=13960=t3nv9cn6h|Jake,uc2.ark+=13960=t3nv9cn6h,1918,m,"Cooke, Marjorie Benton,",The threshold,f,,1918,m,0
5789,14807|Davenant,14807,1818,m,"Opie, Amelia Alderson,",New tales,f,,1818,m,0
9169,11975|Carlo,11975,1820,m,"Edgeworth, Maria,","The parent's assistant; or, Stories for children",f,,1820,m,0
21729,5395|Parke,5395,1853,m,"Victor, Metta Victoria Fuller,","The senator's son, or, The Maine law",f,,1853,m,0
33831,15057|Edmond,15057,1881,m,"(Katharine Sarah), Macquoid, Katharine S.",Beside the river,f,,1881,m,0
8200,14146|Edwards,14146,1827,m,"Lady, Bury, Charlotte Campbell,",Flirtation,f,,1827,m,0
65177,uc1.b2831266|Emile,uc1.b2831266,1967,m,"Frankau, Pamela,",Over the mountains: | a novel.,f,,1967,m,0
16192,14625|NicholasSalm,14625,1842,m,"(Julia), Pardoe, Miss",The Hungarian castle,f,,1842,m,0
