,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
36996,3163|Barras,3163,1894,m,"Dumas, Alexandre,",The company of Jehu,m,,1894,m,0
73908,uc1.32106007636720|Niall,uc1.32106007636720,1987,m,"Wilson, Colin,","Spider world, the tower / | $c: Colin Wilson.",m,,1987,m,0
9883,14840|Herod,14840,1825,m,"Fenton, Elijah,",Mariamne,m,,1825,m,0
41246,nyp.33433076074941|Elmer,nyp.33433076074941,1904,m,"Lloyd, Nelson,",The soldier of the valley,m,,1904,m,0
73718,uc1.b4451934|Harlan,uc1.b4451934,1983,m,"Mosher, Howard Frank.",Marie Blythe : | a novel / | $c: Howard Frank Mosher.,m,,1983,m,0
61659,uc1.$b106349|Al,uc1.$b106349,1954,m,"Miller, Merle,","Reunion, | a novel.",m,,1954,m,0
71994,mdp.39015016951181|ForestService,mdp.39015016951181,1989,m,"Wilson, Miles.",Line of fall / | $c: Miles Wilson.,m,,1989,m,0
13841,10381|Morton,10381,1831,m,"Sir, Scott, Walter,",[Scott's novels],m,,1831,m,0
60681,mdp.49015001327015|AlbertCahen,mdp.49015001327015,1958,m,"Coulter, Stephen,",Damned shall be desire; | the passionate life of Guy de Maupassant.,m,,1958,m,0
25901,12717|Robin,12717,1865,m,"Marsh, John B.,",The life and adventures of Robin Hood,m,,1865,m,0
44253,uc1.32106001930137|Fischer,uc1.32106001930137,1911,m,"Chesterton, G. K. (Gilbert Keith),",The innocence of Father Brown,m,,1911,m,0
8015,4785|Scorowski,4785,1826,m,"Colman, George,",The circle of anecdote and wit,m,,1826,m,0
16550,7749|Tom,7749,1843,m,"Cooper, James Fenimore,",Ned Myers,m,,1843,m,0
68415,uc1.b4951182|Dom,uc1.b4951182,1971,m,"McBain, Ed,",Three from the 87th / | $c: Ed McBain,m,,1971,m,0
57088,uc1.$b164439|Krasna,uc1.$b164439,1943,m,"Frank, Bruno,",One fair daughter.,m,,1943,m,0
11960,6119|God,6119,1831,m,"Warren, Samuel,",Affecting scenes,m,,1831,m,0
37703,3878|Tom,3878,1894,m,"Dickens, Charles,",The writings of Charles Dickens,m,,1894,m,0
25334,5057|Godfrey,5057,1864,m,"Blum, Georg.",Seaside and fireside fairies,m,,1864,m,0
60164,umn.31951002009585y|Jack,umn.31951002009585y,1952,m,"Maugham, W. Somerset (William Somerset),",The complete short stories of W. Somerset Maugham.,m,,1952,m,0
52864,uc1.$b312572|Chandler,uc1.$b312572,1930,m,"Springs, Elliott White,","Contact, | $c: a romance of the air by Elliott White Springs.",m,,1930,m,0
56803,uc1.b4386235|Satterlee,uc1.b4386235,1948,m,"Derleth, August William,","Wisconsin earth, | a Sac Prairie sampler.",m,,1948,m,0
64745,uc1.$b399135|Lester,uc1.$b399135,1969,m,"Santesson, Hans Stefan.",Crime prevention in the 30th century.,m,,1969,m,0
33676,4035|Mr.Longwood,4035,1881,m,"Markham, Richard.",Colonial Days,m,,1881,m,0
8752,4825|John,4825,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
52556,mdp.39015031230777|Mr.Isherwood,mdp.39015031230777,1930,m,"Deeping, Warwick,","Exile, | $c: by Warwick Deeping.",m,,1930,m,0
57679,inu.32000002526954|Walter,inu.32000002526954,1948,m,"Strong, L. A. G. (Leonard Alfred George),",Trevannion / | $c: by L.A.G. Strong.,m,,1948,m,0
73122,uc1.b4382609|Zach,uc1.b4382609,1980,m,"Hayes, Joseph,",Winner's circle : | a novel / | $c: by Joseph Hayes.,m,,1980,m,0
61856,uc1.$b100818|Woodbridge,uc1.$b100818,1952,m,"Ellis, William Donohue.",The bounty lands.,m,,1952,m,0
25340,13134|Louis,13134,1861,m,"Aimard, Gustave,",The tiger-slayer,m,,1861,m,0
61398,mdp.39015065146303|Schwartz,mdp.39015065146303,1957,m,"Popovici, Titus.","The stranger, | a novel.",m,,1957,m,0
49514,mdp.39015000635964|Joyce,mdp.39015000635964,1925,m,"Lewis, Sinclair,","Arrowsmith, | $c: by Sinclair Lewis.",m,,1925,m,0
41061,uc2.ark+=13960=t6rx94z06|Leonard,uc2.ark+=13960=t6rx94z06,1909,m,"Berman, Henry S.",The tyrant in white,m,,1909,m,0
20609,10542|Marat,10542,1856,m,,The forget-me-not,m,,1856,m,0
44636,nyp.33433082486089|VonSprechtler,nyp.33433082486089,1917,m,"Brooks, Alden.",The fighting men,m,,1917,m,0
60858,osu.32435066349499|Julio,osu.32435066349499,1957,m,"Marlowe, Stephen,",Murder is my dish / | $c: by Stephen Marlowe ; cover painting by Lu Kimmel.,m,,1957,m,0
77399,uc1.32106013664237|Jack,uc1.32106013664237,1995,m,"Collins, Larry",Black eagles / | $c: Larry Collins,m,,1995,m,0
16406,215|Cromwell,215,1849,m,"Herbert, Henry William,","Dermot O'Brien, or, The taking of Tredagh",m,,1849,m,0
57476,osu.32435009532185|Oscar,osu.32435009532185,1949,m,"Palmer, Stuart,",Four lost ladies / | $c: Stuart Palmer.,m,,1949,m,0
49664,uc1.b3962031|KuzmaVassilyevitch,uc1.b3962031,1921,m,"Turgenev, Ivan Sergeevich,","Knock, knock, knock, and other stories",m,,1921,m,0
21038,4642|LaRochefoucauld,4642,1853,m,"Ruffini, Giovanni,","Lorenzo Benoni, or, Passages in the life of an Italian;",m,,1853,m,0
65266,uc1.32106002179965|Mr.Curry,uc1.32106002179965,1969,m,"Marius, Richard.",The coming of rain.,m,,1969,m,0
1671,14497|Addison,14497,1803,m,"Swift, Jonathan,",The works of the Rev. Jonathan Swift,m,,1803,m,0
61742,uc1.$b100768|Paul,uc1.$b100768,1959,m,"Gilbert, John.",Face in the clouds.,m,,1959,m,0
61283,mdp.39015066055297|Wingrove,mdp.39015066055297,1954,m,"Russell, Eric Frank,",Deep space.,m,,1954,m,0
49500,njp.32101066459924|Fred,njp.32101066459924,1920,m,"Graham, James Chandler,","It happened at Andover, well most of it did, anyway",m,,1920,m,0
25445,3899|Falkenstein,3899,1867,m,"Reeves, Marian Calhoun Legare.",Ingemisco,m,,1867,m,0
53385,mdp.39015047754570|Jed,mdp.39015047754570,1939,m,"Dos Passos, John,",Adventures of a young man,m,,1939,m,0
24305,2287|Mr.Power,2287,1862,m,"Scotus, Johannes.",The weird of the Wentworths;,m,,1862,m,0
17452,8379|Tom,8379,1846,m,"Thoms, William John,",Gammer Gurton's famous histories,m,,1846,m,0
4241,2185|Doleman,2185,1811,m,"Richardson, Samuel,",The history of Clarissa Harlowe,m,,1811,m,0
44917,uc2.ark+=13960=t2t43k315|Eagle,uc2.ark+=13960=t2t43k315,1915,m,"(Charles Norris), Williamson, C. N.",Secret history revealed by Lady Peggy O'Malley [by],m,,1915,m,0
57007,uc1.32106002105242|Berry,uc1.32106002105242,1946,m,"Faulkner, William,","The portable Faulkner, | $c: edited by Malcolm Cowley.",m,,1946,m,0
51927,mdp.39015011207282|Ralph,mdp.39015011207282,1939,m,"O'Hara, John,","Files on parade, | by John O'Hara.",m,,1939,m,0
37710,8364|Tom,8364,1894,m,"Stoddard, William Osborn,",The captain's boat,m,,1894,m,0
5209,14437|Dougal,14437,1818,m,"Scott, Walter Sir,",Rob Roy,m,,1818,m,0
56136,mdp.49015002163682|Pullman,mdp.49015002163682,1946,m,"Dos Passos, John,",U.S.A. : | The 42nd parallel ; Nineteen Nineteen ; The big money / | $c: by John Dos Passos.,m,,1946,m,0
28899,9095|ImogenEleonore,9095,1873,m,"De Forest, John William,",The Wetherel affair,m,,1873,m,0
61313,uc1.$b244061|Frank,uc1.$b244061,1957,m,"Palmer, Vance,",Seedtime.,m,,1957,m,0
44988,wu.89097116875|JohnRaymond,wu.89097116875,1916,m,"MacBrayne, Lewis Edward,",One more chance;,m,,1916,m,0
44071,uc2.ark+=13960=t4cn7056n|Venables,uc2.ark+=13960=t4cn7056n,1910,m,"Herrick, Robert,",A life for a life,m,,1910,m,0
25318,1742|Ned,1742,1867,m,"Gaylord, Glance,",Culm rock,m,,1867,m,0
36658,3707|Mr.Dearle,3707,1890,m,"Gift, Theo,",Dishonored,m,,1890,m,0
1656,13257|Wilmore,13257,1808,m,"Hook, Theodore Edward,",The man of sorrow;,m,,1808,m,0
64584,wu.89062201090|Stan,wu.89062201090,1968,m,"Berger, Stanley George,",Last mission.,m,,1968,m,0
2113,4434|Ruddiman,4434,1804,m,"Siddons, Henry,",Virtuous poverty,m,,1804,m,0
72118,pst.000011829614|Marko,pst.000011829614,1985,m,"Lumière, Cornel.","Kalavrita : | a Greek tragedy, a strange love / | $c: Cornel Lumière.",m,,1985,m,0
29647,8161|Mr.Lyman,8161,1877,m,"Arthur, T. S. (Timothy Shay),",The bar-rooms at Brantley;,m,,1877,m,0
49875,mdp.39015009367114|Sam,mdp.39015009367114,1923,m,"Anderson, Sherwood,",Windy McPherson's son | $c: [by] Sherwood Anderson.,m,,1923,m,0
29516,10948|Bernard,10948,1874,m,"Dumas, Alexandre,",The conscript;,m,,1874,m,0
41545,mdp.39015062964906|Woolsey,mdp.39015062964906,1901,m,"Thackeray, William Makepeace,",Ballads,m,,1901,m,0
77205,mdp.39015059223068|Roberto,mdp.39015059223068,1995,m,"Parks, Tim,",Cara Massimina / | $c: Tim Parks.,m,,1995,m,0
64184,pst.000006715168|Mr.Graves,pst.000006715168,1964,m,"Spring, Howard,",Winds of the day : | a novel.,m,,1964,m,0
76482,mdp.39015045656355|Ambrose,mdp.39015045656355,1998,m,"McColley, Kevin.",Praying to a laughing God : | a novel / | $c: Kevin McColley.,m,,1998,m,0
24334,11796|Mr.Blain,11796,1860,m,"Taylor, George B. (George Boardman),",Cousin Guy,m,,1860,m,0
41127,uc2.ark+=13960=t07w6dh59|Lamotte,uc2.ark+=13960=t07w6dh59,1908,m,"(William Rutherford Hayes), Trowbridge, W. R. H.",Seven splendid sinners,m,,1908,m,0
17588,9445|Chazeul,9445,1848,m,"James, G. P. R. (George Payne Rainsford),","Gowrie, or, The king's plot",m,,1848,m,0
33131,306|Herman,306,1880,m,"Townsend, George Alfred,",Tales of the Chesapeake,m,,1880,m,0
49258,umn.31951001993879a|Cockrell,umn.31951001993879a,1928,m,"Johnson, Owen,",The varmint : | a Lawrenceville story.,m,,1928,m,0
52298,uc1.$b55063|Stuart,uc1.$b55063,1935,m,"Carstairs, Robert.","Harma's village. | A novel of Santal life, | $c: by the late R. Carstairs.",m,,1935,m,0
33648,10386|Roland,10386,1882,m,"Hollway-Calthrop, H. C.",Paladin & Saracen,m,,1882,m,0
24457,13795|Mr.Lowther,13795,1867,m,"Yates, Edmund Hodgson,",Black sheep,m,,1867,m,0
39941,nyp.33433075746788|Karadec,nyp.33433075746788,1903,m,"Shackelford, Henry.",The lost king,m,,1903,m,0
72923,mdp.39015020732668|Zulfikar,mdp.39015020732668,1981,m,"Rushdie, Salman.",Midnight's children : | a novel / | $c: by Salman Rushdie.,m,,1981,m,0
73918,mdp.39015010745464|Jack,mdp.39015010745464,1984,m,"King, Stephen,","The talisman / | $c: Stephen King, Peter Straub.",m,,1984,m,0
16640,5847|Warraghi,5847,1849,m,"Harris, Alexander,",The emigrant family ;,m,,1849,m,0
33217,2419|Leyba,2419,1882,m,"(Edward Reynolds) Roe, E. R.",Brought to bay,m,,1882,m,0
13360,10373|LouisKerneguy,10373,1831,m,"Sir, Scott, Walter,",[Scott's novels],m,,1831,m,0
11951,3223|BeauTrevor,3223,1835,m,"Chorley, Henry Fothergill,",Conti the discarded,m,,1835,m,0
29307,4227|Mr.Figgs,4227,1871,m,"De Mille, James,",The Dodge club,m,,1871,m,0
1855,7940|Mr.Jessamy,7940,1807,m,"Sir, Sedley, Charles,",The barouche driver and his wife,m,,1807,m,0
8648,14209|William,14209,1825,m,"Lauder, Thomas Dick, Sir,",Lochandhu,m,,1825,m,0
28246,14092|SignorPietro,14092,1870,m,"Trollope, Thomas Adolphus,",A siren,m,,1870,m,0
41245,mdp.39015005295855|Rader,mdp.39015005295855,1907,m,"Hurt, Walter.",The Scarlet shadow,m,,1907,m,0
4635,7208|Barnaby,7208,1811,m,"Palmer, John, 1742?-1798.",Like master like man,m,,1811,m,0
9809,14683|Alfred,14683,1828,m,"White, Charles,",Almack's revisited,m,,1828,m,0
4191,1472|George,1472,1819,m,"Scott, Walter,",Novels and tales of the author of Waverley,m,,1819,m,0
25826,8897|Abel,8897,1867,m,"Trowbridge, J. T. (John Townsend),",Neighbors' wives,m,,1867,m,0
40757,uc2.ark+=13960=t5s759n39|Kenyon,uc2.ark+=13960=t5s759n39,1908,m,"Marriott, Charles,",The happy medium,m,,1908,m,0
28874,7503|EphraimDarke,7503,1874,m,"Reid, Mayne,",The death-shot,m,,1874,m,0
20890,1582|George,1582,1857,m,"Orton, J. R. (Jason Rockwood),",Camp fires of the red men,m,,1857,m,0
76167,inu.30000057313474|Buddha,inu.30000057313474,1997,m,"Di Filippo, Paul,",Ciphers : | a novel / | $c: Paul Di Filippo.,m,,1997,m,0
57592,mdp.39015002718446|Arnold,mdp.39015002718446,1940,m,"Roberts, Kenneth Lewis,",Oliver Wiswell | $c: [by] Kenneth Roberts.,m,,1940,m,0
12765,2412|Brissac,2412,1839,m,"James, G. P. R. (George Payne Rainsford),",Henry of Guise,m,,1839,m,0
40251,nyp.33433075757942|LordReginald,nyp.33433075757942,1901,m,"Welles, Charles Stuart.",The Ellwoods,m,,1901,m,0
76835,inu.30000060701046|Aragant,inu.30000060701046,1998,m,"Boston, Bruce,",Dark tales & light / | $c: Bruce Boston.,m,,1998,m,0
51986,mdp.39015024981907|T.M.A.,mdp.39015024981907,1934,m,"Meersch, Maxence van der,",When the looms are silent; | $c: translated from the French of Maxence van der Meersch by Frederick A. Blossom.,m,,1934,m,0
53535,mdp.39015031231163|Francois,mdp.39015031231163,1930,m,"Deeping, Warwick,","Stories of love, courage and compassion | $c: [by] Warwick Deeping.",m,,1930,m,0
37445,4701|Lovibond,4701,1892,m,"Sir, Caine, Hall,",Capt'n Davy's honeymoon,m,,1892,m,0
73683,mdp.39015008698782|Dempsey,mdp.39015008698782,1982,m,"Moorcock, Michael,",The nomad of time / | $c: Michael Moorcock.,m,,1982,m,0
32117,13820|Marquis,13820,1880,m,"Greg, Percy,",Errant,m,,1880,m,0
8729,8130|EsauWardrop,8130,1823,m,"Galt, John,","Ringan Gilhaize; or, The covenanters",m,,1823,m,0
69698,uc1.32106014452558|Grofield,uc1.32106014452558,1974,m,"Stark, Richard",Butcher's moon | $c: [by] Richard Stark,m,,1974,m,0
32536,4527|Mr.Timothy,4527,1883,m,"Collins, Mortimer,",[Works,m,,1883,m,0
57692,mdp.39015010817990|Tober,mdp.39015010817990,1945,m,"Green, F. L. (Frederick Lawrence),",Odd man out.,m,,1945,m,0
12560,7387|Disraeli,7387,1839,m,"Willis, Nathaniel Parker,",A. Fabri,m,,1839,m,0
60223,mdp.39015010689167|Joe,mdp.39015010689167,1959,m,"Moran, Jack William Grace.",Spearhead in Malaya. | $c: With a foreword by Gerald Templer.,m,,1959,m,0
40825,wu.89089987986|Earl,wu.89089987986,1903,m,"Ainsworth, William Harrison,",The Tower of London,m,,1903,m,0
17315,9042|Mark,9042,1847,m,"Tayler, Charles B. (Charles Benjamin),","Mark Wilton, the merchant's clerk",m,,1847,m,0
36636,7245|Sulaiman,7245,1897,m,"Jókai, Mór,",The Lion of Janina;,m,,1897,m,0
44488,nyp.33433074799044|Prince,nyp.33433074799044,1918,m,"Barry, Alfred Scott.",The little girl who couldn't-get-over-it,m,,1918,m,0
9687,1338|Lewis,1338,1825,m,"Crawfurd, Archibald.",Tales of my grandmother,m,,1825,m,0
57264,uc1.b3347126|Barnum,uc1.b3347126,1942,m,"Shaw, Irwin,","Welcome to the city, | and other stories | $c: by Irwin Shaw.",m,,1942,m,0
69111,mdp.39015002234063|Josiah,mdp.39015002234063,1974,m,"Lamb, Hugh.",A wave of fear : | a classic horror anthology / | $c: edited by Hugh Lamb.,m,,1974,m,0
12505,4040|Charles,4040,1837,m,"Howard, Edward,",Midshipman's expedients,m,,1837,m,0
36981,14863|Johnson,14863,1890,m,"Smart, Hawley,",Without love or licence,m,,1890,m,0
71961,uc1.32106008371111|Thielmann,uc1.32106008371111,1987,m,"Loest, Erich.",The monument / | $c: Erich Loest ; translated from the German by Ian Mitchell.,m,,1987,m,0
9340,13690|Humphry,13690,1824,m,"Smollett, T. (Tobias),","The miscellaneous works of Tobias Smollett, M.D",m,,1824,m,0
29474,13195|Georgie,13195,1875,m,"Jefferies, Richard,",Restless human hearts,m,,1875,m,0
37155,1856|Mr.Lyndsay,1856,1894,m,"Mitchell, S. Weir (Silas Weir),",When all the woods are green;,m,,1894,m,0
13782,8187|Giafar,8187,1836,m,"Spring, Samuel.",Giafar al Barmeki,m,,1836,m,0
71992,mdp.39015014950367|HoraceNewcomb,mdp.39015014950367,1989,m,"Hannah, Barry.",Boomerang / | $c: Barry Hannah.,m,,1989,m,0
28295,6698|LordEdward,6698,1871,m,"O'Farrell, Burke.",Cold comfort;,m,,1871,m,0
29901,8125|Joshua,8125,1872,m,"Farjeon, B. L. (Benjamin Leopold),",Joshua Marvel,m,,1872,m,0
28738,8574|Chevalier,8574,1878,m,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,m,,1878,m,0
24737,10523|Bill,10523,1860,m,"Bennett, Emerson,",Forest and prairie;,m,,1860,m,0
48143,mdp.49015002005974|CharlesVentnor,mdp.49015002005974,1922,m,"Galsworthy, John,",The works of John Galsworthy.,m,,1922,m,0
65019,osu.32435053366464|Mr.McCreary,osu.32435053366464,1968,m,"Cogswell, Theodore R.",The third eye / | $c: Theodore Cogwswell.,m,,1968,m,0
72339,uc1.32106017829828|Fred,uc1.32106017829828,1987,m,"Vollmann, William T.",You bright and risen angels : | a cartoon / | $c: William T. Vollmann ; with drawings by the author.,m,,1987,m,0
48620,mdp.49015002006105|Donny,mdp.49015002006105,1922,m,"Galsworthy, John,",The works of John Galsworthy.,m,,1922,m,0
33103,8785|Bob,8785,1888,m,"Gunter, Archibald Clavering,",Miss Nobody of Nowhere;,m,,1888,m,0
37276,9691|Monsieur,9691,1897,m,"(Sidney Kilner) Levett-Yeats, S.",The chevalier d'Auriac,m,,1897,m,0
13535,13997|Halloway,13997,1832,m,"Richardson, John,",Wacousta;,m,,1832,m,0
56962,wu.89079729414|Gott,wu.89079729414,1944,m,"Moorehead, Alan,","African trilogy : | comprising Mediterranean front, A year of battle, The end in Africa : a personal account of the three years' struggle against the axis in the Middle East and North Africa, 1940-3 / | $c: Alan Moorehead ; with a foreword by Field-Marshal Viscount Wavell.",m,,1944,m,0
68712,mdp.39015033393961|Jesus,mdp.39015033393961,1974,m,"Montherlant, Henry de,",The boys; | a novel; | $c: translated by Terence Kilmartin.,m,,1974,m,0
32798,11352|Dickson,11352,1880,m,"Sir, Scott, Walter,",The heart of Mid-Lothian ; Castle dangerous,m,,1880,m,0
77059,uc1.32106014453077|Jackson,uc1.32106014453077,1993,m,"Dexter, Colin","Morse's greatest mystery, and other stories / | $c: Colin Dexter",m,,1993,m,0
12945,10355|HarryWakefield,10355,1834,m,"Sir, Scott, Walter,",Waverley novels,m,,1834,m,0
52332,mdp.39015059415763|Mr.Carter,mdp.39015059415763,1930,m,"Norris, Charles Gilman,",Seed | [a novel of birth control] | $c: by Charles G. Norris.,m,,1930,m,0
53129,mdp.39015070218824|LevZolotsky,mdp.39015070218824,1939,m,"River, Walter Leslie,","The Torguts, | $c: by W. L. River.",m,,1939,m,0
21554,3503|Dawson,3503,1850,m,"McConnel, John Ludlum,",Grahame,m,,1850,m,0
41884,nyp.33433075772685|Christopher,nyp.33433075772685,1908,m,"Williamson, C. N. (Charles Norris),",Scarlet runner,m,,1908,m,0
56001,uc1.$b243908|Polen,uc1.$b243908,1941,m,"Homes, Geoffrey,",Forty whacks / | $c: Geoffrey Homes.,m,,1941,m,0
13184,1624|Wolstang,1624,1830,m,,The story-teller,m,,1830,m,0
2768,2485|Tommy,2485,1809,m,"Day, Thomas,",The history of Sandford and Merton,m,,1809,m,0
28150,14092|SignorBarone,14092,1870,m,"Trollope, Thomas Adolphus,",A siren,m,,1870,m,0
4213,8525|Mohammed,8525,1819,m,"Hope, Thomas,",Anastasius,m,,1819,m,0
61741,uc1.$b784248|WillBowar,uc1.$b784248,1953,m,"Henriques, Robert David Quixano,","A stranger here, | a novel.",m,,1953,m,0
57507,mdp.39015066704464|John,mdp.39015066704464,1946,m,"Fast, Howard,","The American, | a Middle Western legend, | $c: by Howard Fast.",m,,1946,m,0
69145,uc1.b4948805|Dr.Strydom,uc1.b4948805,1971,m,"McClure, James,",The steam pig / | $c: James McClure,m,,1971,m,0
69861,inu.39000003505075|Martin,inu.39000003505075,1974,m,"Kidel, Boris.",A flawed escape.,m,,1974,m,0
52875,mdp.39015035537268|SefioraSmith,mdp.39015035537268,1938,m,"McFee, William,",Derelicts; | a novel.,m,,1938,m,0
48881,uc1.32106015660035|Hubert,uc1.32106015660035,1924,m,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,m,,1924,m,0
64191,uc1.$b118705|Maurice,uc1.$b118705,1968,m,"Hayes, Douglas.",My father in his Dizzerbell.,m,,1968,m,0
49715,uc1.b3322327|Quin,uc1.b3322327,1921,m,"Birmingham, George A.,",Adventures of the night,m,,1921,m,0
37444,3868|Mr.Turveydrop,3868,1894,m,"Dickens, Charles,",The writings of Charles Dickens,m,,1894,m,0
71974,uc1.b4948297|NewYorkTimes,uc1.b4948297,1983,m,"Algren, Nelson,",The devil's stocking / | $c: Nelson Algren.,m,,1983,m,0
16655,14060|Stephen,14060,1841,m,"Hewlett, J. (Joseph),","Peter Priggins, the college scout",m,,1841,m,0
25063,7637|Mr.Handy,7637,1860,m,"Kennedy, John Pendleton,",Quodlibet,m,,1860,m,0
28378,14229|Phihp,14229,1871,m,"Fenn, George Manville,",The sapphire cross,m,,1871,m,0
49859,inu.30000077968737|Jean-Christophe,inu.30000077968737,1924,m,"Rolland, Romain,","Jean-Christophe: | Dawn, Morning, Youth, Revolt, | $c: by Romain Rolland; tr. by Gilbert Cannan.",m,,1924,m,0
65368,uc1.b4446378|Webster,uc1.b4446378,1969,m,"Herrick, William,",Hermanos! | A novel,m,,1969,m,0
36862,11497|Prince,11497,1896,m,"Winter, John Strange,",The strange story of my life,m,,1896,m,0
44055,nyp.33433075968796|BillyMcNamara,nyp.33433075968796,1910,m,"Roe, Clifford Griffith,",Panders and their white slaves,m,,1910,m,0
56123,mdp.39015005023513|Emil,mdp.39015005023513,1943,m,"Stegner, Wallace,",The Big Rock Candy mountain.,m,,1943,m,0
65053,pst.000013037970|Poe,pst.000013037970,1964,m,"Lawrence, D. H. (David Herbert),","The portable D. H. Lawrence / | $c: edited, and with an introduction, by Diana Trilling.",m,,1964,m,0
2122,15083|Solomon,15083,1808,m,"Lewis, M. G. (Matthew Gregory),",Romantic tales,m,,1808,m,0
45242,uc2.ark+=13960=t1gh9pw4v|Hubert,uc2.ark+=13960=t1gh9pw4v,1912,m,"Carter, Thomas Thellusson,",Shakespeare's stories of the English kings,m,,1912,m,0
13798,8428|Barnwell,8428,1830,m,"Blanchard, Edward Lytton.","The life of George Barnwell; or, The London apprentice of the last century",m,,1830,m,0
64357,mdp.39015002742651|Morgan,mdp.39015002742651,1967,m,"Rollins, Bryant,",Danger song.,m,,1967,m,0
29816,13882|Aubrey,13882,1873,m,"Richards, Alfred Bate,",So very human,m,,1873,m,0
48559,mdp.39076001126791|Craig,mdp.39076001126791,1929,m,"Thwing, Eugene,","The world's best one hundred detective stories | (in ten volumes) | $c: Eugene Thwing, editor-in-chief.",m,,1929,m,0
77382,inu.30000052150137|Marko,inu.30000052150137,1995,m,"Seymour, Gerald.",The heart of danger / | $c: Gerald Seymour.,m,,1995,m,0
53677,uc1.32106001615589|Max,uc1.32106001615589,1936,m,"Asch, Sholem,","The war goes on, | $c: by Shalom Asch; translated by Willa and Edwin Muir.",m,,1936,m,0
48456,uc1.b4795103|Francis,uc1.b4795103,1924,m,"Merezhkovsky, Dmitry Sergeyevich,",The romance of Leonardo da Vinci / | $c: by Dmitri Merejkowski ; authorized translation from the Russian by Herbert Trench.,m,,1924,m,0
61761,uc1.$b684914|Arthur,uc1.$b684914,1953,m,"Ash, Bernard.",Silence for his worship.,m,,1953,m,0
47952,nyp.33433076031297|Jerome,nyp.33433076031297,1923,m,"Cobb, Irvin S. (Irvin Shrewsbury),",The works of Irvin S. Cobb.,m,,1923,m,0
16835,14712|ArchibaldCrump,14712,1840,m,"Cushing, Paul.",The bull i' th' thorn,m,,1840,m,0
36033,4407|Box,4407,1899,m,"Barmby, Cuthbert.",James Cope,m,,1899,m,0
75950,mdp.39015040690193|Roy,mdp.39015040690193,1997,m,"Barich, Bill.",Carson Valley : | a novel / | $c: Bill Barich.,m,,1997,m,0
52685,uc1.$b322829|Hugo,uc1.$b322829,1934,m,"Brier, Royce,","Reach for the moon, | $c: by Royce Brier.",m,,1934,m,0
72695,uc1.b4975963|Nordau,uc1.b4975963,1988,m,"McGrath, Patrick,",Blood and water and other tales / | $c: Patrick McGrath.,m,,1988,m,0
16252,5353|Bellefonds,5353,1846,m,"Herbert, Henry William,","Marmaduke Wyvil; or, The maid's revenge",m,,1846,m,0
