word,docfreq
said,2275
had,1688
was,1520
eyes,1260
face,1093
head,1089
hand,1079
went,1049
looked,1046
took,973
came,967
made,964
knew,921
thought,909
saw,872
turned,869
asked,839
told,835
felt,825
hands,816
was-told,797
found,784
mind,777
was-asked,764
is,747
did,742
have,741
sat,739
heard,720
voice,719
come,718
left,712
father,707
gave,685
stood,677
began,658
got,649
put,646
heart,644
know,623
life,609
spoke,602
go,593
lips,580
way,569
was-see,568
replied,560
see,557
seen,541
returned,539
do,538
has,537
arms,532
smiled,522
called,522
been,519
mother,516
wanted,516
going,515
continued,514
cried,514
feet,514
say,513
be,508
was-tell,508
friend,501
hair,500
seemed,492
walked,489
held,486
added,483
answered,479
gone,475
arm,475
own,475
tried,464
laughed,462
take,454
kept,454
done,446
let,436
name,431
mouth,429
entered,422
shook,418
brought,418
make,408
opened,408
look,405
taken,400
stopped,400
room,399
drew,398
back,391
passed,391
friends,389
was-left,387
side,387
eye,386
get,384
met,383
says,378
think,378
was-cried,376
was-saw,375
body,373
started,369
tell,367
house,366
was-replied,365
reached,364
read,360
received,358
were,358
loved,355
rose,354
used,351
whispered,348
exclaimed,345
chair,343
words,343
moved,342
set,341
shoulders,341
followed,339
fingers,338
want,337
ran,336
appeared,335
thoughts,333
given,332
able,329
nodded,329
lay,328
find,327
watched,326
shoulder,325
was-take,319
fell,317
give,316
paused,314
was-seen,314
sent,312
lost,311
wished,308
remembered,308
neck,307
knees,303
was-took,303
threw,302
companion,302
raised,299
hear,298
manner,298
lived,297
was-met,296
feel,295
sitting,295
looking,294
home,293
glanced,292
's,291
arrived,290
listened,289
was-called,288
love,286
presence,285
waited,284
caught,284
cheeks,284
known,283
standing,281
liked,276
stared,274
was-found,274
stepped,273
was-know,271
like,270
work,270
learned,270
help,269
repeated,269
place,269
bed,267
coming,266
ear,266
return,266
answer,265
believed,265
expected,265
pocket,265
finished,264
was-followed,263
hat,262
leave,261
meant,260
laid,259
was-brought,258
feelings,258
cheek,258
dropped,256
led,255
time,255
sure,254
turn,254
ears,253
leaned,253
explained,252
was-put,252
family,251
attention,251
understand,250
broke,249
decided,248
nose,248
pulled,248
was-ask,247
teeth,246
picked,246
seat,245
legs,245
forehead,244
carried,242
appearance,242
wrote,242
doing,241
throat,240
was-exclaimed,240
observed,240
soul,240
breath,239
part,239
hoped,238
speak,237
was-led,237
understood,237
pointed,235
talked,233
noticed,231
hesitated,231
knows,230
was-had,230
tongue,230
person,228
was-made,227
wondered,227
recognised,226
realised,224
wore,223
showed,222
believe,221
door,220
refused,220
discovered,218
sighed,217
child,215
placed,215
dress,215
was-find,213
???,213
remained,212
thinking,211
breast,211
coat,210
was-got,209
character,209
needed,209
aware,209
agreed,209
was-meet,208
was-loved,208
pressed,207
wants,206
closed,206
clothes,206
was-taken,205
afraid,204
hurried,203
glad,203
position,202
was-leave,201
horse,200
promised,199
declared,199
gazed,199
spent,198
shouted,198
murmured,197
master,197
insisted,196
features,196
was-gone,196
much,196
trying,195
managed,193
care,193
considered,192
changed,192
pushed,192
died,192
was-struck,191
paid,191
spoken,190
remarked,190
keep,190
looks,190
was-knew,190
was-surprised,189
wish,189
dead,188
joined,188
was-watched,187
waiting,186
lifted,186
worked,186
was-given,186
right,185
touched,185
tone,184
smile,183
visit,183
thinks,182
having,181
call,181
death,181
was-held,181
kissed,180
was-have,180
happy,179
offered,178
demanded,178
nature,177
suffered,177
ready,176
letter,176
bosom,176
sought,176
handed,176
was-sent,175
foot,175
saying,175
watch,174
was-caught,174
talk,173
approached,173
does,172
feared,172
was-kissed,171
slept,171
accepted,171
comes,171
talking,171
recovered,171
chin,170
inquired,170
was-known,170
forgotten,170
remember,170
brain,168
ask,167
crossed,167
married,167
slipped,166
ordered,166
proceeded,166
silent,165
making,164
lap,164
jumped,164
figure,163
brow,163
story,162
finger,162
taking,162
hated,161
strength,161
parents,161
was-reminded,160
rushed,160
muttered,159
walk,158
reply,158
resumed,158
admitted,158
sleep,157
lip,156
forgot,156
cut,156
good,156
was-love,156
was-carried,156
age,156
possessed,156
day,155
surprise,155
run,155
years,155
lover,154
seem,153
played,153
spirit,153
absence,153
was-get,153
getting,153
seized,152
glass,152
chest,152
suggested,152
opinion,152
arrival,152
resolved,151
memory,151
power,151
enjoyed,150
stay,150
bowed,150
was-continued,150
was-help,150
grew,150
stayed,150
shrugged,149
intended,149
mentioned,149
conduct,149
expressed,148
imagined,148
allowed,147
was-answered,147
was-telling,146
waved,146
departure,146
stand,146
struck,146
was-follow,145
uttered,145
sprang,145
determined,144
companions,144
was-bring,144
duty,143
was-married,143
sense,142
dared,142
chose,141
failed,141
stop,140
written,140
knowledge,139
need,138
was-heard,138
tears,138
goes,138
countenance,138
desire,138
was-marry,138
feeling,137
wait,137
drove,137
sank,137
begun,136
bring,136
escape,136
case,136
hold,136
live,136
was-added,135
was-watching,135
try,135
days,135
lying,135
desk,134
money,134
was-done,134
bear,134
bought,134
shoes,133
was-leaving,133
shut,133
move,133
announced,133
was-startled,132
business,131
helped,131
was-call,131
imagination,131
regarded,131
rode,130
was-let,130
bedroom,129
youth,129
was-assured,129
assured,129
sit,128
was-liked,128
prepared,128
drank,128
was-dressed,128
anxious,128
cast,127
fate,127
hope,127
fallen,127
men,126
round,126
was-hurt,125
was-keep,125
company,124
blood,124
die,124
was-seated,124
children,124
was-lost,124
account,124
hung,124
was-seeing,123
protested,123
succeeded,123
mean,123
kind,123
was-recognised,123
cousin,122
was-save,122
beauty,122
was-informed,122
fall,122
retired,121
senses,121
listen,121
was-turned,121
withdrew,121
word,121
was-determined,121
perceived,121
forget,121
guessed,121
grinned,121
was-engaged,120
use,120
knee,120
speech,120
anger,120
awoke,120
interest,120
was-forced,120
ventured,120
experienced,120
hastened,120
gaze,119
smiling,119
was-born,119
more,119
certain,119
office,119
poured,119
was-invited,119
proposed,119
pleased,118
meet,118
blushed,118
purpose,118
uncle,118
share,117
stomach,117
disappeared,117
show,117
fortune,117
question,117
situation,117
conscious,117
was-thought,116
heels,116
supposed,116
addressed,116
concluded,116
was-pleased,116
was-used,116
was-joined,115
apartment,115
missed,114
suspected,114
interrupted,114
skin,114
breathed,114
arose,113
best,113
happiness,113
free,113
stretched,113
glance,113
efforts,112
was-urged,112
fist,112
recalled,112
young,112
was-touched,111
removed,111
fears,111
gathered,111
flung,111
advanced,111
expression,111
close,111
pride,111
steps,110
proud,110
walking,110
gasped,110
was-kept,110
burst,109
passion,109
desired,108
write,108
window,108
temper,108
wearing,108
visited,108
marriage,108
unable,108
climbed,108
journey,107
was-set,107
was-hear,107
leapt,107
sorry,107
cared,106
speaking,106
longed,106
condition,106
reflected,106
settled,106
courage,106
experience,106
waist,106
was-whispered,105
begged,105
was-seized,105
holding,105
state,105
studied,105
was-drew,105
shot,105
fear,105
health,104
assumed,104
spirits,104
watching,104
reading,103
presented,103
was-send,103
was-like,103
will,103
chamber,102
shirt,102
book,102
surprised,102
swung,102
rolled,102
plans,101
angry,101
knocked,101
was-obliged,101
form,101
table,101
conscience,101
frame,100
makes,100
struggled,100
dreamed,100
promise,100
intention,100
saved,99
shuddered,99
was-taking,99
wishes,99
was-killed,99
preferred,99
bag,99
busy,99
beginning,99
seems,99
career,99
bore,99
hopes,99
conversation,99
invited,98
attitude,98
attempted,98
tore,98
was-introduced,98
suit,98
sake,98
self,98
step,98
first,97
was-stopped,97
beheld,97
reach,97
interested,97
chosen,97
handkerchief,97
thrust,97
send,97
examined,96
ate,96
confidence,96
tells,96
forced,96
was-helped,96
laughing,96
was-thanked,96
party,96
pockets,96
willing,95
act,95
avoided,95
appear,95
was-greeted,95
gets,95
was-kill,95
was-prepared,95
was-inquired,95
working,95
delighted,94
was-do,94
old,94
request,94
