word,docfreq
said,2210
had,1772
was,1513
eyes,1353
face,1168
looked,1124
hand,1123
head,1113
came,1091
thought,1062
knew,1057
went,1051
took,1032
felt,999
made,995
saw,947
found,887
is,887
turned,885
heart,880
mind,867
asked,852
mother,847
hands,835
left,831
told,827
was-told,821
father,819
heard,802
sat,793
did,790
have,787
voice,780
gave,769
was-asked,757
come,757
life,752
stood,706
was-see,700
spoke,699
began,697
put,673
know,669
go,664
has,650
way,643
do,624
see,621
be,618
own,618
returned,600
going,599
called,599
friend,597
replied,594
got,588
seen,588
arms,587
lips,581
been,578
say,572
added,556
think,549
was-tell,545
gone,530
arm,530
seemed,520
cried,519
wanted,513
continued,511
hair,511
look,504
room,500
held,499
smiled,497
name,496
feet,496
answered,495
entered,493
take,490
done,488
walked,486
brought,484
let,470
was-cried,463
loved,462
friends,461
wished,454
drew,453
tried,453
was-left,453
says,450
house,448
taken,438
opened,436
kept,433
thoughts,432
stopped,431
make,431
were,430
exclaimed,428
tell,425
laughed,423
met,419
passed,416
was-replied,415
received,410
love,407
started,406
was-saw,402
words,399
read,398
side,397
get,396
used,393
shook,393
home,392
feel,391
rose,388
return,387
give,382
appeared,380
eye,377
mouth,374
manner,374
chair,373
set,373
find,371
followed,367
was-seen,366
liked,366
paused,365
family,362
watched,358
remembered,357
believed,354
back,354
lived,352
caught,352
want,352
feelings,347
coming,346
able,344
place,344
speak,341
ran,340
given,338
attention,336
listened,335
sent,335
help,335
threw,335
leave,332
fingers,330
shoulder,328
reached,327
like,327
waited,325
whispered,324
lost,323
meant,322
was-found,320
hear,318
soul,317
hoped,316
wrote,316
time,315
child,314
looking,312
raised,312
presence,312
was-exclaimed,311
was-met,311
was-gone,309
sure,308
was-take,308
work,307
fell,305
leaned,305
was-followed,304
companion,304
answer,302
moved,302
cheeks,302
laid,301
shoulders,300
expected,299
was-called,299
cheek,299
lay,298
known,298
happy,291
knees,289
was-brought,288
was-ask,287
repeated,286
wish,286
learned,284
looks,281
was-loved,277
was-know,276
sighed,276
hat,276
bed,275
observed,275
was-meet,274
care,274
understood,274
sitting,274
arrived,273
glanced,273
talked,271
much,271
neck,269
was-made,268
knows,267
understand,267
ear,266
was-put,265
carried,264
part,264
led,262
doing,262
person,261
ears,261
was-took,261
considered,260
promised,260
turn,259
declared,257
master,257
body,256
dress,255
character,254
visit,254
appearance,253
forehead,251
believe,250
dropped,249
wore,248
wants,248
glad,247
was-leave,245
's,245
explained,243
pocket,243
was-find,243
broke,243
hesitated,242
finished,242
standing,242
offered,240
died,239
spent,238
aware,238
placed,237
breath,236
seat,234
wondered,234
noticed,234
was-have,234
was-had,234
was-led,232
thinks,231
lifted,231
feared,231
power,229
pressed,228
nodded,228
letter,227
thinking,226
departure,225
breast,223
throat,220
marriage,220
decided,219
smile,219
tone,219
was-sent,218
countenance,218
was-struck,217
door,216
stay,216
comes,216
was-taken,216
closed,216
remarked,215
married,215
nature,214
remained,214
discovered,214
showed,214
does,211
pulled,211
saying,210
children,210
was-knew,210
desired,209
insisted,209
ready,208
inquired,208
keep,208
suffered,207
good,207
joined,207
silent,207
forgot,206
conduct,206
forgotten,205
grew,205
pointed,204
refused,204
afraid,204
stepped,204
kissed,204
was-married,204
cousin,203
was-love,203
was-given,203
bosom,202
arrival,201
spirits,200
was-bring,200
wishes,199
talk,199
gazed,199
paid,199
was-seeing,198
was-continued,198
stared,197
pushed,197
proceeded,197
dead,196
bear,196
age,196
brow,196
enjoyed,195
uncle,195
spirit,195
absence,195
murmured,194
was-surprised,194
opinion,194
talking,192
was-known,192
approached,192
slept,192
remember,192
teeth,191
recognised,191
death,191
picked,190
spoken,189
was-watched,189
was-added,188
ask,188
intended,188
health,188
position,187
expressed,187
sought,187
call,186
pleased,185
changed,184
tears,184
was-obliged,184
reply,184
parents,184
was-marry,184
dared,184
hurried,183
figure,183
resolved,183
day,182
was-heard,182
agreed,182
determined,181
coat,181
legs,180
trying,179
strength,179
making,179
walk,179
tongue,179
was-telling,178
right,177
nose,177
having,177
clothes,177
temper,176
uttered,175
days,175
duty,175
memory,174
young,173
fortune,173
imagination,173
taking,173
sleep,172
account,172
sense,171
realised,171
surprise,171
youth,171
foot,171
hated,170
stand,170
possessed,170
brain,170
was-reminded,169
watch,169
happiness,169
desire,169
live,169
conscious,169
touched,168
needed,168
bring,168
begged,167
accepted,167
features,167
supposed,167
sorry,167
horse,166
suggested,165
lip,165
was-answered,165
waiting,164
perceived,164
drove,163
bowed,163
played,162
mentioned,162
years,162
seem,161
longed,161
chose,161
beauty,161
story,160
smiling,160
forget,160
hold,160
hopes,160
allowed,159
fancied,158
companions,158
???,158
need,158
was-help,157
recovered,157
assured,156
was-assured,156
cast,155
pride,155
was-held,154
hope,154
aunt,154
was-informed,154
ordered,154
finger,153
demanded,153
worked,153
managed,152
cared,152
was-call,152
lap,152
sake,152
hastened,152
more,151
ventured,151
sit,150
acquaintance,150
anxious,150
was-pleased,150
written,150
was-leaving,149
crossed,149
retired,149
resumed,148
affection,148
situation,148
rushed,147
lover,147
fond,147
fears,147
shut,146
wait,146
flung,146
question,146
run,146
letters,145
was-engaged,144
was-got,144
sprang,144
was-kissed,144
addressed,144
was-thought,143
was-determined,143
was-drew,143
old,143
kind,143
plans,142
endeavoured,142
was-returned,142
seized,142
announced,142
round,142
intention,142
was-liked,141
goes,141
was-gave,141
imagined,141
journey,141
was-keep,141
interest,141
concluded,141
was-watching,140
book,140
try,140
knowledge,140
was-like,140
mean,140
was-done,140
bore,140
steps,139
feeling,139
was-carried,139
was-taught,139
walking,138
anxiety,138
beheld,138
speaking,138
marry,138
informed,137
business,137
was-follow,137
delighted,137
promise,137
obeyed,137
urged,137
conversation,137
failed,136
fate,136
bought,136
was-let,136
proud,135
was-born,135
attempted,135
interrupted,135
window,135
regarded,135
advanced,135
struck,135
slipped,134
chin,134
write,134
apartment,134
case,134
money,134
breathed,133
was-inquired,133
frame,132
was-expected,132
busy,132
likes,132
gathered,132
proposed,132
loves,131
senses,131
cut,131
request,131
getting,131
chamber,130
company,130
seated,130
knee,130
prepared,130
die,130
grown,130
pleasure,130
taste,129
suspected,128
means,128
handed,128
muttered,128
was-hear,128
passion,128
was-accompany,127
state,127
blushed,127
self,127
step,127
burst,126
was-kept,126
disappeared,126
wept,126
succeeded,126
ceased,126
was-startled,126
was-lost,126
was-touched,125
seems,125
grief,125
fallen,125
was-caught,125
watching,125
gaze,124
thanked,124
was-invited,124
affairs,124
stayed,124
rode,124
glance,124
was-used,124
admitted,123
was-send,123
was-persuaded,123
was-save,123
lying,123
meet,122
word,122
sank,122
will,122
conscience,122
efforts,121
reading,121
living,121
was-received,121
laughing,121
beginning,121
fear,121
angry,120
expect,120
appear,120
use,119
helped,119
anger,119
move,119
table,119
was-give,118
was-convinced,118
was-get,118
existence,117
was-hurt,117
favour,117
was-reached,117
free,117
expression,117
best,116
poured,116
object,115
half,115
clasped,115
shown,115
settled,115
missed,115
confidence,114
was-accustomed,114
offer,114
presented,114
withdrew,114
gained,114
show,114
are,114
was-placed,114
hung,114
escape,114
carriage,114
jumped,114
experienced,114
kindness,113
saved,113
first,113
was-seized,113
allow,113
arose,113
taught,113
willing,113
admired,113
recalled,113
ideas,113
manners,113
form,113
was-please,112
begun,112
silence,112
was-do,112
plan,112
was-seated,112
was-turned,111
was-passed,111
chosen,111
was-said,111
dreaded,110
notice,110
follow,110
fall,110
shrugged,109
lose,109
listen,109
knelt,109
joy,109
holding,108
acted,108
stretched,108
shouted,108
fault,108
was-set,108
was-dressed,108
country,107
was-joined,107
was-taking,107
was-urged,107
illness,107
chest,107
visited,107
elbow,107
reach,107
nerves,107
judgement,106
speech,106
duties,106
waved,105
was-regarded,104
stooped,104
tells,104
trust,104
struggled,104
stop,104
interested,104
was-thanked,104
guessed,104
servant,104
consent,104
touch,104
was-come,103
desk,103
learn,103
lingered,103
doubted,102
share,102
send,102
resolution,102
was-filled,102
glass,102
reflected,102
persisted,101
removed,101
ashamed,101
office,101
protested,101
purpose,101
view,101
dreams,101
was-forced,101
calls,101
courage,101
choice,101
guest,100
tired,100
thrown,100
makes,100
property,100
unable,100
was-introduced,100
advice,100
quitted,99
one,99
pillow,99
grasp,99
blood,99
skin,99
change,99
drank,99
movements,99
favourite,99
awoke,99
pale,99
was-prevented,99
was-persuade,98
guests,98
books,98
surprised,98
preferred,98
handkerchief,98
recollected,98
was-greeted,98
bade,98
was-make,98
was-recognised,98
satisfaction,97
declined,97
laugh,97
niece,97
treated,97
was-treated,97
education,97
present,97
curiosity,97
won,97
cause,97
was-moved,97
telling,97
was-prepared,97
fixed,96
society,96
year,96
mood,96
play,96
gasped,96
childhood,96
listening,96
flew,96
sees,96
shuddered,96
bit,96
departed,96
limbs,96
sorrow,95
behaviour,95
playing,95
was-interrupted,95
emotion,95
was-addressed,95
better,95
grave,95
was-accompanied,95
party,95
suffer,95
fancy,95
brows,95
success,95
address,94
trembled,94
pursued,94
gets,94
leaning,94
distress,94
powers,94
described,94
covered,94
writing,94
command,94
suppose,93
descended,93
reason,93
acknowledged,93
was-wanted,93
was-helped,93
folded,93
consented,93
cap,93
takes,93
determination,92
was-whispered,92
sunk,92
was-relieved,92
dreamed,92
attempt,92
people,92
was-satisfied,92
colour,92
reminded,92
clung,92
was-asking,91
invited,91
was-roused,91
was-observed,91
accompanied,91
arranged,91
assumed,91
rest,91
purse,91
was-lead,91
sight,90
attitude,90
visitor,90
avoided,90
honour,90
start,90
attended,90
affections,90
owed,90
lives,89
trusted,89
requested,89
was-remarked,89
engaged,89
ate,88
receive,88
nephew,88
gratitude,88
charge,88
certain,88
enter,88
gown,88
content,88
comfort,88
condition,88
suit,88
pass,88
formed,88
yielded,88
was-bound,88
accept,87
leaving,87
was-stopped,87
was-tired,87
dream,87
things,87
experience,87
was-amused,87
entrance,87
was-surrounded,86
influence,86
wandered,86
tore,86
was-allowed,86
assistance,86
was-acquainted,86
point,86
betrayed,86
night,86
confessed,85
bedroom,85
study,85
open,85
pockets,85
alive,85
woke,85
little,85
birth,85
safe,85
maid,85
visits,85
turning,84
filled,84
knocked,84
dare,84
grandmother,84
emotions,84
consider,84
forced,84
was-puzzled,84
rang,83
stole,83
act,83
regretted,83
happened,83
astonishment,83
feels,83
eyelids,83
complained,83
friendship,83
sick,83
owned,82
men,82
ways,82
dressed,82
pay,82
wiped,82
fellow,82
thrust,82
delight,82
remain,82
shoes,81
full,81
was-approached,81
was-frightened,81
peace,81
was-felt,81
