volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
10030|Marjorie,1897,1897,0,1897,f,,0.9999999999999998,0.568191286268,1,1,"Sir, Balfour, Andrew,",By stroke of sword;,f
10034|Moses,1878,1878,0,1878,m,,0.9999999999999998,0.508935871258,0,1,"Habberton, John,","Budge and Toddie, their haps and mishaps",m
10045|ClaraHoward,1827,1827,0,1827,f,,0.999999999999999,0.520575464531,1,1,"Brown, Charles Brockden,",The novels of Charles Brockden Brown,f
10058|Dolores,1895,1895,0,1895,f,,1.0000000000000009,0.543677716671,1,1,"Allen, Grant,",The woman who did,f
10059|Philip,1807,1807,0,1807,m,,0.9999999999999978,0.482875949782,0,1,"Kotzebue, August von,",Novellettes,m
10070|Taylor,1890,1890,0,1890,m,,1.0,0.475210930273,0,1,"Howells, William Dean,",A boy's town,m
10081|Mrs.Sullivan,1888,1888,0,1888,f,,0.9999999999999996,0.57751458456,1,1,"Yeats, W. B. (William Butler),",Fairy and folk tales of the Irish peasantry,f
10084|Julia,1877,1877,0,1877,f,,0.9999999999999997,0.508546011866,1,1,"Rae, Robert. [from old catalog]",Newport,f
10086|Helen,1860,1860,0,1860,f,,1.0000000000000058,0.54758654482,1,1,"(Timothy Shay), Arthur, T. S.",The old man's bride,f
10115|Gussie,1896,1896,0,1896,f,,0.9999999999999991,0.525553281646,1,1,"Townsend, F. Martin,",Assorted colours,f
10121|Cotteril,1827,1827,0,1827,m,,0.9999999999999992,0.472262911947,0,1,"Banim, John,",Tales,m
10123|Cecilia,1801,1801,0,1801,f,,1.000000000000007,0.495745856609,1,1,"Proby, William C.",The spirit of the castle,f
10149|Halbert,1820,1820,0,1820,m,,0.999999999999993,0.477159939767,0,1,"Sir, Scott, Walter,",The monastery,m
1014|Mrs.Barker,1880,1880,0,1880,f,,0.9999999999999996,0.509479064314,1,1,"Pierce, Gilbert A. (Gilbert Ashville),","Zachariah, the congressman;",f
10166|CharlesCalvert,1854,1854,0,1854,m,,1.0000000000000002,0.459148144791,0,1,"Kennedy, John Pendleton,",Kennedy's works,m
10179|Dick,1869,1869,0,1869,m,,0.9999999999999991,0.423654233777,0,1,"Sir, Baker, Samuel White,",Cast up by the sea,m
