word,docfreq
said,2243
had,1743
was,1590
eyes,1305
face,1210
hand,1207
head,1119
went,1111
came,1074
looked,1064
took,1058
made,1042
is,1018
thought,989
knew,971
heart,948
felt,945
saw,938
mind,911
hands,876
found,854
asked,848
left,840
father,827
mother,814
turned,812
was-asked,804
life,804
come,798
have,771
did,771
heard,769
was-told,754
told,748
has,735
sat,734
gave,725
way,687
began,685
voice,685
spoke,684
was-see,680
go,675
stood,674
replied,672
know,652
do,651
lips,642
put,634
returned,622
be,619
added,609
been,608
own,593
friend,591
entered,587
continued,586
seen,584
see,584
answered,579
say,567
arms,554
cried,553
got,546
was-tell,544
says,540
room,538
seemed,538
think,536
name,533
arm,523
called,519
take,517
side,516
going,516
was-replied,514
gone,514
was-cried,508
held,504
done,502
was-left,499
drew,494
feet,493
look,492
exclaimed,491
taken,486
received,481
friends,481
walked,479
make,479
brought,476
loved,474
hair,472
words,462
manner,460
passed,457
love,456
home,451
met,450
were,446
kept,440
rose,439
read,438
thoughts,433
tell,432
wished,428
let,427
tried,417
give,409
opened,409
started,406
return,404
was-exclaimed,402
laughed,401
eye,399
house,391
was-saw,390
was-seen,388
companion,384
chair,380
place,379
set,379
wanted,376
smiled,373
presence,369
followed,364
feel,363
stopped,357
get,356
speak,354
lived,351
lost,351
find,348
was-met,347
shook,345
liked,344
leave,344
was-found,340
help,339
like,339
sent,339
remembered,337
soul,337
caught,334
work,333
was-loved,333
was-take,332
listened,332
used,331
part,329
laid,329
appeared,328
back,328
coming,327
given,327
was-called,325
feelings,324
was-ask,321
child,321
much,320
able,320
fell,317
hat,316
reached,315
dress,315
was-brought,314
nature,313
threw,313
learned,313
cheeks,312
lay,312
cheek,311
wrote,310
raised,310
paused,308
looking,307
mouth,306
wish,303
ran,303
time,300
fingers,300
was-know,300
sitting,298
was-followed,298
knows,298
appearance,298
seat,297
position,296
standing,295
ear,295
attention,295
known,293
was-took,293
was-meet,292
sure,292
visit,291
shoulder,290
believed,289
character,289
was-gone,288
was-put,285
pocket,285
whispered,285
ears,283
watched,282
care,281
hear,281
looks,280
repeated,276
neck,275
meant,274
answer,272
letter,270
knees,270
led,269
family,268
glad,268
expected,266
observed,265
was-love,265
moved,264
understand,263
was-made,262
hoped,258
forehead,258
thinks,258
grew,256
arrived,255
turn,255
promised,253
want,253
talked,253
happy,253
remarked,253
understood,252
spoken,251
master,251
comes,250
shoulders,249
believe,249
glanced,244
noticed,244
remained,243
placed,242
breast,242
was-find,242
bed,242
was-leave,241
was-struck,241
carried,240
declared,238
cousin,238
was-led,238
waited,238
departure,237
was-have,234
tone,234
person,234
power,233
broke,231
figure,230
brow,230
does,228
death,227
showed,226
was-continued,225
was-had,225
silent,225
was-sent,223
doing,223
intended,221
good,220
was-taken,219
was-marry,219
dropped,219
wore,219
keep,218
wants,217
breath,216
uttered,216
gazed,216
tears,215
features,215
hesitated,214
stay,213
absence,213
feared,212
horse,212
wondered,212
murmured,212
pressed,211
proceeded,211
ready,211
was-obliged,211
bear,211
wishes,210
door,210
strength,210
recovered,209
recognised,209
brain,209
conduct,209
kissed,208
was-knew,208
was-given,207
spent,205
resolved,205
stepped,205
opinion,205
leaned,205
was-answered,203
's,203
refused,202
died,202
reply,202
forgot,201
forgotten,201
dead,200
uncle,200
finished,200
sprang,200
approached,199
dared,199
determined,199
married,198
suffered,197
was-returned,196
was-bring,196
duty,196
bosom,195
sought,194
spirit,194
offered,194
lifted,194
considered,194
companions,192
countenance,192
tongue,191
day,191
inquired,190
hurried,190
aware,190
beauty,190
expressed,189
ask,189
sighed,189
was-added,189
thinking,189
lover,189
talk,188
marriage,188
arrival,188
proposed,188
account,188
fancied,188
was-engaged,186
joined,186
foot,185
was-known,185
slept,185
anxious,184
was-seeing,183
walk,183
resumed,182
children,182
happiness,182
bowed,182
age,181
teeth,180
hopes,180
desired,180
hope,179
pleased,179
call,178
discovered,178
aunt,178
cared,178
paid,178
sake,178
spirits,178
making,177
was-married,176
live,176
memory,176
taking,175
health,175
possessed,175
closed,174
best,174
smile,173
afraid,172
was-inquired,172
acquaintance,172
was-watched,171
finger,171
story,170
means,170
seized,169
bring,168
throat,168
days,168
was-help,168
was-kissed,168
cast,167
surprise,166
mean,166
money,166
fond,166
desire,165
talking,165
played,165
was-leaving,165
explained,164
allowed,164
chose,164
sorry,163
marry,163
more,162
round,162
remember,162
watch,162
body,162
promise,162
was-thought,162
case,162
succeeded,162
sense,161
accepted,161
was-carried,160
was-seated,160
book,160
fortune,160
changed,159
letters,159
perceived,158
intention,158
imagination,157
fallen,157
managed,157
right,157
pointed,157
rushed,157
having,157
was-save,156
written,156
was-surprised,156
likes,156
suggested,155
was-keep,155
supposed,155
longed,154
was-done,154
pushed,154
conscious,153
steps,153
was-heard,152
waiting,152
goes,152
half,151
lap,151
hastened,151
youth,150
insisted,150
coat,150
plans,150
question,150
decided,149
ceased,148
was-startled,148
sank,148
enjoyed,148
hold,147
young,147
addressed,147
loves,147
concluded,146
was-held,146
touched,146
fate,146
seem,146
bore,145
kind,145
nose,145
was-follow,145
sit,145
word,144
speaking,144
lip,144
senses,144
pride,144
are,144
temper,143
chamber,143
begun,143
smiling,143
pulled,143
regarded,143
retired,143
seated,143
years,142
run,142
was-determined,142
muttered,142
was-placed,142
efforts,142
interest,141
crossed,141
laughing,141
anxiety,141
journey,141
advanced,141
write,140
ventured,140
fall,140
frame,139
taste,139
conscience,139
speech,139
was-kept,139
delighted,138
walking,138
form,138
was-liked,138
knowledge,138
prepared,137
was-send,137
was-like,137
begged,137
forget,137
struck,137
was-telling,137
failed,137
request,136
proud,136
business,136
die,135
was-got,135
sleep,135
was-born,135
object,135
parents,135
agreed,134
step,134
grown,134
was-informed,134
reading,134
trying,134
drove,133
was-remarked,133
was-received,133
fears,133
shut,132
wait,132
declined,132
saying,132
appear,132
clothes,131
visitor,131
was-whispered,131
maid,131
rode,131
try,131
first,131
will,131
was-give,130
was-taking,130
was-call,129
escape,129
stand,129
worked,129
handed,129
willing,129
was-do,129
was-lost,128
endeavoured,128
window,128
fellow,127
was-invited,127
takes,127
gained,127
beginning,127
influence,126
glance,126
self,126
was-set,126
seems,126
presented,126
was-drew,125
duties,125
accompanied,125
pale,125
guest,125
was-watching,125
company,125
state,124
was-gave,124
meet,124
interrupted,124
ordered,123
lying,123
dreaded,123
grief,123
arose,123
old,123
was-thanked,122
carriage,122
blushed,122
was-please,122
present,122
was-caught,122
confidence,121
was-seized,121
mentioned,121
pleasure,121
was-pleased,121
fancy,121
purpose,121
hated,121
enter,121
was-regarded,121
angry,120
legs,120
course,120
feeling,120
was-accompany,120
living,119
table,119
was-urged,119
flung,119
experienced,119
allow,118
thanked,118
command,118
bade,118
was-touched,118
conversation,118
powers,118
show,117
needed,117
picked,117
was-treated,117
stayed,117
condition,116
was-expected,116
was-allowed,116
beheld,116
illness,116
handkerchief,115
imagined,115
pass,115
recalled,115
getting,115
affection,115
makes,114
free,114
acted,114
anger,114
send,114
withdrew,114
obeyed,114
was-accompanied,113
knelt,113
stooped,113
consented,113
experience,113
stretched,113
shown,113
awoke,113
affairs,113
consent,112
gathered,112
ideas,112
notice,112
disappeared,111
visited,111
advice,111
trust,111
career,111
sees,110
wont,110
was-compelled,110
was-assured,110
movements,110
was-addressed,110
won,110
need,109
silence,109
was-reminded,109
remain,109
knee,109
cut,109
offer,109
was-let,108
expression,108
was-satisfied,108
better,108
was-forced,108
descended,108
listen,108
was-recognised,108
books,107
guests,107
share,107
nodded,107
fear,107
was-persuaded,107
attempted,107
tells,107
trembled,106
likely,106
dare,106
childhood,106
burst,106
society,105
kindness,105
favour,105
was-dressed,105
expect,105
was-taught,104
informed,104
occupied,104
rejoined,104
dreamed,104
preferred,104
success,103
thrown,103
assured,103
party,103
favourite,103
secret,103
elbow,103
gaze,103
was-bound,102
clung,102
helped,102
existence,102
slipped,102
obtained,102
was-roused,101
rising,101
resolution,101
charge,101
urged,101
was-joined,101
grasp,101
was-rejoined,100
manners,100
passion,100
admiration,100
courage,100
yielded,100
was-hear,100
surprised,100
unable,99
wandered,99
blood,99
delight,99
ways,99
reach,99
content,98
fault,98
reflected,98
was-said,98
address,98
was-prevented,98
lives,98
was-turned,98
sight,98
lose,98
jumped,98
was-receive,97
bedroom,97
plan,97
cap,97
entrance,97
shrank,97
joy,96
was-used,96
chosen,96
niece,96
desk,96
full,96
was-accustomed,96
attempt,96
follow,96
happened,96
property,96
announced,96
play,95
engagement,95
was-laughed,95
watching,95
was-inclined,95
shuddered,95
history,94
treated,94
visits,94
was-reached,94
cause,94
act,94
taught,94
gets,94
was-murmured,94
settled,94
was-hurt,94
poured,93
turning,93
learn,93
gown,93
sorrow,93
use,93
servant,93
stared,93
views,93
was-addressing,93
judgement,93
was-carry,92
realised,92
lingered,92
was-get,92
saved,92
guessed,92
there,92
clasped,92
struggled,92
was-did,92
rang,92
described,91
pay,91
dressed,91
bought,91
host,91
was-prevent,91
dreams,91
was-troubled,91
apartment,90
was-approached,90
refuse,90
was-greeted,90
quitted,90
busy,90
wept,90
rest,90
satisfaction,90
was-resolved,90
nerves,90
curiosity,90
situation,90
little,90
strove,89
confessed,89
attitude,89
engaged,89
brows,89
emotion,89
study,89
relations,89
missed,89
disappointment,89
was-passed,89
faith,88
invited,88
enemy,88
nephew,88
knocked,88
people,88
was-asking,88
colour,88
complexion,87
grasped,87
produced,87
determination,87
glass,87
feels,87
was-make,87
was-forgive,87
pursued,87
suspected,87
formed,87
was-observed,87
bonnet,87
safe,86
assumed,86
honour,86
move,86
commenced,86
was-filled,86
acknowledged,86
was-puzzled,86
admired,86
habits,86
was-felt,86
reason,86
choose,86
receive,86
born,85
tones,85
responded,85
absent,85
suffering,85
country,85
trouble,85
path,85
parted,85
trusted,85
escaped,84
was-lead,84
pockets,84
affections,84
s,84
stole,84
was-prepared,84
beautiful,84
grave,84
playing,84
forgive,84
hung,84
dismissed,84
assistance,84
was-tired,84
drank,83
bit,83
behaviour,83
one,83
folded,83
remark,83
gives,83
certain,83
was-persuade,82
was-summoned,82
was-introduced,82
education,82
night,82
sisters,82
was-surrounded,82
was-moved,82
alive,82
holding,82
was-interrupted,82
owed,82
touch,82
breathed,82
tired,81
ease,81
future,81
examined,81
studies,81
prospects,81
doubt,81
fixed,81
resist,81
was-muttered,81
tore,81
cloak,81
air,80
recover,80
leaving,80
comfort,80
sympathy,80
doubted,80
mounted,80
suppose,80
strong,80
deemed,80
break,80
assented,80
anticipated,80
waist,80
suffer,80
regretted,80
regard,80
was-thank,79
interested,79
was-visit,79
pleaded,79
men,79
was-possessed,79
services,79
accept,79
control,79
avoided,78
task,78
forced,78
capable,78
residence,78
pillow,78
was-acquainted,78
service,78
was-come,78
was-frightened,78
neighbours,78
troubles,78
admitted,78
interests,77
mood,77
flew,77
persisted,77
ashamed,77
choice,77
breakfast,77
wound,77
weakness,77
carry,77
suit,77
wrong,77
was-saved,77
covered,77
stop,77
leaning,76
sex,76
join,76
was-amused,76
dinner,76
peace,76
agitation,76
departed,76
excitement,76
arranged,76
rooms,76
was-occupied,76
risen,76
was-echoed,75
fail,75
dream,75
introduced,75
satisfied,75
chin,75
entertained,75
attentions,75
astonishment,75
thrust,74
was-lifted,74
telling,74
filled,74
demanded,74
office,74
idea,74
grandfather,74
encountered,73
calls,73
was-understand,73
was-helped,73
sang,73
was-began,73
handsome,73
shouted,73
eyebrows,72
pipe,72
year,72
explain,72
cry,72
was-understood,72
creature,72
orders,72
was-driven,72
box,72
victim,72
remarks,72
