,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
68695,mdp.39015048706066|Norman,mdp.39015048706066,1975,m,"Estes, Winston M.,",Andy Jessup : | a novel / | $c: Winston M. Estes.,m,,1975,m,0
65222,uc1.b3347083|Hanson,uc1.b3347083,1966,m,"Kenyon, F. W. (Frank Wilson),","The absorbing fire; | the Byron legend, | $c: by F.W. Kenyon.",m,,1966,m,0
80933,mdp.39015049550273|Willy,mdp.39015049550273,2000,m,"Follett, Ken.",Code to zero / | $c: Ken Follett.,m,,2000,m,0
73261,mdp.39015010542689|Al,mdp.39015010542689,1982,m,"Dawson, Fielding,","Krazy Kat & 76 more : | collected stories, 1950-1976 / | $c: Fielding Dawson.",m,,1982,m,0
80178,mdp.39015062033207|Tony,mdp.39015062033207,2004,m,,"When we were little (women) / | $c: edited by Rhona Lopa-Macasaet, Patricia Estaban-Vergel de Dios.",u,,2004,m,0
81812,mdp.39015067731516|Wildman,mdp.39015067731516,2005,m,"Byrne, Peter,",The green eye / | $c: by Peter Byrne.,m,,2005,m,0
76103,mdp.39015045992362|GordonSquare,mdp.39015045992362,1998,m,,Literary Savannah / | $c: edited by Patrick Allen.,u,,1998,m,0
80141,uc1.32106012579162|MiltKramer,uc1.32106012579162,2000,m,"Lightman, Alan P.,",The diagnosis / | $c: Alan Lightman,m,,2000,m,0
69679,uc1.$b401415|Luis,uc1.$b401415,1970,m,"Chaquet, Virginia.",The gold in the glass; | a novel.,f,,1970,m,0
76741,mdp.39015052394924|O'Brien,mdp.39015052394924,1992,m,,In female disguise : | an anthology of English and American short stories and literary passages / | $c: edited by Peter Farrer.,u,,1992,m,0
61294,mdp.39015016452107|Hunter,mdp.39015016452107,1958,m,"Bowen, John,",After the rain.,m,,1958,m,0
76106,mdp.39015049525721|Talbot,mdp.39015049525721,1996,m,"Rotstein, Nancy-Gay.",Shattering glass / | $c: Nancy-Gay Rotstein.,u,,1996,m,0
69569,uc1.b5015186|Jack,uc1.b5015186,1974,m,"Cochrane, Ian,",Gone in the head : | a novel / | $c: by Ian Cochrane.,m,,1974,m,0
81233,mdp.39015073644463|Mr.Wang,mdp.39015073644463,2007,m,"Jin, Ha,",A free life / | $c: Ha Jin.,m,,2007,m,0
60838,uc1.$b86279|Barker,uc1.$b86279,1953,m,"Balchin, Nigel,",Private interests | $c: [by] Nigel Balchin.,m,,1953,m,0
81514,mdp.39015061322973|Tim,mdp.39015061322973,2004,m,,Death by Dickens / | $c: edited by Anne Perry.,u,,2004,m,0
68492,uc1.b4432416|Dr.Hamish,uc1.b4432416,1971,m,"Berkley, Sandra.",Coming attractions.,f,,1971,m,0
68951,mdp.39015042093800|George,mdp.39015042093800,1976,m,"Wentworth, Patricia.",Down under / | $c: Patricia Wentworth.,f,,1976,m,0
72666,uc1.b4948557|Shakespeare,uc1.b4948557,1982,m,"Fitzgerald, Penelope.",At Freddie's / | $c: Penelope Fitzgerald.,f,,1982,m,0
72376,inu.39000000339007|MrRoper,inu.39000000339007,1981,m,,Loving couples : | stories of love and marriage / | $c: edited by Alfred Bradley and Kay Jamieson.,u,,1981,m,0
80209,mdp.39015050303638|Lee,mdp.39015050303638,2000,m,"Hamilton, Jane,",Disobedience : | a novel / | $c: Jane Hamilton.,f,,2000,m,0
77634,mdp.39015061469972|Andre,mdp.39015061469972,1997,m,"McLaughlin, Christian.",Sex toys of the gods / | $c: Christian McLaughlin.,m,,1997,m,0
72445,mdp.39015013282994|Berrigan,mdp.39015013282994,1987,m,"Dunphy, Jack.",Dear genius-- : | a memoir of my life with Truman Capote / | $c: Jack Dunphy.,m,,1987,m,0
69780,uc1.b3158986|Arun,uc1.b3158986,1975,m,"Nahal, Chaman Lal,",Azadi / | $c: Chaman Nahal.,u,,1975,m,0
76424,mdp.39015041029953|SonnyMcCartney,mdp.39015041029953,1997,m,"Weaver, Gordon.",Four decades : | new and selected stories / | $c: Gordon Weaver.,m,,1997,m,0
64271,mdp.39015024079793|JackBarron,mdp.39015024079793,1967,m,"Van Leeuwen, Jean.",A time of growing. | $c: Edited by Jean Van Leeuwen.,f,,1967,m,0
80588,mdp.39015064282612|Latif,mdp.39015064282612,2005,m,"Ehateśāma, Mañzūra,",A dying banyan / | $c: Manzoor Ahtesham ; translated from the Hindi by Kuldip Singh.,u,,2005,m,0
65774,uc1.$b120121|Matthew,uc1.$b120121,1961,m,"Ehle, John,",Lion on the hearth ... / | $c: John Ehle.,m,,1961,m,0
77475,uc1.b4088736|Avtar,uc1.b4088736,1993,m,"Basu, Romen.",My own witness : | a novel / | $c: Romen Basu.,m,,1993,m,0
80745,mdp.39015066791131|JacquesGideon,mdp.39015066791131,2005,m,,"Nabanga : | an illustrated anthology of the oral traditions of Vanuatu / | $c: collected and transcribed by Paul Gardissat ; translation into English, Kendra Gates, Sara Lightner ; original illustrations, Jacques Harry Tenene, Joseph Samuel Thomas ; editor, Nicolas Mezzalira.",u,,2005,m,0
71945,mdp.39015056811998|EdmundSaex,mdp.39015056811998,1987,m,"Abbey, Lynn.",Unicorn & dragon / | $c: Lynn Abbey ; illustrated by Robert Gould.,u,,1987,m,0
77626,mdp.39015054096162|Koss,mdp.39015054096162,1991,m,"Powers, Richard,",The gold bug variations / | $c: Richard Powers.,m,,1991,m,0
61363,uc1.$b104391|Jesus,uc1.$b104391,1957,m,"Myrer, Anton.",The big war.,m,,1957,m,0
77681,mdp.39015032592092|Mollison,mdp.39015032592092,1994,m,"George, Elizabeth,",Playing for the ashes / | $c: Elizabeth George.,f,,1994,m,0
61434,mdp.39015031233144|Hubert,mdp.39015031233144,1954,m,"Duggan, Alfred Leo,",Leopards and Lilies.,m,,1954,m,0
73236,uc1.b4974641|Ben,uc1.b4974641,1985,m,"Sullivan, Nancy.",The treasury of English short stories / | $c: selected and with an introduction by Nancy Sullivan.,f,,1985,m,0
60680,mdp.39076002245467|Christopher,mdp.39076002245467,1954,m,"Dawson, Carley.",The Sign of the Seven Seas / | $c: by Carley Dawson ; illustrated by Lynd Ward.,m,,1954,m,0
77508,mdp.39015071149481|George,mdp.39015071149481,1998,m,"Lewis, Ronald J.",Mackinaw Honolulu connection : | a novel / | $c: Ronald J. Lewis.,m,,1998,m,0
72262,mdp.39015049863718|Mr.Pandit,mdp.39015049863718,1985,m,"Kasbekar, Sushama.",The tax dodgers / | $c: Sushama Kasbekar ; as narrated by Bhalachandra Palekar.,u,,1985,m,0
77096,uc1.32106014774258|God,uc1.32106014774258,1995,m,,The scared generation,u,,1995,m,0
65583,uc1.b3451037|KidarChand,uc1.b3451037,1968,m,"Sawhney, S. P.,","Tryst with destiny, | $c: by S. P. Sawhney.",u,,1968,m,0
73440,uc1.b4974547|Goetz,uc1.b4974547,1986,m,"Murray, John,",Kin / | $c: John Murray.,m,,1986,m,0
68278,mdp.39015004257146|Walter,mdp.39015004257146,1975,m,"Ekwensi, Cyprian.","Restless city and Christmas gold, with other stories / | $c: Cyprian Ekwensi.",m,,1975,m,0
77388,mdp.39015033262281|Indra,mdp.39015033262281,1993,m,"Siṃha, Kabitā.",The third sex : | a novel / | $c: by Kabita Sinha ; translated by Nikhilananda Mukherjee ; edited by Jharna Mitra.,u,,1993,m,0
60524,uc1.$b25839|Ellis,uc1.$b25839,1950,m,"Benham, Clarence.",Pearl diver's luck.,m,,1950,m,0
61403,uc1.$b103893|Tibby,uc1.$b103893,1958,m,"Lincoln, Victoria,",A dangerous innocence.,f,,1958,m,0
68046,mdp.39015002758301|Jimmy,mdp.39015002758301,1973,m,"Sanchez, Thomas.",Rabbit boss. -,m,,1973,m,0
68097,uc1.b4382657|Irv,uc1.b4382657,1977,m,"Himmel, Richard.",The twenty-third web / | $c: Richard Himmel.,m,,1977,m,0
60463,pst.000005739554|Mr.Dover,pst.000005739554,1956,m,"Livingston, Ruth McAuliff.",One link was golden : | a novel.,f,,1956,m,0
80878,mdp.39015074041149|Robert,mdp.39015074041149,2007,m,,Sea stories : | a collection of new stories from the National Maritime Museum.,u,,2007,m,0
65362,mdp.39015064103032|Paul,mdp.39015064103032,1964,m,,Things / | $c: edited by Ivan Howard.,u,,1964,m,0
60857,mdp.39015077095274|NicholasRostov,mdp.39015077095274,1952,m,,"Great books of the Western World. | $c: Encyclopaedia Britannica, inc., in collaboration with the University of Chicago. [Robert Maynard Hutchins, editor in chief]",u,,1952,m,0
80051,inu.30000086169905|Murad,inu.30000086169905,2002,m,"Shah, Idries,",Kara Kush : | a novel of Afghanistan / | $c: Idries Shah.,u,,2002,m,0
81372,mdp.39015063187440|Richards,mdp.39015063187440,2004,m,"Lansdale, Joe R.,",Bumper crop / | $c: Joe R. Lansdale.,m,,2004,m,0
69079,mdp.39015000545015|Miguel,mdp.39015000545015,1970,m,"Perera, Victor,",The conversion / | $c: Victor Perera.,m,,1970,m,0
81893,mdp.39015061210277|William,mdp.39015061210277,2005,m,"Harding, John,",One big damn puzzler / | $c: John Harding.,m,,2005,m,0
81203,mdp.39015063199239|Jim,mdp.39015063199239,2006,m,"McInerney, Jay.",The good life / | $c: Jay McInerney.,m,,2006,m,0
60544,uc1.$b103018|Edmond,uc1.$b103018,1953,m,"Humphrey, William.","The last husband, | and other stories.",m,,1953,m,0
68529,mdp.39015002753401|David,mdp.39015002753401,1979,m,"Russell, Ray.","Princess Pamela : | being the personal journal of Miss Pamela Summerfield of Berkeley Square, Mayfair, London / | $c: edited, and with an afterword by Ray Russell.",m,,1979,m,0
65537,mdp.39015024086640|Alex,mdp.39015024086640,1967,m,"Ish-Kishor, Judith.",Joel is the youngest. | $c: Illustrated by Jules Gotlieb.,f,,1967,m,0
77898,mdp.39015029069377|Chris,mdp.39015029069377,1994,m,"Hinds, John.",The rust within : | a novel / | $c: John Hinds.,m,,1994,m,0
80789,inu.30000107400784|Gaillard,inu.30000107400784,2002,m,"Espinosa, Maria,","Incognito : | journey of a secret jew, a novel / | $c: by Maria Espinosa.",f,,2002,m,0
76593,mdp.39015034518111|Rahul,mdp.39015034518111,1995,m,"Paranjape, Makarand R.,",The narrator : | a novel / | $c: Makarand Paranjape.,u,,1995,m,0
80923,mdp.39015042554058|Max,mdp.39015042554058,2000,m,"Michaels, Leonard,",A girl with a monkey : | new and selected stories / | $c: Leonard Michaels.,m,,2000,m,0
80572,pst.000061516960|FatherConn,pst.000061516960,2007,m,"Bradley, Marion Zimmer.",The Alton gift / | $c: Marion Zimmer Bradley and Deborah J. Ross.,f,,2007,m,0
72070,mdp.39015070895142|SethJones,mdp.39015070895142,1980,m,"Virga, Vincent.",Gaywyck / | $c: Vincent Virga.,m,,1980,m,0
77485,uc1.32106013099566|Howard,uc1.32106013099566,1996,m,"Gallant, Mavis",The collected stories of Mavis Gallant,f,,1996,m,0
76655,mdp.39015047717775|ChoateWinott,mdp.39015047717775,1999,m,"Dillen, Frederick G.,",Fool : | a novel / | $c: Frederick G. Dillen.,m,,1999,m,0
61627,uc1.$b103836|James,uc1.$b103836,1959,m,"Janeway, Elizabeth.",The third choice.,f,,1959,m,0
60956,mdp.39015066053508|Ramon,mdp.39015066053508,1950,m,"Bowles, Paul,",A little stone; | stories.,m,,1950,m,0
68640,uc1.b3477143|Ephraim,uc1.b3477143,1970,m,"Bragg, Melvyn,",The hired man.,m,,1970,m,0
61259,uc1.$b105521|Ebron,uc1.$b105521,1952,m,"Smith, Robert Paul.",The time and the place : | a novel / | $c: by Robert Paul Smith.,m,,1952,m,0
68139,uc1.$b401287|Shakespeare,uc1.$b401287,1971,m,"Beekman, E. M.,",Lame duck | $c: [by] E. M. Beekman.,u,,1971,m,0
77571,uc1.32106018624228|Hai,uc1.32106018624228,1997,m,"Jin, Yong,",The deer and the cauldron : | a martial arts novel / | $c: by Louis Cha ; translated and edited by John Minford,u,,1997,m,0
64653,mdp.39015027558504|Mr.Gannon,mdp.39015027558504,1966,m,"White, Robb,",Surrender.,u,,1966,m,0
61867,mdp.39015065716741|Miguel,mdp.39015065716741,1957,m,"Gironella, José María.",Where the soil was shallow / | $c: José María Gironella ; translated by Anthony Kerrigan.,u,,1957,m,0
80617,mdp.39015073655220|MrRankstock,mdp.39015073655220,2007,m,,Christmas stories / | $c: edited by Diana Secker Tesdell.,u,,2007,m,0
64528,pst.000029746293|HsuehYung,pst.000029746293,1963,m,Shui hu zhuan.,Water margin / | $c: written by Shih Nai-an; translated by J. H. Jackson.,m,,1963,m,0
68827,uc1.b4357818|Teddy,uc1.b4357818,1979,m,"Robertson, Don,",Victoria at nine / | $c: Don Robertson.,m,,1979,m,0
64974,mdp.39015009298400|Monteith,mdp.39015009298400,1967,m,"Taylor, J. Golden.","Great Western short stories, | $c: edited by J. Golden Taylor. With an introd. by Wallace Stegner.",u,,1967,m,0
69458,mdp.39015012304195|Dumaru,mdp.39015012304195,1971,m,"Chandar, Krishan,",A thousand lovers | $c: [by] Krishan Chander. [Translated by Jai Ratan],m,,1971,m,0
68741,mdp.39015002755026|GeorgeSweringen,mdp.39015002755026,1977,m,"Savage, Thomas.",I heard my sister speak my name / | $c: by Thomas Savage.,m,,1977,m,0
61858,uc1.$b349500|Seymour,uc1.$b349500,1954,m,"Davenport, Marcia,",My brother's keeper / | $c: by Marcia Davenport.,f,,1954,m,0
73399,mdp.39015047770493|Roy,mdp.39015047770493,1988,m,"Freeman, Judith,",Family attractions : | stories / | $c: by Judith Freeman.,f,,1988,m,0
81699,mdp.39015068829277|Mozzie,mdp.39015068829277,2006,m,"Wright, Alexis,",Carpentaria / | $c: Alexis Wright.,u,,2006,m,0
59964,uc1.$b71380|Lee,uc1.$b71380,1956,m,"Kramer, N. Martin,","The hearth and the strangeness, | $c: by N. Martin Kramer [pseud.]",m,,1956,m,0
77518,mdp.39015041008585|Arnold,mdp.39015041008585,1996,m,"Bova, Ben,",Moonrise / | $c: Ben Bova.,m,,1996,m,0
61544,uc1.$b87385|Thad,uc1.$b87385,1952,m,"Clune, Henry W.,",By his own hand / | $c: by Henry W. Clune.,m,,1952,m,0
69162,mdp.39015007067856|Louis,mdp.39015007067856,1979,m,"Godden, Rumer,","Five for sorrow, ten for joy / | $c: Rumer Godden.",f,,1979,m,0
81794,mdp.39015064741153|Dan,mdp.39015064741153,2006,m,"Yan, Geling",The banquet bug / | $c: Geling Yan,u,,2006,m,0
69540,uc1.$b800362|Colin,uc1.$b800362,1970,m,"Cowley, Joy.",Man of straw.,f,,1970,m,0
60194,uc1.$b253880|Mr.Steinpreiz,uc1.$b253880,1954,m,,Holsters and heroes; | stories from the Western Writers of America. | $c: With a pref. by Noel M. Loomis.,u,,1954,m,0
76906,mdp.39015032574942|David,mdp.39015032574942,1992,m,"Lessing, Doris May,",Canopus in Argos : | archives / | $c: Doris Lessing.,f,,1992,m,0
77753,uc1.b4975763|JuanRaul,uc1.b4975763,1990,m,"Bell, Christine,",The Perez family / | $c: Christine Bell.,f,,1990,m,0
60944,mdp.39015070223329|Cullen,mdp.39015070223329,1956,m,"Richards, C. J. (Cecil John),",No buses running / | $c: by C. J. Richards.,m,,1956,m,0
73004,mdp.39015014282761|Jack,mdp.39015014282761,1988,m,"Dahl, Tessa.",Working for love / | $c: Tessa Dahl.,f,,1988,m,0
68617,pst.000021264924|Adanin,pst.000021264924,1977,m,,"Reader's digest condensed books : | volume 3, 1977.",u,,1977,m,0
80612,mdp.39015060816579|Mr.Alan,mdp.39015060816579,2005,m,"Millet, Lydia,",Everyone's pretty / | $c: Lydia Millet.,f,,2005,m,0
72979,mdp.49015002028216|Jesus,mdp.49015002028216,1984,m,"O'Connor, Flannery.",The violent bear it away / | $c: Flannery O'Connor.,f,,1984,m,0
72229,uc1.32106010568597|Southby,uc1.32106010568597,1980,m,"Asimov, Isaac,",Casebook of the Black Widowers / | $c: Isaac Asimov.,m,,1980,m,0
69689,mdp.39015013260727|Ruark,mdp.39015013260727,1977,m,"Martin, George R. R.",Dying of the light / | $c: by George R. R. Martin.,m,,1977,m,0
77460,mdp.39015028433160|Krug,mdp.39015028433160,1992,m,"Weil, Jiří.",Mendelssohn is on the roof / | $c: Jiří Weil ; translated from the Czech by Marie Winn.,u,,1992,m,0
64952,osu.32435053573234|Dick,osu.32435053573234,1962,m,"Fisher, Vardis,","For passion, for heaven : | book 1, Orphans in Gethsemane / | $c: Vardis Fisher.",m,,1962,m,0
59951,uc1.$b100771|VincentCullinane,uc1.$b100771,1957,m,"Foff, Arthur.",North of market / | $c: Arthur Foff,m,,1957,m,0
65540,mdp.39015077269044|John,mdp.39015077269044,1960,m,"Kazantzakis, Nikos,",The last temptation of Christ / | $c: Nikos Kazantzakis ; translated from the Greek by P.A. Bien.,u,,1960,m,0
72500,mdp.39015023594958|Robert,mdp.39015023594958,1989,m,"Bond, Ruskin.",Time stops at Shamli and other stories / | $c: Ruskin Bond.,m,,1989,m,0
77815,mdp.39015029198515|Jerry,mdp.39015029198515,1992,m,"Wiley, Richard.",Indigo / | $c: Richard Wiley.,m,,1992,m,0
76207,uc1.b4281912|Gilberto,uc1.b4281912,1991,m,"Sábato, Ernesto R.",The angel of darkness / | $c: Ernesto Sabato ; translated by Andrew Hurley.,m,,1991,m,0
77532,mdp.39015034119720|Martin,mdp.39015034119720,1995,m,"Eckardt, James.",Boat people / | $c: James Eckardt.,m,,1995,m,0
77399,uc1.32106013664237|Jack,uc1.32106013664237,1995,m,"Collins, Larry",Black eagles / | $c: Larry Collins,m,,1995,m,0
69661,mdp.39015061467935|Dunbar,mdp.39015061467935,1979,m,"Linzee, David,",Belgravia / | $c: David Linzee.,m,,1979,m,0
64199,uc1.b2800520|Roger,uc1.b2800520,1964,m,"La Capria, Raffaele,",The mortal wound / | $c: by Raffaele La Capria ; translated by Marguerite Waldman.,m,,1964,m,0
72820,mdp.39015053597616|Justin,mdp.39015053597616,1987,m,"Martin, Claire,","Love me, love me not / | $c: Claire Martin.",f,,1987,m,0
61088,mdp.39015008155015|Hennessy,mdp.39015008155015,1950,m,"Calmer, Ned.",The strange land.,m,,1950,m,0
72976,mdp.39015019602104|Felipe,mdp.39015019602104,1986,m,,Southwest tales : | a contemporary collection / | $c: edited by Alurista and Xelina Rojas-Urista.,u,,1986,m,0
60209,uc1.b3688055|Aitken,uc1.b3688055,1959,m,"Clevely, Hugh.",Stranger in two worlds.,m,,1959,m,0
68251,mdp.39015031307880|Cook,mdp.39015031307880,1978,m,"Travers, Ben,",Mischief / | $c: by Ben Travers.,m,,1978,m,0
69607,mdp.39015011017681|Donald,mdp.39015011017681,1979,m,"Weil, Dorothy,",Continuing education / | $c: Dorothy Weil.,f,,1979,m,0
60755,uc1.$b56434|Lem,uc1.$b56434,1955,m,"Crabb, Alfred Leland,",Peace at Bowling Green.,m,,1955,m,0
64269,mdp.39015020633213|Rector,mdp.39015020633213,1962,m,"Sayers, Dorothy L. (Dorothy Leigh),",The nine tailors : | changes rung on an old theme in two short touches and two full peals / | $c: by Dorothy L. Sayers.,f,,1962,m,0
72922,mdp.39015008471909|Ray,mdp.39015008471909,1982,m,"Read, Miss.",Gossip from Thrush Green / | $c: Miss Read ; illustrated by J.S. Goodall.,f,,1982,m,0
60916,uc1.$b119911|Cody,uc1.$b119911,1952,m,"Himes, Chester B.,","Cast the first stone, a novel",m,,1952,m,0
72326,mdp.39015014962016|ManongAntonio,mdp.39015014962016,1988,m,,"Ilocano harvest : | (a collection of short stories in English by contemporary Ilocano writers) / | $c: Pelagio A. Alcantara, Manuel S. Diaz, editors.",u,,1988,m,0
71920,inu.30000006000214|vanGogh,inu.30000006000214,1980,m,"O'Faoláin, Seán,",The collected stories / | $c: Sean O'Faolain.,u,,1980,m,0
81446,mdp.39015050752404|Matthew,mdp.39015050752404,2000,m,"Stewart, Jeffrey.",Two pink horses : | a novel / | $c: Jeffrey Stewart.,m,,2000,m,0
65731,uc1.b3482877|Maloney,uc1.b3482877,1967,m,"Creasey, John.",The dissemblers.,m,,1967,m,0
72706,pst.000028899181|Gary,pst.000028899181,1980,m,,Tales of the marvelous machine : | 35 stories of computing / | $c: edited by Robert Taylor & Burchenal Green.,u,,1980,m,0
73198,mdp.39015011714477|TallalBey,mdp.39015011714477,1982,m,"Hashian, Jack.",Mamigon : | a novel / | $c: by Jack Hashian.,m,,1982,m,0
76896,mdp.39015032587597|Hank,mdp.39015032587597,1994,m,"Coovelis, Mark.",Gloria / | $c: Mark Coovelis.,m,,1994,m,0
69884,mdp.39015012416601|Garp,mdp.39015012416601,1978,m,"Irving, John,",The world according to Garp : | a novel / | $c: by John Irving.,m,,1978,m,0
65390,mdp.39015046797679|Mark,mdp.39015046797679,1965,m,"Michener, James A. (James Albert),","The source; | a novel, | $c: by James A. Michener.",m,,1965,m,0
61732,uc1.b3834675|Caesar,uc1.b3834675,1953,m,"Dixon, Pierson,","Farewell, Catullus.",u,,1953,m,0
73447,mdp.39015014941226|Inge,mdp.39015014941226,1989,m,"Weaver, Will.",A gravestone made of wheat : | stories / | $c: by Will Weaver.,m,,1989,m,0
69266,mdp.39015030709540|Chivers,mdp.39015030709540,1976,m,"Moore, Barbara,",The fever called living / | $c: Barbara Moore.,f,,1976,m,0
68523,uc1.b3741192|Solodo,uc1.b3741192,1978,m,"Wambakha, O.",The closed road to Wapi / | $c: O. Wambakha.,u,,1978,m,0
60630,pst.000005433001|HenryForbes,pst.000005433001,1950,m,"Prole, Lozania,",The magnificent courtosan.,u,,1950,m,0
69571,uc1.32106002172077|TimothyRose,uc1.32106002172077,1970,m,"Griffith, Patricia Browning.",The future is not what it used to be.,f,,1970,m,0
77858,mdp.49015002827781|Damien,mdp.49015002827781,1993,m,"Friedman, C. S.",When true night falls / | $c: C.S. Friedman.,f,,1993,m,0
72603,uc1.b4368883|Marvin,uc1.b4368883,1980,m,"Tonner, Leslie.",Fortunoff's child / | $c: Leslie Tonner.,m,,1980,m,0
64267,mdp.39015015389706|Joseph,mdp.39015015389706,1963,m,"Leftwich, Joseph,",Yisröel : | the first Jewish omnibus /,m,,1963,m,0
60762,uc1.$b104080|Jack,uc1.$b104080,1955,m,"Paradise, Jean.",The savage city.,f,,1955,m,0
61535,osu.32435057985855|Ben,osu.32435057985855,1957,m,"Turner, Robert,",The lonely man / | $c: Robert Turner.,m,,1957,m,0
64751,mdp.39015002743667|Holmes,mdp.39015002743667,1968,m,"Rogers, Thomas,",The pursuit of happiness.,m,,1968,m,0
65467,mdp.39015004661875|Johnny,mdp.39015004661875,1963,m,"Dos Passos, John,",U.S.A. | $c: Illustrated by Reginald Marsh.,m,,1963,m,0
73620,mdp.39015003980722|Rhuawn,mdp.39015003980722,1981,m,"Bradshaw, Gillian,",Kingdom of summer / | $c: Gillian Bradshaw.,f,,1981,m,0
81347,mdp.39015061273036|Shishir,mdp.39015061273036,2004,m,"Mitra, Premendra.",Mosquito and other stories : | Ghana-da's tall tales / | $c: Premendra Mitra ; translated by Amlan Das Gupta.,u,,2004,m,0
73600,mdp.39015011488031|ZhangAnbang,mdp.39015011488031,1985,m,,"Prize-winning stories from China, 1980-1981.",u,,1985,m,0
73130,inu.30000007261609|DosPassos,inu.30000007261609,1987,m,,"The Harper American literature / | $c: Donald McQuade, general editor ... [et al.].",u,,1987,m,0
76918,uc1.32106015497305|Bradshaw,uc1.32106015497305,1999,m,"Gregory, Philippa",Virgin earth / | $c: Philippa Gregory,f,,1999,m,0
60413,mdp.39015049860516|Karl,mdp.39015049860516,1958,m,"Jordan, Mildred,",Echo of the flute / | $c: Mildred Jordan.,f,,1958,m,0
69303,mdp.39015033356042|Joaquim,mdp.39015033356042,1978,m,"Debray, Régis.",Undesirable alien / | $c: by Régis Debray ; translated from the French by Rosemary Sheed.,u,,1978,m,0
68488,uc1.b3451755|Smirnov,uc1.b3451755,1972,m,"Lafferty, R. A.",Strange doings; | $c: stories by R. A. Lafferty.,u,,1972,m,0
72460,inu.39000000514427|MrMcKechnie,inu.39000000514427,1983,m,"Orwell, George,",The Penguin complete novels of George Orwell.,m,,1983,m,0
72260,mdp.39015049204053|Moti,mdp.39015049204053,1986,m,,"Moving off the map : | from ""story to fiction"" : an anthology of contemporary Canadian short fiction / | $c: edited by Geoff Hancock.",u,,1986,m,0
76956,uc1.32106014490715|Flores,uc1.32106014490715,1997,m,,The anarchist banker and other Portuguese stories / | $c: edited by Eugénio Lisboa,u,,1997,m,0
73228,uc1.b4422273|Don,uc1.b4422273,1989,m,"Dickinson, Charles,",The widow's adventures / | $c: Charles Dickinson.,m,,1989,m,0
73754,uc1.32106006962234|Gareth,uc1.32106006962234,1985,m,"Ferguson, Patricia.",Family myths and legends : | a novel / | $c: by Patricia Ferguson.,f,,1985,m,0
65375,uc1.b2806825|Phil,uc1.b2806825,1964,m,,Lesbian love in literature / | $c: edited by Stella Fox.,u,,1964,m,0
76624,inu.30000027317175|O'Hara,inu.30000027317175,1990,m,"Hattersley, Roy.",The maker's mark / | $c: Roy Hattersley.,m,,1990,m,0
