word,docfreq
said,1968
had,1738
was,1484
eyes,1080
hand,1064
made,1038
heart,935
father,919
took,896
thought,894
mind,894
is,886
found,868
saw,857
felt,853
knew,837
head,828
was-replied,792
looked,775
heard,757
left,752
friend,725
came,720
replied,719
face,708
mother,707
have,687
gave,679
went,672
entered,663
hands,663
returned,644
received,634
did,629
has,624
life,620
continued,617
was-cried,604
was-told,595
turned,589
spoke,588
told,586
own,574
was-see,552
began,543
be,538
eye,518
know,515
voice,506
friends,501
exclaimed,499
was-exclaimed,498
was-asked,494
lips,479
added,479
way,473
wished,471
feelings,471
sat,470
was-left,468
return,464
think,464
stood,462
house,459
do,458
seen,456
been,450
character,448
arms,448
called,446
countenance,445
see,444
go,440
arm,439
cried,437
put,435
family,435
name,435
done,434
asked,431
come,431
passed,431
make,419
taken,418
companion,418
appeared,412
love,401
take,400
seemed,398
bosom,398
was-tell,397
conduct,397
person,397
met,394
thoughts,391
observed,390
say,378
presence,377
loved,376
was-continued,376
held,376
power,376
give,373
manner,372
appearance,372
leave,368
side,360
answered,355
situation,352
read,348
attention,346
followed,345
find,342
going,342
walked,340
rose,339
started,334
drew,334
cheek,334
was-seen,331
much,331
proceeded,330
look,329
hoped,328
brought,326
believed,322
able,321
threw,320
lost,319
set,319
sent,313
tell,312
determined,312
got,312
feet,311
room,310
master,310
was-saw,307
part,307
resolved,307
wish,307
perceived,307
expected,306
were,306
child,305
words,305
was-found,305
given,304
was-led,303
time,302
departure,302
opened,298
desired,297
listened,296
let,296
expressed,294
seat,293
promised,293
was-informed,292
wishes,288
soul,288
lived,286
declared,285
kept,283
endeavoured,281
remained,281
beheld,279
place,279
arrived,279
arrival,277
looks,277
was-added,276
spirits,276
was-called,274
learned,274
was-gone,273
visit,273
reached,272
says,272
happiness,270
considered,269
ear,268
smiled,267
knees,267
inquired,267
was-followed,266
home,265
speak,265
death,263
absence,263
used,263
features,262
feel,262
retired,262
opinion,261
led,260
raised,259
possessed,259
fell,259
approached,258
paused,258
fortune,258
letter,257
was-obliged,257
stopped,256
gone,256
health,256
feared,255
hair,255
suffered,253
chamber,252
discovered,252
happy,252
companions,249
was-made,248
was-leave,247
laid,246
wrote,246
placed,245
hear,245
apartment,244
marriage,244
recovered,244
was-brought,243
breast,241
gazed,241
sought,240
concluded,239
ran,239
hopes,238
repeated,238
was-meet,235
help,235
acquaintance,235
was-met,235
cheeks,233
uttered,233
chair,233
spirit,230
account,230
addressed,229
believe,229
affection,229
was-take,226
answer,226
nature,225
having,224
favour,222
tried,222
dress,222
fate,221
uncle,221
was-struck,221
joined,220
hastened,220
was-returned,219
was-loved,218
proposed,218
was-answered,217
quitted,217
lover,215
was-assured,215
pressed,213
aware,213
tears,212
advanced,212
turn,210
manners,208
cast,206
intended,206
bed,206
journey,206
intention,205
informed,204
wanted,204
beauty,204
lay,203
cousin,202
horse,200
imagination,199
duty,199
assured,199
was-leaving,199
get,199
fears,198
was-engaged,197
caught,197
shook,197
offered,197
desire,196
parents,196
paid,195
resumed,194
care,194
neck,194
was-took,194
was-accompany,194
children,193
was-received,193
known,193
brow,192
bear,191
knows,190
request,189
mouth,189
temper,188
was-put,188
affections,188
attempted,188
back,187
surprise,186
was-acquainted,186
forgot,186
youth,185
object,185
laughed,185
ventured,184
was-know,184
sure,184
pocket,183
