chargender,authgender,date,characters,speaking,agent,mod,patient,poss,total
u,u,1937,13,208,71,3,18,5,97
u,u,1938,21,1587,315,9,79,39,442
u,u,1939,27,148,42,3,8,2,55
u,u,1940,9,1190,349,36,70,51,506
u,u,1941,0,0,0,0,0,0,0
u,u,1942,18,0,81,5,12,22,120
u,u,1943,7,91,10,1,3,0,14
u,u,1944,42,303,111,10,28,15,164
u,u,1945,11,0,44,2,15,2,63
u,u,1946,0,0,0,0,0,0,0
u,u,1947,0,0,0,0,0,0,0
u,u,1948,25,168,34,5,10,5,54
u,u,1949,34,1686,212,10,26,18,266
u,u,1950,0,0,0,0,0,0,0
u,u,1951,42,735,93,9,16,14,132
u,u,1952,17,839,176,7,27,26,236
u,u,1953,9,68,9,0,2,1,12
u,u,1954,0,0,0,0,0,0,0
u,u,1955,15,1390,203,2,31,50,286
u,u,1956,0,0,0,0,0,0,0
u,u,1957,0,0,0,0,0,0,0
u,u,1958,26,28,105,6,20,20,151
u,u,1959,0,0,0,0,0,0,0
u,u,1960,0,0,0,0,0,0,0
u,u,1961,0,0,0,0,0,0,0
u,u,1962,0,0,0,0,0,0,0
u,u,1963,0,0,0,0,0,0,0
u,u,1964,26,78,104,13,43,52,212
u,u,1965,0,0,0,0,0,0,0
u,u,1966,0,0,0,0,0,0,0
u,u,1967,0,0,0,0,0,0,0
u,u,1968,0,0,0,0,0,0,0
u,u,1969,14,13,6,4,2,5,17
u,u,1970,22,22,39,6,27,4,76
u,u,1971,17,84,34,10,12,10,66
u,u,1972,0,0,0,0,0,0,0
u,u,1973,0,0,0,0,0,0,0
u,u,1974,0,0,0,0,0,0,0
u,u,1975,21,138,15,1,6,2,24
u,u,1976,0,0,0,0,0,0,0
u,u,1977,21,392,86,11,22,19,138
u,u,1978,43,650,114,12,37,41,204
u,u,1979,0,0,0,0,0,0,0
u,u,1980,14,2135,222,8,44,38,312
u,u,1981,85,396,100,16,21,23,160
u,u,1982,55,228,72,10,21,17,120
u,u,1983,31,634,210,16,36,50,312
u,u,1984,80,742,157,24,35,34,250
u,u,1985,31,901,280,29,99,86,494
u,u,1986,89,1494,287,29,86,81,483
u,u,1987,52,2184,409,18,82,112,621
u,u,1988,122,3358,682,41,167,176,1066
u,u,1989,132,8999,2174,72,330,503,3079
u,u,1990,115,6901,1384,98,260,332,2074
u,f,1880,342,8519,832,83,221,171,1307
u,f,1881,361,4560,807,82,225,195,1309
u,f,1882,579,16131,1456,92,345,255,2148
u,f,1883,482,7066,1055,114,315,311,1795
u,f,1884,261,4928,619,76,174,191,1060
u,f,1885,221,5253,534,54,151,114,853
u,f,1886,416,9910,1062,106,332,257,1757
u,f,1887,436,7780,1189,131,350,399,2069
u,f,1888,279,6423,738,86,222,233,1279
u,f,1889,429,14124,1606,135,436,374,2551
u,f,1890,499,12785,1817,171,545,395,2928
u,f,1891,381,10844,1121,103,330,196,1750
u,f,1892,311,7737,1074,113,351,284,1822
u,f,1893,549,13835,1813,162,479,430,2884
u,f,1894,399,8790,915,90,228,243,1476
u,f,1895,448,8455,1110,131,299,339,1879
u,f,1896,483,20302,2562,169,637,447,3815
u,f,1897,1116,38697,4979,423,1337,1257,7996
u,f,1898,642,18159,2502,229,632,597,3960
u,f,1899,756,21314,3332,296,817,899,5344
u,f,1900,944,29083,3149,263,762,837,5011
u,f,1901,850,16882,2178,192,646,514,3530
u,f,1902,976,27666,4112,335,1094,1434,6975
u,f,1903,506,13685,1788,158,389,465,2800
u,f,1904,669,33428,3614,232,747,841,5434
u,f,1905,596,16602,1458,121,397,474,2450
u,f,1906,873,27322,3989,244,816,768,5817
u,f,1907,573,14666,1855,146,545,498,3044
u,f,1908,474,6060,800,73,254,224,1351
u,f,1909,545,19850,2256,183,512,509,3460
u,f,1910,613,20219,2532,195,665,770,4162
u,f,1911,487,12437,1497,131,443,548,2619
u,f,1912,604,14992,2121,176,548,564,3409
u,f,1913,462,14751,1528,102,410,413,2453
u,f,1914,581,14371,2274,179,499,548,3500
u,f,1915,758,19226,2658,196,653,714,4221
u,f,1916,482,15461,2053,185,555,552,3345
u,f,1917,821,45077,5777,326,1113,1007,8223
u,f,1918,700,20017,2890,211,602,866,4569
u,f,1919,686,17559,2326,246,657,676,3905
u,f,1920,583,10726,1574,135,445,362,2516
u,f,1921,346,8983,837,85,270,227,1419
u,f,1922,613,17698,2693,208,551,739,4191
u,f,1923,183,2456,492,58,164,73,787
u,f,1924,197,6125,1157,94,280,302,1833
u,f,1925,226,3889,787,44,170,237,1238
u,f,1926,278,2413,1060,73,253,398,1784
u,f,1927,385,10571,2021,151,466,569,3207
u,f,1928,373,11523,1632,102,466,269,2469
u,f,1929,343,5824,1884,154,486,428,2952
u,f,1930,383,2505,1121,88,344,261,1814
u,f,1931,565,13482,5280,406,962,878,7526
u,f,1932,354,7583,2391,184,665,613,3853
u,f,1933,440,15055,2534,208,579,563,3884
u,f,1934,491,4905,1319,109,341,359,2128
u,f,1935,216,7089,1676,102,386,237,2401
u,f,1936,802,13186,3402,260,856,812,5330
u,f,1937,356,4936,1494,127,298,389,2308
u,f,1938,688,20189,3268,232,749,563,4812
u,f,1939,328,13664,3898,222,651,474,5245
u,f,1940,582,10950,2123,201,581,532,3437
u,f,1941,660,27292,4218,306,794,775,6093
u,f,1942,358,15942,2324,165,529,565,3583
u,f,1943,611,25984,3782,252,841,753,5628
u,f,1944,672,36728,5599,359,1122,1112,8192
u,f,1945,374,10351,1784,179,466,363,2792
u,f,1946,360,15158,1877,134,522,420,2953
u,f,1947,322,7981,1453,117,372,348,2290
u,f,1948,330,8467,2356,170,488,462,3476
u,f,1949,425,12406,2065,151,518,416,3150
u,f,1950,325,10566,2362,182,541,605,3690
u,f,1951,176,7058,1066,86,270,188,1610
u,f,1952,161,9498,1594,92,248,257,2191
u,f,1953,134,7610,1142,91,297,157,1687
u,f,1954,184,7798,1387,83,255,306,2031
u,f,1955,103,4285,763,44,97,137,1041
u,f,1956,394,16152,2636,175,524,406,3741
u,f,1957,180,13165,1774,121,281,411,2587
u,f,1958,221,11875,2094,103,350,393,2940
u,f,1959,249,31900,4023,236,731,671,5661
u,f,1960,123,3816,1353,112,267,289,2021
u,f,1961,147,2064,610,43,177,130,960
u,f,1962,267,7140,1437,69,305,304,2115
u,f,1963,251,5733,1098,74,227,257,1656
u,f,1964,99,6438,839,48,147,121,1155
u,f,1965,294,4924,1126,110,308,306,1850
u,f,1966,321,11092,1543,120,347,336,2346
u,f,1967,180,8739,1519,85,289,340,2233
u,f,1968,162,2819,547,68,136,163,914
u,f,1969,377,7804,1497,111,329,379,2316
u,f,1970,166,7485,1363,83,244,298,1988
u,f,1971,522,12725,2792,152,528,649,4121
u,f,1972,447,15049,3108,174,535,635,4452
u,f,1973,471,17229,3357,177,476,568,4578
u,f,1974,583,18041,3332,258,697,932,5219
u,f,1975,344,6100,1043,79,275,205,1602
u,f,1976,346,12106,2209,145,416,470,3240
u,f,1977,556,27533,4120,227,612,901,5860
u,f,1978,746,36432,7971,409,1198,1833,11411
u,f,1979,748,36401,7381,422,1033,1597,10433
u,f,1980,1215,61219,12115,806,2078,2655,17654
u,f,1981,958,36678,7064,374,1091,1537,10066
u,f,1982,1349,70773,14338,1020,2510,3459,21327
u,f,1983,1107,37971,8297,449,1328,2159,12233
u,f,1984,1027,55441,10299,592,1725,2858,15474
u,f,1985,1648,110352,19120,1031,3034,5019,28204
u,f,1986,1296,60714,12526,675,1830,3182,18213
u,f,1987,1809,81682,14703,855,2605,3350,21513
u,f,1988,2130,133940,23000,1382,3649,5138,33169
u,f,1989,2343,140120,25517,1564,4284,6605,37970
u,f,1990,2028,108979,20848,1136,3363,5136,30483
u,m,1880,522,12026,1461,136,444,357,2398
u,m,1881,553,8347,1163,142,377,260,1942
u,m,1882,419,4796,827,100,304,243,1474
u,m,1883,645,8867,1308,131,418,324,2181
u,m,1884,923,29880,2839,334,815,709,4697
u,m,1885,696,21577,2562,228,768,478,4036
u,m,1886,749,18707,2178,225,630,525,3558
u,m,1887,862,21372,1777,202,522,360,2861
u,m,1888,904,28300,2771,274,809,692,4546
u,m,1889,954,20633,2696,257,841,719,4513
u,m,1890,1081,24928,3877,384,991,1118,6370
u,m,1891,1216,26936,3418,333,879,730,5360
u,m,1892,1007,26530,3049,263,1041,671,5024
u,m,1893,1163,19738,2797,298,915,647,4657
u,m,1894,921,31789,2745,209,694,636,4284
u,m,1895,1025,24017,2765,208,790,763,4526
u,m,1896,1693,23840,2876,278,983,732,4869
u,m,1897,1387,28790,3873,392,1042,857,6164
u,m,1898,1533,29397,3748,361,1176,969,6254
u,m,1899,1659,31117,4200,380,1214,983,6777
u,m,1900,2008,50069,7076,629,1973,1659,11337
u,m,1901,1707,48379,6257,503,1854,1408,10022
u,m,1902,1943,48461,5986,483,1551,1127,9147
u,m,1903,1478,39065,4948,431,1338,1181,7898
u,m,1904,1573,32959,5397,462,1390,1130,8379
u,m,1905,1546,35998,5059,393,1324,1097,7873
u,m,1906,1352,29201,4532,433,1168,913,7046
u,m,1907,1185,32875,4758,339,1231,992,7320
u,m,1908,1130,24629,3864,385,1121,1066,6436
u,m,1909,1339,34705,4308,388,1184,1006,6886
u,m,1910,1307,28311,3862,312,1043,961,6178
u,m,1911,1461,39571,4175,341,1067,804,6387
u,m,1912,1406,43195,5492,393,1423,1109,8417
u,m,1913,1160,23778,3185,268,1009,590,5052
u,m,1914,1290,36335,4970,376,1374,1195,7915
u,m,1915,1059,25957,3763,317,910,994,5984
u,m,1916,1736,31576,5636,465,1484,1337,8922
u,m,1917,1333,23498,3996,423,1083,1174,6676
u,m,1918,1245,38632,4749,407,1066,1061,7283
u,m,1919,1528,29410,4367,407,1238,1108,7120
u,m,1920,1332,34148,5234,480,1277,1380,8371
u,m,1921,1647,68222,8335,598,2089,1877,12899
u,m,1922,1654,28266,4239,386,1261,1206,7092
u,m,1923,456,7657,2017,183,587,539,3326
u,m,1924,696,21979,3601,277,1022,992,5892
u,m,1925,729,10240,2169,198,574,514,3455
u,m,1926,718,17005,2832,232,706,754,4524
u,m,1927,696,19167,3025,251,705,643,4624
u,m,1928,899,25779,3705,293,946,837,5781
u,m,1929,1369,43608,6322,395,1413,1064,9194
u,m,1930,784,16339,3186,255,814,658,4913
u,m,1931,1002,18423,3533,306,1008,975,5822
u,m,1932,1150,28497,4555,325,1094,1017,6991
u,m,1933,771,32263,5129,297,1023,875,7324
u,m,1934,1486,30953,5473,471,1459,1404,8807
u,m,1935,760,24910,4040,292,862,797,5991
u,m,1936,922,21771,3849,236,875,835,5795
u,m,1937,1011,21549,3384,269,713,741,5107
u,m,1938,861,29715,3992,295,880,867,6034
u,m,1939,1392,36428,5777,386,1052,1066,8281
u,m,1940,956,32781,5081,270,894,901,7146
u,m,1941,799,21894,3903,298,841,862,5904
u,m,1942,819,22921,4036,262,907,803,6008
u,m,1943,745,28036,4976,322,917,883,7098
u,m,1944,506,6778,2331,170,434,373,3308
u,m,1945,849,18430,4395,347,1020,656,6418
u,m,1946,915,24548,4213,294,1000,928,6435
u,m,1947,1089,25349,4868,368,1160,948,7344
u,m,1948,1225,27832,5947,398,1225,1280,8850
u,m,1949,860,26517,4604,281,919,942,6746
u,m,1950,1362,55432,7785,466,1503,1513,11267
u,m,1951,692,38560,5344,296,894,766,7300
u,m,1952,591,33298,4347,268,735,897,6247
u,m,1953,666,32191,4534,275,797,777,6383
u,m,1954,599,22698,3220,248,551,645,4664
u,m,1955,746,23250,4355,292,798,829,6274
u,m,1956,554,13748,2752,203,538,669,4162
u,m,1957,584,26125,3890,281,681,646,5498
u,m,1958,1036,38156,6734,523,1312,1205,9774
u,m,1959,762,24918,4198,263,877,843,6181
u,m,1960,785,20047,3670,238,864,747,5519
u,m,1961,829,25610,3928,240,715,595,5478
u,m,1962,1030,16762,3443,231,731,636,5041
u,m,1963,550,17136,3383,218,595,561,4757
u,m,1964,753,19863,3965,273,787,754,5779
u,m,1965,1204,46740,8377,474,1633,1418,11902
u,m,1966,873,33060,5366,252,1025,943,7586
u,m,1967,827,14897,2958,167,579,553,4257
u,m,1968,772,26051,4881,279,808,1085,7053
u,m,1969,789,31676,5404,295,892,1005,7596
u,m,1970,1376,53514,9531,482,1422,1827,13262
u,m,1971,1240,24921,4598,267,971,970,6806
u,m,1972,1278,37380,6607,457,1242,1435,9741
u,m,1973,1484,41645,7063,443,1295,1611,10412
u,m,1974,1208,32816,5973,391,1109,1305,8778
u,m,1975,1439,31919,6597,392,1302,1424,9715
u,m,1976,1801,68458,11044,567,1794,2092,15497
u,m,1977,1770,68802,14238,830,2394,3285,20747
u,m,1978,1983,61354,11430,677,2056,2105,16268
u,m,1979,1559,44021,8491,523,1400,1919,12333
u,m,1980,2475,79230,15885,1081,2792,3739,23497
u,m,1981,2390,71480,13376,887,2407,2876,19546
u,m,1982,2106,100165,18649,1042,2989,3499,26179
u,m,1983,2493,114294,20663,1077,3662,4254,29656
u,m,1984,2914,100455,19421,1124,3199,4480,28224
u,m,1985,2750,93395,19424,1022,3127,3878,27451
u,m,1986,2560,101858,16061,980,2893,3274,23208
u,m,1987,3686,114230,25185,1513,4661,5444,36803
u,m,1988,3784,172836,27758,1555,4712,6115,40140
u,m,1989,3992,153821,27810,1559,4729,5874,39972
u,m,1990,3739,144770,27721,1355,4250,6090,39416
f,u,1880,121,19727,3112,299,673,2241,6325
f,u,1881,66,5157,1201,88,314,853,2456
f,u,1882,58,16304,1975,147,404,1349,3875
f,u,1883,101,16096,1869,232,511,1596,4208
f,u,1884,42,1760,394,46,131,302,873
f,u,1885,43,3186,758,94,173,526,1551
f,u,1886,67,7751,2052,132,504,1475,4163
f,u,1887,72,10229,1432,123,370,866,2791
f,u,1888,49,6183,727,41,190,423,1381
f,u,1889,52,7977,1387,148,397,1200,3132
f,u,1890,58,7126,1745,148,337,1336,3566
f,u,1891,84,23084,2979,204,689,2153,6025
f,u,1892,92,8005,2331,158,643,1695,4827
f,u,1893,49,6090,1033,72,244,551,1900
f,u,1894,18,3892,537,54,87,391,1069
f,u,1895,69,5243,1331,95,270,972,2668
f,u,1896,30,3620,787,75,197,414,1473
f,u,1897,55,5590,2022,199,430,1676,4327
f,u,1898,70,12606,1975,181,486,1326,3968
f,u,1899,70,14283,2594,194,698,1446,4932
f,u,1900,272,40944,8122,638,1879,5585,16224
f,u,1901,114,31953,4130,328,1006,2406,7870
f,u,1902,54,7872,1299,99,340,815,2553
f,u,1903,59,6009,1123,110,269,771,2273
f,u,1904,65,10305,1780,127,369,1100,3376
f,u,1905,51,3257,807,80,244,469,1600
f,u,1906,28,4989,1455,128,333,974,2890
f,u,1907,9,1203,110,9,38,56,213
f,u,1908,58,17036,3176,236,493,1917,5822
f,u,1909,13,280,120,13,58,130,321
f,u,1910,68,8564,1519,114,325,1038,2996
f,u,1911,102,17585,2844,211,686,1732,5473
f,u,1912,19,420,406,45,87,291,829
f,u,1913,126,24630,5137,417,1185,2976,9715
f,u,1914,18,721,168,10,48,63,289
f,u,1915,117,24524,4614,397,1389,2941,9341
f,u,1916,28,6734,1608,76,280,819,2783
f,u,1917,18,5050,965,95,316,653,2029
f,u,1918,15,1250,245,10,43,187,485
f,u,1919,38,3270,997,95,231,583,1906
f,u,1920,35,6284,1107,69,245,617,2038
f,u,1921,15,7864,1147,66,284,624,2121
f,u,1922,18,2373,536,21,140,271,968
f,u,1923,0,0,0,0,0,0,0
f,u,1924,2,10,6,2,0,2,10
f,u,1925,0,0,0,0,0,0,0
f,u,1926,9,471,56,7,36,39,138
f,u,1927,6,976,343,27,67,246,683
f,u,1928,0,0,0,0,0,0,0
f,u,1929,10,1254,198,13,39,110,360
f,u,1930,8,1151,327,34,73,174,608
f,u,1931,12,333,237,44,102,214,597
f,u,1932,35,5640,1397,118,298,1013,2826
f,u,1933,24,10209,856,70,178,573,1677
f,u,1934,46,4295,733,56,192,458,1439
f,u,1935,20,6509,1062,81,289,475,1907
f,u,1936,32,23395,3655,152,629,1858,6294
f,u,1937,8,3585,1370,116,325,835,2646
f,u,1938,13,3499,1361,53,409,730,2553
f,u,1939,25,4824,1085,67,154,416,1722
f,u,1940,5,432,51,4,11,10,76
f,u,1941,0,0,0,0,0,0,0
f,u,1942,25,18,1264,101,392,617,2374
f,u,1943,9,2326,403,23,81,275,782
f,u,1944,29,10705,2104,130,550,1089,3873
f,u,1945,15,56,982,72,214,467,1735
f,u,1946,0,0,0,0,0,0,0
f,u,1947,0,0,0,0,0,0,0
f,u,1948,12,2551,379,41,95,207,722
f,u,1949,30,2347,809,126,251,432,1618
f,u,1950,0,0,0,0,0,0,0
f,u,1951,41,8886,1561,86,249,697,2593
f,u,1952,2,5,1,1,4,2,8
f,u,1953,10,3952,986,71,229,403,1689
f,u,1954,0,0,0,0,0,0,0
f,u,1955,5,350,41,2,16,11,70
f,u,1956,0,0,0,0,0,0,0
f,u,1957,0,0,0,0,0,0,0
f,u,1958,27,22,536,24,104,240,904
f,u,1959,0,0,0,0,0,0,0
f,u,1960,0,0,0,0,0,0,0
f,u,1961,0,0,0,0,0,0,0
f,u,1962,0,0,0,0,0,0,0
f,u,1963,0,0,0,0,0,0,0
f,u,1964,14,6458,745,51,123,229,1148
f,u,1965,0,0,0,0,0,0,0
f,u,1966,0,0,0,0,0,0,0
f,u,1967,0,0,0,0,0,0,0
f,u,1968,0,0,0,0,0,0,0
f,u,1969,25,3223,1272,69,183,578,2102
f,u,1970,12,4210,493,19,66,114,692
f,u,1971,24,10781,998,65,165,307,1535
f,u,1972,0,0,0,0,0,0,0
f,u,1973,0,0,0,0,0,0,0
f,u,1974,0,0,0,0,0,0,0
f,u,1975,10,304,98,4,24,47,173
f,u,1976,0,0,0,0,0,0,0
f,u,1977,8,276,87,9,17,38,151
f,u,1978,37,2811,983,91,217,449,1740
f,u,1979,0,0,0,0,0,0,0
f,u,1980,22,4464,1300,69,249,735,2353
f,u,1981,74,17025,3883,251,494,1761,6389
f,u,1982,37,4708,1484,181,310,921,2896
f,u,1983,35,2963,1555,87,276,917,2835
f,u,1984,75,34885,6361,446,1079,2832,10718
f,u,1985,13,2168,488,72,102,251,913
f,u,1986,81,39490,6187,335,915,3114,10551
f,u,1987,20,5496,1158,90,240,728,2216
f,u,1988,42,8370,1617,116,244,1026,3003
f,u,1989,80,20212,5309,273,791,3727,10100
f,u,1990,79,12059,3030,285,604,1443,5362
f,f,1880,452,92335,16446,1560,3617,10586,32209
f,f,1881,389,76526,13108,1236,3396,9805,27545
f,f,1882,519,125974,21513,1759,4794,14562,42628
f,f,1883,461,86494,15196,1376,3411,11611,31594
f,f,1884,332,80077,15789,1595,3119,9991,30494
f,f,1885,267,69813,10230,795,2120,6968,20113
f,f,1886,507,126478,19117,1749,4256,12795,37917
f,f,1887,566,105362,21754,2069,4992,15642,44457
f,f,1888,297,90581,12116,999,2783,7981,23879
f,f,1889,502,101426,18495,1592,4178,13807,38072
f,f,1890,481,90294,17112,1517,4356,11241,34226
f,f,1891,408,87781,14159,1161,3291,9613,28224
f,f,1892,473,113737,21380,1821,4260,13732,41193
f,f,1893,780,181459,31924,2657,6620,19087,60288
f,f,1894,529,114063,19847,1528,4035,12530,37940
f,f,1895,524,103639,19598,1669,3900,13935,39102
f,f,1896,475,103175,18821,1402,3978,12888,37089
f,f,1897,1003,181732,31702,2798,6832,22994,64326
f,f,1898,769,127824,26061,2122,5354,18443,51980
f,f,1899,826,179970,36030,2728,7661,24810,71229
f,f,1900,902,213612,36229,2742,8016,25839,72826
f,f,1901,752,151903,30303,2437,6051,19572,58363
f,f,1902,689,108651,22040,1932,4810,15357,44139
f,f,1903,562,125993,23181,1725,4844,15313,45063
f,f,1904,559,106573,19082,1283,4214,13400,37979
f,f,1905,539,100271,19263,1416,4165,13160,38004
f,f,1906,656,150966,32490,2377,6216,20753,61836
f,f,1907,557,128606,22859,1734,4599,14436,43628
f,f,1908,500,100688,23545,1684,4370,14212,43811
f,f,1909,583,143523,28623,2188,5779,17655,54245
f,f,1910,568,107500,21575,1614,4529,13549,41267
f,f,1911,635,142546,24669,2062,4928,15786,47445
f,f,1912,603,159983,26380,1861,5042,16758,50041
f,f,1913,663,158425,27235,1960,5402,17348,51945
f,f,1914,585,153577,26082,1913,5100,17656,50751
f,f,1915,800,184298,38051,2524,6735,23636,70946
f,f,1916,642,167422,31782,2536,5779,18025,58122
f,f,1917,790,148996,27945,2135,5799,15220,51099
f,f,1918,777,154349,31931,2546,6468,18544,59489
f,f,1919,764,138648,27782,2489,5713,17750,53734
f,f,1920,676,156057,32992,2541,6725,19710,61968
f,f,1921,444,147183,30879,2448,5597,17571,56495
f,f,1922,892,188299,41111,3436,7993,24982,77522
f,f,1923,167,30894,7940,652,1526,4232,14350
f,f,1924,284,50028,12860,1068,2359,7571,23858
f,f,1925,264,41091,15528,1237,2728,8812,28305
f,f,1926,260,31721,12285,838,2217,7646,22986
f,f,1927,305,80748,21351,1524,3488,11212,37575
f,f,1928,356,54839,19190,1558,3931,11620,36299
f,f,1929,406,92128,21459,1564,4002,12053,39078
f,f,1930,436,43098,15754,1291,3191,8873,29109
f,f,1931,583,92234,28208,2290,5353,16826,52677
f,f,1932,301,53185,17120,1333,3467,10171,32091
f,f,1933,417,96513,25443,2060,4749,12732,44984
f,f,1934,592,79171,24902,2125,4847,14008,45882
f,f,1935,305,56825,14574,1154,2821,6893,25442
f,f,1936,743,161190,45389,3594,8599,26993,84575
f,f,1937,379,55239,26397,1766,4268,12084,44515
f,f,1938,711,175217,47560,3542,8282,24462,83846
f,f,1939,371,63598,21572,1575,3811,10206,37164
f,f,1940,710,137163,38281,2824,6830,18804,66739
f,f,1941,565,101584,25113,1887,4577,13459,45036
f,f,1942,368,99290,22477,1772,4060,10392,38701
f,f,1943,565,158169,37588,2554,6426,17331,63899
f,f,1944,888,230442,58364,3885,10273,28757,101279
f,f,1945,540,100345,28988,2314,5313,14038,50653
f,f,1946,558,133754,36906,2629,6999,17818,64352
f,f,1947,456,88821,23380,1641,4171,11823,41015
f,f,1948,545,89828,35064,2699,5921,16381,60065
f,f,1949,543,141995,34698,2637,6282,16990,60607
f,f,1950,377,100986,30161,1994,5087,13998,51240
f,f,1951,199,53333,12513,929,2142,5662,21246
f,f,1952,152,30223,9054,608,1437,3978,15077
f,f,1953,168,37851,8834,574,1609,4320,15337
f,f,1954,264,80072,19862,1194,2808,9833,33697
f,f,1955,100,25980,7516,560,1397,3241,12714
f,f,1956,311,99938,23140,1533,3792,12139,40604
f,f,1957,166,54476,13146,788,2276,6311,22521
f,f,1958,154,56645,12383,559,1870,5817,20629
f,f,1959,212,56224,12628,806,2111,7302,22847
f,f,1960,111,22101,6373,555,1588,3406,11922
f,f,1961,203,80246,19453,1348,3116,10027,33944
f,f,1962,291,89680,21349,1444,3262,8516,34571
f,f,1963,315,61753,15650,1184,2862,7668,27364
f,f,1964,118,17708,3647,293,671,1706,6317
f,f,1965,317,66695,16732,1042,2971,7579,28324
f,f,1966,201,58420,11446,860,2116,5720,20142
f,f,1967,218,36893,15085,1033,2364,7595,26077
f,f,1968,94,24087,5348,328,980,2502,9158
f,f,1969,412,62294,21032,1630,3502,9566,35730
f,f,1970,264,84809,23452,1202,3779,9554,37987
f,f,1971,382,53360,17276,1265,2896,8379,29816
f,f,1972,396,77193,19415,1357,3603,10974,35349
f,f,1973,406,57841,18828,1405,3347,8994,32574
f,f,1974,499,126824,37035,2333,6687,20065,66120
f,f,1975,337,67959,19544,1630,3816,8281,33271
f,f,1976,472,67947,17950,1427,3423,8216,31016
f,f,1977,657,139307,35572,2754,6185,17448,61959
f,f,1978,545,136993,34828,2555,6158,19629,63170
f,f,1979,613,136189,39254,2902,7421,21558,71135
f,f,1980,1012,214977,70463,5332,11824,34986,122605
f,f,1981,912,199964,57727,3577,9541,31118,101963
f,f,1982,1009,294807,74631,4738,12014,41003,132386
f,f,1983,792,183856,54108,4062,9359,29181,96710
f,f,1984,1022,222828,68456,4477,11302,37386,121621
f,f,1985,1335,304935,95889,6503,16786,53137,172315
f,f,1986,1092,273355,75574,5086,13076,43541,137277
f,f,1987,1506,381933,100023,6250,16610,55297,178180
f,f,1988,1610,419642,114166,7316,18662,61041,201185
f,f,1989,1830,457937,117556,7831,20333,66130,211850
f,f,1990,1700,394693,117585,7747,20837,59211,205380
f,m,1880,338,79801,11344,1042,2563,7529,22478
f,m,1881,388,88456,14318,1355,3333,9702,28708
f,m,1882,256,61451,11271,1020,2767,7621,22679
f,m,1883,421,87651,15252,1233,3451,10494,30430
f,m,1884,601,135749,24453,2007,5345,16657,48462
f,m,1885,514,134737,22436,2067,5082,15481,45066
f,m,1886,547,151951,27113,2402,6464,18344,54323
f,m,1887,551,109478,18031,1684,4422,12392,36529
f,m,1888,554,123553,20720,1554,4727,14747,41748
f,m,1889,509,96489,17273,1525,4276,11984,35058
f,m,1890,641,134235,21478,1779,5077,14533,42867
f,m,1891,718,117943,22847,1804,5135,15729,45515
f,m,1892,503,77872,14197,1335,3747,9777,29056
f,m,1893,791,113968,19929,1821,4874,12676,39300
f,m,1894,515,91877,14833,1170,3514,8932,28449
f,m,1895,688,123085,22680,1839,5423,14148,44090
f,m,1896,1199,103006,22818,1891,5682,14446,44837
