1800	0.300	0.392	0.484
1801	0.243	0.330	0.406
1802	0.371	0.547	0.627
1803	0.287	0.437	0.541
1804	0.333	0.415	0.505
1805	0.294	0.500	0.681
1806	0.316	0.412	0.489
1807	0.335	0.421	0.519
1808	0.327	0.408	0.526
1809	0.271	0.383	0.474
1810	0.336	0.411	0.493
1811	0.353	0.510	0.640
1812	0.329	0.458	0.578
1813	0.405	0.511	0.582
1814	0.462	0.555	0.636
1815	0.340	0.409	0.493
1816	0.306	0.432	0.522
1817	0.337	0.438	0.547
1818	0.400	0.491	0.573
1819	0.261	0.349	0.434
1820	0.334	0.442	0.539
1821	0.376	0.464	0.556
1822	0.327	0.413	0.495
1823	0.310	0.382	0.461
1824	0.350	0.406	0.461
1825	0.288	0.343	0.403
1826	0.253	0.313	0.370
1827	0.360	0.427	0.497
1828	0.325	0.383	0.444
1829	0.279	0.338	0.399
1830	0.280	0.321	0.362
1831	0.282	0.326	0.376
1832	0.324	0.362	0.396
1833	0.341	0.389	0.433
1834	0.323	0.380	0.436
1835	0.372	0.411	0.450
1836	0.358	0.420	0.483
1837	0.272	0.325	0.379
1838	0.350	0.400	0.445
1839	0.313	0.373	0.426
1840	0.283	0.341	0.399
1841	0.318	0.374	0.420
1842	0.292	0.337	0.391
1843	0.249	0.296	0.344
1844	0.277	0.316	0.358
1845	0.315	0.365	0.404
1846	0.310	0.376	0.440
1847	0.383	0.454	0.533
1848	0.333	0.383	0.436
1849	0.287	0.329	0.369
1850	0.409	0.462	0.507
1851	0.345	0.406	0.464
1852	0.348	0.398	0.444
1853	0.382	0.425	0.467
1854	0.369	0.415	0.461
1855	0.421	0.462	0.499
1856	0.410	0.450	0.488
1857	0.376	0.408	0.439
1858	0.379	0.422	0.461
1859	0.328	0.362	0.396
1860	0.355	0.402	0.444
1861	0.362	0.410	0.463
1862	0.358	0.412	0.462
1863	0.393	0.442	0.481
1864	0.382	0.419	0.456
1865	0.413	0.451	0.488
1866	0.285	0.356	0.417
1867	0.400	0.433	0.465
1868	0.361	0.401	0.439
1869	0.407	0.450	0.491
1870	0.369	0.413	0.461
1871	0.377	0.408	0.439
1872	0.350	0.377	0.403
1873	0.417	0.451	0.483
1874	0.364	0.408	0.445
1875	0.387	0.421	0.450
1876	0.387	0.418	0.449
1877	0.359	0.394	0.425
1878	0.364	0.397	0.428
1879	0.407	0.444	0.482
1880	0.380	0.408	0.440
1881	0.392	0.422	0.450
1882	0.368	0.394	0.423
1883	0.381	0.409	0.435
1884	0.373	0.403	0.436
1885	0.377	0.409	0.440
1886	0.404	0.432	0.459
1887	0.368	0.392	0.419
1888	0.364	0.391	0.418
1889	0.398	0.421	0.445
1890	0.358	0.383	0.409
1891	0.387	0.413	0.438
1892	0.399	0.423	0.447
1893	0.347	0.371	0.395
1894	0.347	0.371	0.392
1895	0.338	0.364	0.388
1896	0.329	0.350	0.370
1897	0.338	0.362	0.389
1898	0.333	0.357	0.379
1899	0.330	0.349	0.369
1900	0.332	0.347	0.363
1901	0.342	0.367	0.394
1902	0.350	0.376	0.401
1903	0.345	0.367	0.390
1904	0.338	0.362	0.385
1905	0.324	0.350	0.377
1906	0.347	0.369	0.393
1907	0.348	0.372	0.400
1908	0.350	0.373	0.396
1909	0.334	0.357	0.381
1910	0.323	0.346	0.366
1911	0.342	0.362	0.383
1912	0.339	0.358	0.378
1913	0.360	0.379	0.398
1914	0.360	0.382	0.403
1915	0.356	0.378	0.399
1916	0.360	0.381	0.406
1917	0.358	0.382	0.410
1918	0.343	0.368	0.392
1919	0.341	0.364	0.384
1920	0.361	0.382	0.402
1921	0.357	0.376	0.397
1922	0.355	0.373	0.391
1923	0.320	0.337	0.357
1924	0.352	0.370	0.389
1925	0.338	0.358	0.380
1926	0.352	0.372	0.391
1927	0.333	0.352	0.371
1928	0.328	0.346	0.366
1929	0.337	0.353	0.369
1930	0.327	0.344	0.360
1931	0.323	0.340	0.357
1932	0.332	0.352	0.371
1933	0.320	0.342	0.364
1934	0.324	0.343	0.361
1935	0.329	0.345	0.363
1936	0.339	0.356	0.375
1937	0.345	0.363	0.382
1938	0.334	0.356	0.378
1939	0.280	0.303	0.328
1940	0.296	0.316	0.337
1941	0.326	0.346	0.367
1942	0.290	0.310	0.331
1943	0.294	0.312	0.332
1944	0.301	0.323	0.345
1945	0.316	0.334	0.352
1946	0.306	0.320	0.335
1947	0.309	0.326	0.342
1948	0.316	0.331	0.348
1949	0.309	0.326	0.343
1950	0.306	0.322	0.337
1951	0.315	0.330	0.347
1952	0.312	0.327	0.343
1953	0.297	0.312	0.327
1954	0.302	0.317	0.334
1955	0.294	0.309	0.325
1956	0.306	0.322	0.337
1957	0.316	0.331	0.346
1958	0.279	0.295	0.311
1959	0.291	0.307	0.322
1960	0.298	0.312	0.325
1961	0.292	0.307	0.323
1962	0.284	0.299	0.312
1963	0.292	0.306	0.320
1964	0.289	0.303	0.318
1965	0.273	0.286	0.300
1966	0.296	0.310	0.324
1967	0.295	0.308	0.320
1968	0.298	0.310	0.325
1969	0.308	0.319	0.332
1970	0.302	0.315	0.327
1971	0.287	0.302	0.316
1972	0.300	0.316	0.332
1973	0.294	0.309	0.324
1974	0.296	0.310	0.327
1975	0.317	0.333	0.349
1976	0.305	0.320	0.335
1977	0.305	0.321	0.339
1978	0.304	0.318	0.332
1979	0.318	0.335	0.352
1980	0.318	0.333	0.349
1981	0.332	0.348	0.365
1982	0.327	0.343	0.358
1983	0.318	0.333	0.349
1984	0.330	0.346	0.363
1985	0.345	0.361	0.377
1986	0.344	0.359	0.375
1987	0.339	0.355	0.371
1988	0.342	0.356	0.370
1989	0.348	0.362	0.376
1990	0.346	0.358	0.371
1991	0.358	0.373	0.389
1992	0.356	0.370	0.384
1993	0.349	0.363	0.375
1994	0.365	0.379	0.394
1995	0.361	0.375	0.390
1996	0.360	0.374	0.389
1997	0.340	0.354	0.368
1998	0.359	0.373	0.389
1999	0.367	0.383	0.397
2000	0.357	0.371	0.386
2001	0.363	0.378	0.393
2002	0.351	0.367	0.381
2003	0.357	0.370	0.384
2004	0.346	0.360	0.374
2005	0.358	0.371	0.383
2006	0.365	0.378	0.392
2007	0.357	0.369	0.382
